method,threshold,split,actual_rr,refreshes_per_sample,num_samples
raw_oracle,0.336035558577,calibration,0.5353535353535354,53.0,64
raw_oracle,0.336035558577,test,0.5353535353535354,53.0,192
raw_oracle,0.336035558577,all,0.5353535353535354,53.0,256
raw_oracle,0.3943331288,calibration,0.5353535353535354,53.0,64
raw_oracle,0.3943331288,test,0.5353535353535354,53.0,192
raw_oracle,0.3943331288,all,0.5353535353535354,53.0,256
raw_oracle,0.462744529561,calibration,0.5353535353535354,53.0,64
raw_oracle,0.462744529561,test,0.5353535353535354,53.0,192
raw_oracle,0.462744529561,all,0.5353535353535354,53.0,256
raw_oracle,0.543024372033,calibration,0.5353535353535354,53.0,64
raw_oracle,0.543024372033,test,0.5353535353535354,53.0,192
raw_oracle,0.543024372033,all,0.5353535353535354,53.0,256
raw_oracle,0.637231668415,calibration,0.5353535353535354,53.0,64
raw_oracle,0.637231668415,test,0.5353535353535354,53.0,192
raw_oracle,0.637231668415,all,0.5353535353535354,53.0,256
raw_oracle,0.747782641341,calibration,0.5353535353535354,53.0,64
raw_oracle,0.747782641341,test,0.5353535353535354,53.0,192
raw_oracle,0.747782641341,all,0.5353535353535354,53.0,256
raw_oracle,0.877512695,calibration,0.5353535353535354,53.0,64
raw_oracle,0.877512695,test,0.5353535353535354,53.0,192
raw_oracle,0.877512695,all,0.5353535353535354,53.0,256
raw_oracle,1.029749137403,calibration,0.5353535353535354,53.0,64
raw_oracle,1.029749137403,test,0.5353535353535354,53.0,192
raw_oracle,1.029749137403,all,0.5353535353535354,53.0,256
raw_oracle,1.208396518962,calibration,0.5353535353535354,53.0,64
raw_oracle,1.208396518962,test,0.5353535353535354,53.0,192
raw_oracle,1.208396518962,all,0.5353535353535354,53.0,256
raw_oracle,1.418036776143,calibration,0.5353535353535354,53.0,64
raw_oracle,1.418036776143,test,0.5353535353535354,53.0,192
raw_oracle,1.418036776143,all,0.5353535353535354,53.0,256
raw_oracle,1.66404674868,calibration,0.5353535353535354,53.0,64
raw_oracle,1.66404674868,test,0.5342487373737373,52.890625,192
raw_oracle,1.66404674868,all,0.5345249368686869,52.91796875,256
raw_oracle,1.83580146884,calibration,0.5,49.5,64
raw_oracle,1.83580146884,test,0.5092066498316499,50.411458333333336,192
raw_oracle,1.83580146884,all,0.5069049873737373,50.18359375,256
raw_oracle,1.952736084408,calibration,0.47301136363636365,46.828125,64
raw_oracle,1.952736084408,test,0.48100799663299665,47.619791666666664,192
raw_oracle,1.952736084408,all,0.4790088383838384,47.421875,256
raw_oracle,2.291509068705,calibration,0.4065656565656566,40.25,64
raw_oracle,2.291509068705,test,0.4112478956228956,40.713541666666664,192
raw_oracle,2.291509068705,all,0.41007733585858586,40.59765625,256
raw_oracle,2.320951559459,calibration,0.3999368686868687,39.59375,64
raw_oracle,2.320951559459,test,0.40440867003367004,40.036458333333336,192
raw_oracle,2.320951559459,all,0.4032907196969697,39.92578125,256
raw_oracle,2.689054529122,calibration,0.35669191919191917,35.3125,64
raw_oracle,2.689054529122,test,0.35827020202020204,35.46875,192
raw_oracle,2.689054529122,all,0.3578756313131313,35.4296875,256
raw_oracle,3.155568685869,calibration,0.33049242424242425,32.71875,64
raw_oracle,3.155568685869,test,0.33033459595959597,32.703125,192
raw_oracle,3.155568685869,all,0.33037405303030304,32.70703125,256
raw_oracle,3.484895587185,calibration,0.30003156565656564,29.703125,64
raw_oracle,3.484895587185,test,0.3023989898989899,29.9375,192
raw_oracle,3.484895587185,all,0.3018071338383838,29.87890625,256
raw_oracle,3.703016663812,calibration,0.28125,27.84375,64
raw_oracle,3.703016663812,test,0.2841961279461279,28.135416666666668,192
raw_oracle,3.703016663812,all,0.28345959595959597,28.0625,256
raw_oracle,4.345439373218,calibration,0.2593118686868687,25.671875,64
raw_oracle,4.345439373218,test,0.2611005892255892,25.848958333333332,192
raw_oracle,4.345439373218,all,0.2606534090909091,25.8046875,256
raw_oracle,5.099313630113,calibration,0.23816287878787878,23.578125,64
raw_oracle,5.099313630113,test,0.23947811447811448,23.708333333333332,192
raw_oracle,5.099313630113,all,0.23914930555555555,23.67578125,256
raw_oracle,5.983974752592,calibration,0.21811868686868688,21.59375,64
raw_oracle,5.983974752592,test,0.21906565656565657,21.6875,192
raw_oracle,5.983974752592,all,0.21882891414141414,21.6640625,256
raw_oracle,7.022112471806,calibration,0.19255050505050506,19.0625,64
raw_oracle,7.022112471806,test,0.1941813973063973,19.223958333333332,192
raw_oracle,7.022112471806,all,0.19377367424242425,19.18359375,256
raw_oracle,8.24035287671,calibration,0.1762941919191919,17.453125,64
raw_oracle,8.24035287671,test,0.1776094276094276,17.583333333333332,192
raw_oracle,8.24035287671,all,0.17728061868686867,17.55078125,256
raw_oracle,9.669941318278,calibration,0.16161616161616163,16.0,64
raw_oracle,9.669941318278,test,0.16187920875420875,16.026041666666668,192
raw_oracle,9.669941318278,all,0.16181344696969696,16.01953125,256
raw_oracle,11.34754378823,calibration,0.14535984848484848,14.390625,64
raw_oracle,11.34754378823,test,0.14693813131313133,14.546875,192
raw_oracle,11.34754378823,all,0.1465435606060606,14.5078125,256
raw_oracle,13.316187326019,calibration,0.13446969696969696,13.3125,64
raw_oracle,13.316187326019,test,0.13552188552188552,13.416666666666666,192
raw_oracle,13.316187326019,all,0.13525883838383837,13.390625,256
raw_oracle,15.626363573547,calibration,0.12263257575757576,12.140625,64
raw_oracle,15.626363573547,test,0.12315867003367004,12.192708333333334,192
raw_oracle,15.626363573547,all,0.12302714646464646,12.1796875,256
raw_oracle,18.337323781528,calibration,0.11268939393939394,11.15625,64
raw_oracle,18.337323781528,test,0.11295244107744108,11.182291666666666,192
raw_oracle,18.337323781528,all,0.1128866792929293,11.17578125,256
raw_oracle,21.518598481723,calibration,0.10432449494949494,10.328125,64
raw_oracle,21.518598481723,test,0.10521885521885523,10.416666666666666,192
raw_oracle,21.518598481723,all,0.10499526515151515,10.39453125,256
raw_oracle,25.251780801517,calibration,0.10053661616161616,9.953125,64
raw_oracle,25.251780801517,test,0.10027356902356903,9.927083333333334,192
raw_oracle,25.251780801517,all,0.10033933080808081,9.93359375,256
raw_oracle,29.632619159166,calibration,0.09106691919191919,9.015625,64
raw_oracle,29.632619159166,test,0.0912773569023569,9.036458333333334,192
raw_oracle,29.632619159166,all,0.09122474747474747,9.03125,256
raw_oracle,34.773473013016,calibration,0.08980429292929293,8.890625,64
raw_oracle,34.773473013016,test,0.08959385521885523,8.869791666666666,192
raw_oracle,34.773473013016,all,0.08964646464646464,8.875,256
raw_oracle,40.806194649618,calibration,0.08080808080808081,8.0,64
raw_oracle,40.806194649618,test,0.08080808080808081,8.0,192
raw_oracle,40.806194649618,all,0.08080808080808081,8.0,256
raw_oracle,47.88551092263,calibration,0.08080808080808081,8.0,64
raw_oracle,47.88551092263,test,0.08080808080808081,8.0,192
raw_oracle,47.88551092263,all,0.08080808080808081,8.0,256
raw_oracle,56.192991677129,calibration,0.07417929292929293,7.34375,64
raw_oracle,56.192991677129,test,0.07517887205387205,7.442708333333333,192
raw_oracle,56.192991677129,all,0.07492897727272728,7.41796875,256
raw_oracle,65.941706641239,calibration,0.0707070707070707,7.0,64
raw_oracle,65.941706641239,test,0.0707070707070707,7.0,192
raw_oracle,65.941706641239,all,0.0707070707070707,7.0,256
raw_oracle,77.381690224709,calibration,0.0707070707070707,7.0,64
raw_oracle,77.381690224709,test,0.0707070707070707,7.0,192
raw_oracle,77.381690224709,all,0.0707070707070707,7.0,256
raw_oracle,90.806354385254,calibration,0.0707070707070707,7.0,64
raw_oracle,90.806354385254,test,0.0707070707070707,7.0,192
raw_oracle,90.806354385254,all,0.0707070707070707,7.0,256
raw_oracle,106.560014039436,calibration,0.06944444444444445,6.875,64
raw_oracle,106.560014039436,test,0.0691813973063973,6.848958333333333,192
raw_oracle,106.560014039436,all,0.06924715909090909,6.85546875,256
raw_oracle,125.046718029336,calibration,0.06060606060606061,6.0,64
raw_oracle,125.046718029336,test,0.06060606060606061,6.0,192
raw_oracle,125.046718029336,all,0.06060606060606061,6.0,256
sea_oracle,0.0,calibration,1.0,99.0,64
sea_oracle,0.0,test,1.0,99.0,192
sea_oracle,0.0,all,1.0,99.0,256
sea_oracle,0.000394673961,calibration,1.0,99.0,64
sea_oracle,0.000394673961,test,1.0,99.0,192
sea_oracle,0.000394673961,all,1.0,99.0,256
sea_oracle,0.000467415926,calibration,1.0,99.0,64
sea_oracle,0.000467415926,test,1.0,99.0,192
sea_oracle,0.000467415926,all,1.0,99.0,256
sea_oracle,0.000553564891,calibration,1.0,99.0,64
sea_oracle,0.000553564891,test,1.0,99.0,192
sea_oracle,0.000553564891,all,1.0,99.0,256
sea_oracle,0.000655591886,calibration,1.0,99.0,64
sea_oracle,0.000655591886,test,1.0,99.0,192
sea_oracle,0.000655591886,all,1.0,99.0,256
sea_oracle,0.000776423375,calibration,1.0,99.0,64
sea_oracle,0.000776423375,test,1.0,99.0,192
sea_oracle,0.000776423375,all,1.0,99.0,256
sea_oracle,0.000919525195,calibration,1.0,99.0,64
sea_oracle,0.000919525195,test,1.0,99.0,192
sea_oracle,0.000919525195,all,1.0,99.0,256
sea_oracle,0.00108900197,calibration,1.0,99.0,64
sea_oracle,0.00108900197,test,1.0,99.0,192
sea_oracle,0.00108900197,all,1.0,99.0,256
sea_oracle,0.001289714841,calibration,1.0,99.0,64
sea_oracle,0.001289714841,test,1.0,99.0,192
sea_oracle,0.001289714841,all,1.0,99.0,256
sea_oracle,0.001527420902,calibration,1.0,99.0,64
sea_oracle,0.001527420902,test,1.0,99.0,192
sea_oracle,0.001527420902,all,1.0,99.0,256
sea_oracle,0.00180893833,calibration,0.9985795454545454,98.859375,64
sea_oracle,0.00180893833,test,0.999263468013468,98.92708333333333,192
sea_oracle,0.00180893833,all,0.9990924873737373,98.91015625,256
sea_oracle,0.002142341956,calibration,0.9957386363636364,98.578125,64
sea_oracle,0.002142341956,test,0.9980534511784511,98.80729166666667,192
sea_oracle,0.002142341956,all,0.9974747474747475,98.75,256
sea_oracle,0.002537194873,calibration,0.9941603535353535,98.421875,64
sea_oracle,0.002537194873,test,0.9956334175084175,98.56770833333333,192
sea_oracle,0.002537194873,all,0.9952651515151515,98.53125,256
sea_oracle,0.003004822739,calibration,0.9875315656565656,97.765625,64
sea_oracle,0.003004822739,test,0.9925294612794613,98.26041666666667,192
sea_oracle,0.003004822739,all,0.9912799873737373,98.13671875,256
sea_oracle,0.003558638632,calibration,0.9809027777777778,97.109375,64
sea_oracle,0.003558638632,test,0.9875315656565656,97.765625,192
sea_oracle,0.003558638632,all,0.9858743686868687,97.6015625,256
sea_oracle,0.004214527782,calibration,0.9738005050505051,96.40625,64
sea_oracle,0.004214527782,test,0.9783775252525253,96.859375,192
sea_oracle,0.004214527782,all,0.9772332702020202,96.74609375,256
sea_oracle,0.004991303209,calibration,0.96322601010101,95.359375,64
sea_oracle,0.004991303209,test,0.9660669191919192,95.640625,192
sea_oracle,0.004991303209,all,0.9653566919191919,95.5703125,256
sea_oracle,0.005911245343,calibration,0.938604797979798,92.921875,64
sea_oracle,0.005911245343,test,0.9431292087542088,93.36979166666667,192
sea_oracle,0.005911245343,all,0.9419981060606061,93.2578125,256
sea_oracle,0.007000741097,calibration,0.9029356060606061,89.390625,64
sea_oracle,0.007000741097,test,0.9032512626262627,89.421875,192
sea_oracle,0.007000741097,all,0.9031723484848485,89.4140625,256
sea_oracle,0.008291040731,calibration,0.8617424242424242,85.3125,64
sea_oracle,0.008291040731,test,0.8557975589225589,84.72395833333333,192
sea_oracle,0.008291040731,all,0.8572837752525253,84.87109375,256
sea_oracle,0.009819154209,calibration,0.8076073232323232,79.953125,64
sea_oracle,0.009819154209,test,0.8057659932659933,79.77083333333333,192
sea_oracle,0.009819154209,all,0.8062263257575758,79.81640625,256
sea_oracle,0.011628912763,calibration,0.7553661616161617,74.78125,64
sea_oracle,0.011628912763,test,0.7602062289562289,75.26041666666667,192
sea_oracle,0.011628912763,all,0.7589962121212122,75.140625,256
sea_oracle,0.013772226118,calibration,0.7154356060606061,70.828125,64
sea_oracle,0.013772226118,test,0.7195917508417509,71.23958333333333,192
sea_oracle,0.013772226118,all,0.7185527146464646,71.13671875,256
sea_oracle,0.016310571427,calibration,0.6777146464646465,67.09375,64
sea_oracle,0.016310571427,test,0.6810290404040404,67.421875,192
sea_oracle,0.016310571427,all,0.6802004419191919,67.33984375,256
sea_oracle,0.019316756637,calibration,0.6504103535353535,64.390625,64
sea_oracle,0.019316756637,test,0.6501999158249159,64.36979166666667,192
sea_oracle,0.019316756637,all,0.6502525252525253,64.375,256
sea_oracle,0.022877008856,calibration,0.6254734848484849,61.921875,64
sea_oracle,0.022877008856,test,0.6240530303030303,61.78125,192
sea_oracle,0.022877008856,all,0.6244081439393939,61.81640625,256
sea_oracle,0.027093447623,calibration,0.6033775252525253,59.734375,64
sea_oracle,0.027093447623,test,0.6018518518518519,59.583333333333336,192
sea_oracle,0.027093447623,all,0.6022332702020202,59.62109375,256
sea_oracle,0.032087014029,calibration,0.5855429292929293,57.96875,64
sea_oracle,0.032087014029,test,0.5841224747474747,57.828125,192
sea_oracle,0.032087014029,all,0.5844775883838383,57.86328125,256
sea_oracle,0.038000939697,calibration,0.5711805555555556,56.546875,64
