distance_index,stage,prev_call_step,prev_call_kind,prev_call_kind_name,prev_timestep,cur_call_step,cur_call_kind,cur_call_kind_name,cur_timestep,raw_mean,raw_std,sea_mean,sea_std,dino_mean,dino_std,lpips_mean,lpips_std,raw_oracle_score_mean,raw_oracle_score_std,sea_oracle_score_mean,sea_oracle_score_std,dino_oracle_score_mean,dino_oracle_score_std,lpips_oracle_score_mean,lpips_oracle_score_std,pma_nogate_oracle_score_mean,pma_nogate_oracle_score_std,pma_stageaware_oracle_score_mean,pma_stageaware_oracle_score_std
10,early,5,0,predictor,0.052631575614213943,5,1,corrector,0.06382978707551956,0.04285119121777825,0.0019023588816873122,0.2566156566608697,0.003433143045464443,0.017579723382368684,0.022704881813597033,0.016557130958972266,0.0078328745491647,2.356908249813715,0.10463385532430688,11.074893453525236,0.13264066935009353,76.89604829392925,70.83065449573097,64.57282045229908,30.5482153364565,46.8706180052786,26.642487746752877,11.074893453525236,0.13264066935009353
11,early,5,1,corrector,0.06382978707551956,6,0,predictor,0.06382978707551956,0.00041518109964044925,0.00014267891290448243,0.00039081069280655356,0.0001186291580770884,0.0003797945100814104,0.0012595577228460466,0.00022830119538141957,0.00030614678445881483,0.02283585895981634,0.007847648976430546,0.018944462154488875,0.0057493509193047194,1.9548687011044639,6.483163669475766,0.8903747959075592,1.1939726389731258,0.8611508339654024,2.210357600974181,0.018944462154488875,0.0057493509193047194
12,early,6,0,predictor,0.06382978707551956,6,1,corrector,0.07526881992816925,0.04223733897379134,0.0018511694298268659,0.21563901170156896,0.002748763791453119,0.013037604046985507,0.015685667839154607,0.01302387244959391,0.006660852119803802,2.3231450479772358,0.10181832469459422,9.467559861314687,0.10973548174339152,62.28131555357415,60.87036220016809,50.79311019313663,25.97732717444813,37.70935166853911,23.652159329863643,9.467559861314687,0.10973548174339152
13,early,6,1,corrector,0.07526881992816925,7,0,predictor,0.07526881992816925,0.000361764433961298,0.00012164306214067161,0.00032815793161944384,9.802757952135735e-05,0.0002491811756044626,0.0005538137357029463,0.00018502310648571552,0.00031365482897484137,0.019897826750235673,0.0066906316614368366,0.015907934999470106,0.004751199037617342,1.2825790477834023,2.850576060026152,0.7215902238276629,1.2232540169898003,0.6076139554831076,1.1630076637425584,0.015907934999470106,0.004751199037617342
14,early,7,0,predictor,0.07526881992816925,7,1,corrector,0.08695651590824127,0.04149344981124159,0.0018035791615663396,0.18501922785071656,0.0022360146887852395,0.012461322825402021,0.027674405132990285,0.011335433004205697,0.009057394542847035,2.282229534211235,0.09920075695175057,8.230699715894927,0.0915488512452069,53.50995858260468,55.66578723029553,43.566613153147244,30.82227538062245,32.415251407083545,23.514717173653043,8.230699715894927,0.0915488512452069
15,early,7,1,corrector,0.08695651590824127,8,0,predictor,0.08695651590824127,0.0003240394112822287,0.00011127035245231352,0.00028767759135917004,8.948183699593206e-05,0.0002766973339021206,0.0010873444364041193,0.00019020169166061862,0.0005602844430626669,0.017822868863421576,0.00612011018134153,0.013945883668288797,0.004337173825898463,1.4242095221659765,5.596751795045305,0.7417867090475099,2.185109656603676,0.6553772228313614,2.2158378874363867,0.013945883668288797,0.004337173825898463
16,early,8,0,predictor,0.08695651590824127,8,1,corrector,0.09890110045671463,0.04066228662850335,0.0017661685007350084,0.16172347776591778,0.001856908435151894,0.009637332055717707,0.01302191268598876,0.00939513462344621,0.009779798411871725,2.236513760468067,0.0971430896468621,7.268083932519158,0.07754205316262658,46.70607050065193,52.391923954121594,35.442601299058545,27.754909794102385,27.551835112920806,22.099701051142475,7.268083932519158,0.07754205316262658
17,early,8,1,corrector,0.09890110045671463,9,0,predictor,0.09890110045671463,0.0002928157425401423,0.00010425662361107178,0.0002559162931845549,8.259074740783527e-05,0.00024133478291332722,0.0009467603944918099,0.00015618362608327274,0.0004964690492912461,0.016105499512505093,0.005734339916896216,0.012406380361850655,0.0040032774065719475,1.242192293680012,4.873141168471945,0.6091162333410811,1.9362295834614325,0.5603551102510682,1.9544618794392874,0.012406380361850655,0.0040032774065719475
18,early,9,0,predictor,0.09890110045671463,9,1,corrector,0.1111111044883728,0.039783962129149586,0.0017407268971830904,0.14352190325735137,0.0015887811794800795,0.007497121347114444,0.009940685365809436,0.00692413920069157,0.004418975044755785,2.188204012250811,0.0957437463941796,6.502433159466559,0.06739221115052925,37.34630256270133,42.80471489000914,27.004146944352946,17.234005266690094,21.906108115902907,16.28733278416066,6.502433159466559,0.06739221115052925
19,early,9,1,corrector,0.1111111044883728,10,0,predictor,0.1111111044883728,0.00026155091211421677,9.103547021127641e-05,0.00022759535340810544,7.368269797621077e-05,0.00010433397255837917,0.0002410336172457014,7.065094271840877e-05,0.00010297055432142683,0.014385866179900824,0.00500714786844968,0.0110336017065571,0.0035715767434180297,0.5370251859947844,1.2406421413690618,0.27553871804518587,0.40158522225543397,0.24818261189461394,0.43805257907114314,0.0110336017065571,0.0035715767434180297
20,early,10,0,predictor,0.1111111044883728,10,1,corrector,0.12359550595283508,0.038881528802448884,0.0017275586928157756,0.12887938201311044,0.001435117721478129,0.005887619918212295,0.008319752580324248,0.005419311441528407,0.003293377402929047,2.138568226356362,0.09501946665710471,5.877591403977309,0.06165010061432183,29.78521186867234,39.57747595532168,21.135317800894256,12.844173803297432,17.627195462460904,14.242858830914903,5.877591403977309,0.06165010061432183
21,early,10,1,corrector,0.12359550595283508,11,0,predictor,0.12359550595283508,0.00023632020113950603,8.148815121884935e-05,0.0002063105632856832,7.001359258056985e-05,9.988830424845219e-05,0.0002982926683885143,5.8808352995765034e-05,0.0001270957654743859,0.012998122475350331,0.004482024662831099,0.010001842645570483,0.0033937737485401085,0.5141425544562049,1.5353644819053465,0.22935261118008782,0.4956735599036691,0.22704928674911604,0.5699166153635407,0.010001842645570483,0.0033937737485401085
22,early,11,0,predictor,0.12359550595283508,11,1,corrector,0.13636364042758942,0.037975948536768556,0.0017234933137581596,0.11680244602030143,0.0013950923340494575,0.004558924585580826,0.005974161521263131,0.0043257599318167195,0.0030589363360352378,2.0887593520078482,0.0947958620111844,5.356096472099445,0.060561271699141106,23.4512506351626,30.644140710998634,16.87046627154835,11.929853504889941,14.238953660853063,11.785142307667853,5.356096472099445,0.060561271699141106
23,early,11,1,corrector,0.13636364042758942,12,0,predictor,0.13636364042758942,0.00021727125422899007,7.961626668807302e-05,0.00019049460453857137,7.026859915906313e-05,6.998423486948013e-05,0.00023007789997681784,4.126886589617129e-05,8.522119135803936e-05,0.0119503891720803,0.004379066962755425,0.00923515517547918,0.003406159677627181,0.36022108452216595,1.1842511504026594,0.16094860120312116,0.33236269628656,0.1600449677877778,0.4219555525254487,0.00923515517547918,0.003406159677627181
24,early,12,0,predictor,0.13636364042758942,12,1,corrector,0.14942528307437897,0.03709465419524349,0.0017267577142194449,0.10662362919538282,0.0014519758839110367,0.0034915280994027853,0.0039033416078532233,0.003690871296385012,0.003516779732995973,2.040286256044233,0.09497541110093542,4.912160898492903,0.0635953375638871,17.971505167587054,20.09118124765787,14.394400220943071,13.715443021604822,11.674635975956198,8.56125966870503,4.912160898492903,0.0635953375638871
25,early,12,1,corrector,0.14942528307437897,13,0,predictor,0.14942528307437897,0.00020165152986351131,7.427950417274737e-05,0.00017728318672993737,6.602919283411864e-05,3.79693228751421e-05,0.00011228329028265044,5.535541520829135e-05,0.0004341572031233448,0.011091270529853627,0.004085533475302477,0.008594729718323191,0.003200733847669261,0.19543473884031293,0.5779417132267916,0.21588615178346918,1.6932133468548862,0.1268341590744639,0.646905679823786,0.008594729718323191,0.003200733847669261
26,early,13,0,predictor,0.14942528307437897,13,1,corrector,0.1627907007932663,0.036258694250136614,0.0017381203285483794,0.09790476408670656,0.0015682935565280462,0.0029887540731579065,0.003861399876169567,0.003148496959965996,0.003033859415820034,1.9943066499902762,0.09560037947848209,4.528635818478124,0.06922640889459829,15.383639409802116,19.875299826620676,12.279139990755588,11.832053501340686,10.11028814755856,8.004566696495345,4.528635818478124,0.06922640889459829
27,early,13,1,corrector,0.1627907007932663,14,0,predictor,0.1627907007932663,0.0001906840521144204,7.29641066065766e-05,0.00016853060796506725,6.566637846776238e-05,4.2534200474619865e-05,0.00029160617273886236,2.7549683294880722e-05,6.91145689588193e-05,0.010488035519300264,0.004013183762555015,0.008170434376253824,0.003183159915069539,0.21893096142046325,1.50094792053174,0.10744378101050304,0.26954685948155993,0.10118059647979141,0.48627206219177654,0.008170434376253824,0.003183159915069539
28,early,14,0,predictor,0.1627907007932663,14,1,corrector,0.1764705777168274,0.03548603772651404,0.0017593385187746886,0.09032365097664297,0.0017066695522334457,0.0029050116427242756,0.006475040023079397,0.002649860506267032,0.0020452364557899927,1.9518088691107827,0.09676742585850798,4.192671318609119,0.07585540643594704,14.033978766394384,21.559681072832475,10.33445752883267,7.976423377303611,8.987599416011765,7.532463644276197,4.192671318609119,0.07585540643594704
29,middle,14,1,corrector,0.1764705777168274,15,0,predictor,0.1764705777168274,0.00018263682308372609,7.049730572577056e-05,0.00016235916393725347,6.413736158850508e-05,3.208150155842304e-05,0.00011098294665977873,2.3890958497752024e-05,4.8851212365109165e-05,0.010045420507871713,0.0038775043757890448,0.007871265454158637,0.0031090885893790337,0.16512909380273047,0.5712486174037694,0.09317475215551652,0.19051975687973485,0.08063965996913755,0.20894642062666607,0.08650017962844456,0.28591300528627944
30,middle,15,0,predictor,0.1764705777168274,15,1,corrector,0.1904761791229248,0.03479924266866874,0.001791395412901233,0.08364868085482158,0.0018399531358882285,0.0026211393997073174,0.00400209156864772,0.002322098672152606,0.001762919926584789,1.9140336546589776,0.09853062440872495,3.8949222048837644,0.0822845865881211,13.491462455898143,20.59946454946514,9.056186183523412,6.875388747798244,8.322263473779973,7.374386852883802,8.693192330390954,10.298104701077301
31,middle,15,1,corrector,0.1904761791229248,16,0,predictor,0.1904761791229248,0.0001765701156415389,6.794984961678338e-05,0.00015764592195921523,6.202694196399066e-05,2.9987888410687447e-05,0.0001140160733379393,2.194285945145147e-05,4.938056335859378e-05,0.009711738469791873,0.003737388776929818,0.007642786343447781,0.0030068239660453818,0.15435290113514344,0.586860650364304,0.08557716473220191,0.19258422606483874,0.07503613429758271,0.21820741288491724,0.08099784373929561,0.29386699480427425
32,middle,16,0,predictor,0.1904761791229248,16,1,corrector,0.20481927692890167,0.03420051238936139,0.0018332493294022242,0.07770003550103866,0.0019556827886617117,0.0021997548174113035,0.0026145394327279775,0.0020895791306543288,0.002107665755388079,1.8811021936048145,0.10083268039094638,3.6280219371118716,0.08794660762784313,11.322522386485657,13.457491272708927,8.149359835285653,8.219897682356773,7.292773441376141,5.469537330198118,7.475272161798764,6.72735499100873
33,middle,16,1,corrector,0.20481927692890167,17,0,predictor,0.20481927692890167,0.00017069611052988876,6.466006454822457e-05,0.00015318569315070363,5.9804693298928804e-05,1.6454141587018967e-05,3.543518792852637e-05,1.5356912076658347e-05,2.421777166768581e-05,0.009388655476912264,0.003556443478844772,0.007426571762944713,0.0028991191161169246,0.0846923416168124,0.18239110350589952,0.059891966107234074,0.09444932370996482,0.04634592102239182,0.07621456339868551,0.046059456689878556,0.0916909427062065
34,middle,17,0,predictor,0.20481927692890167,17,1,corrector,0.2195121943950653,0.03370525490026921,0.0018819421270416421,0.07237177880597301,0.0020493788703141694,0.0021185562945902348,0.0041457782206629455,0.0017524570957334618,0.0013555474940139774,1.853861959934505,0.1035108896355762,3.387703383848551,0.09262326430628665,10.859564314407884,20.819315674655233,6.834583701340637,5.286636021810012,6.663325758263976,7.015396880623325,7.123633849128217,10.407395895758524
35,middle,17,1,corrector,0.2195121943950653,18,0,predictor,0.2195121943950653,0.00016612376172986387,6.311600582965913e-05,0.00014986697696883766,5.883122723260181e-05,2.5443732738494873e-05,0.00013493753841726846,1.3340390953797687e-05,2.9864466788171532e-05,0.009137166398043125,0.0034715169078776177,0.007265690575312727,0.002851938542271012,0.13096333793526616,0.6945470865270167,0.052027532545199096,0.11647143799217441,0.05780353737426465,0.2289484278719727,0.06911451425528943,0.3475133838537666
36,middle,18,0,predictor,0.2195121943950653,18,1,corrector,0.23456789553165436,0.03332416090415791,0.0019389233582318463,0.06760845083044842,0.002134755319223425,0.0020110756158828735,0.004375380504984656,0.0014983218970883172,0.0011250459355280431,1.8329009654355575,0.1066449806622223,3.171851008829811,0.09691828628739918,10.23082883925832,21.119877149083077,5.843456277550491,4.387679808504127,6.0910259385745675,6.955905703021114,6.701339924044066,10.558722414072923
37,middle,18,1,corrector,0.23456789553165436,19,0,predictor,0.23456789553165436,0.00016250329296951804,6.107679857233088e-05,0.00014724100869045742,5.718550912872783e-05,1.3397308066487312e-05,5.409254249608474e-05,9.644640896477874e-06,1.8037628041992053e-05,0.008938032781288227,0.0033593560957440485,0.007138393716545461,0.0027721739981447506,0.0689582853965332,0.27842376727902834,0.037614105153748446,0.07034675994452638,0.03482707465170268,0.09599196691515301,0.038048339556539336,0.13948224158218991
38,middle,19,0,predictor,0.23456789553165436,19,1,corrector,0.2499999850988388,0.03306720229011262,0.0020051508292329443,0.06336018904403318,0.002213744203938024,0.0016048068646341562,0.0019894527155855193,0.0013311024305266983,0.0010030423922696957,1.818767685587487,0.11028763488794721,2.9785244204265315,0.10091180508866583,8.260221324206167,10.240060724394793,5.191300259870307,3.911865918230073,5.226866243393554,3.678243694685088,5.619372872316349,5.118491347480967
39,middle,19,1,corrector,0.2499999850988388,20,0,predictor,0.2499999850988388,0.00016017835513082446,5.951163732856046e-05,0.00014581510347966287,5.619380950302083e-05,8.385395631194115e-06,1.6144839710597646e-05,7.965011255994803e-06,1.259575350448209e-05,0.008810156168839525,0.0032732688402233485,0.007069271379571319,0.00272410736824966,0.04316109641049241,0.08310031081763282,0.03106354857060445,0.04912344605606869,0.025095102046157586,0.03496454177210395,0.025115183895031864,0.04204152588346186
40,middle,20,0,predictor,0.2499999850988388,20,1,corrector,0.26582276821136475,0.032951486493402626,0.002082083282099648,0.05961722179199569,0.002307058239902096,0.0016472600400447845,0.003960355585214063,0.0011846177649204037,0.0008644848002041037,1.8124030663517352,0.11451908628257519,2.8075486208902056,0.10554237451862672,8.293528975398832,17.827332384213783,4.620009978078788,3.371491227897266,4.997081134399369,5.696506629586654,5.55053879814452,8.914364128509423
41,middle,20,1,corrector,0.26582276821136475,21,0,predictor,0.26582276821136475,0.00015896596313780265,5.8286303064479075e-05,0.0001454282411401664,5.541902585314211e-05,2.0378734916448593e-05,0.00017269325963810225,7.5076390165795814e-06,1.739287302807576e-05,0.008743471985526188,0.003205872803993797,0.007050519137698184,0.002686556286998504,0.10489290918852585,0.8888823803321133,0.029279796568593454,0.06783221501204369,0.04307201938221507,0.27594281970203627,0.05597171416311201,0.4445483084082821
42,middle,21,0,predictor,0.26582276821136475,21,1,corrector,0.28205129504203796,0.032979631148919,0.002167613224767887,0.05633529165061191,0.0024074830705691085,0.001465603243559599,0.00252425557949387,0.0010783860944911794,0.0008074575949766856,1.8139510833120474,0.11922341822182901,2.6571326164187106,0.11048466424033355,7.543715964871913,12.992784505713706,4.205706401089994,3.149085094058541,4.587679756356056,4.498919011082639,5.100424290645312,6.499181326921813
43,middle,21,1,corrector,0.28205129504203796,22,0,predictor,0.28205129504203796,0.00015892401435735337,5.710961649561156e-05,0.00014588411796978562,5.4637028346287874e-05,1.7402926459908485e-05,0.00010964470534331359,6.8048999400383e-06,1.4850248112462621e-05,0.008741164711821518,0.003141152496277865,0.0070726212487116314,0.0026486510731890626,0.08957590312931432,0.5643604555303348,0.026539113757860205,0.057915976349664895,0.03766355356563701,0.1821475026541433,0.04832426218901298,0.2823796251081622
44,middle,22,0,predictor,0.28205129504203796,22,1,corrector,0.29870128631591797,0.03314798634528415,0.0022609783758381482,0.053465775839868,0.0025129022707630127,0.025630897842347622,0.014967492620054609,0.01811100600161808,0.014375220582704233,1.823210983444005,0.12435870357910761,2.525232408189364,0.11564327039304827,126.75626701756403,62.96675535216999,69.82069837520777,53.334466918912256,59.98318258110728,28.012308399495367,64.6407497128767,31.484224810705044
45,middle,22,1,corrector,0.29870128631591797,23,0,predictor,0.29870128631591797,0.0004714639149483446,0.00012225915824609924,0.00047355744533206234,0.000138933021060296,1.740199513733387e-05,5.275586642863314e-05,1.3694326461921591e-05,1.9575442086223797e-05,0.025931535601516897,0.0067245182805084226,0.022954588910777646,0.0067328141126433315,0.08957110944930204,0.2715436620157468,0.053407881234498626,0.07634423561910207,0.052075532769451253,0.09508511213826777,0.05626284918003985,0.1356814867899302
46,middle,23,0,predictor,0.29870128631591797,23,1,corrector,0.31578946113586426,0.033415434205380734,0.002395668735493656,0.05102856902522035,0.00261923325236419,0.0022488702088594437,0.0022816959831671456,0.002163546040435449,0.0018551001783877288,1.8379211945243243,0.1317669648390825,2.4129188609019057,0.12082328316378686,11.57532788771284,11.744287883395481,8.437830826820537,7.2348917839020555,6.969115158720776,4.699648815004087,6.994123374307373,5.87217312654133
47,middle,23,1,corrector,0.31578946113586426,24,0,predictor,0.31578946113586426,0.0002240670762745367,8.448153675047079e-05,0.0002146595753913516,8.72653354875923e-05,1.3156561180949211e-05,6.75710957367512e-05,9.037345778839523e-06,2.9463301741484228e-05,0.012324174091197543,0.004646667344956224,0.010406494593265642,0.004230055597219959,0.06771911911336094,0.3478002357822224,0.03524565383872344,0.11490689407477307,0.035052029722931574,0.12018974644958656,0.0390628068533133,0.17386468713343162
48,middle,24,0,predictor,0.31578946113586426,24,1,corrector,0.3333333432674408,0.033847485050500836,0.0024967887499729707,0.04895268542168196,0.0027309741778628687,0.0009499075822532177,0.0011644165457943736,0.0008016786005669019,0.0005977712009277873,1.8616849259927761,0.13732878446590072,2.3170475514252176,0.12623520273703445,4.889340293756711,5.99345540811968,3.1265470124704633,2.3313080342671384,3.331585212438239,2.1127722660505306,3.6031939225909646,2.9988996247852233
49,middle,24,1,corrector,0.3333333432674408,25,0,predictor,0.3333333432674408,0.00016397515449284583,5.82648156098735e-05,0.0001541617237421633,5.743548168139274e-05,1.023593358695507e-05,5.732158576045702e-05,7.003857319720641e-06,3.3115362552973846e-05,0.00901898835027776,0.0032046909474902057,0.007473894185404608,0.002784312140867821,0.052686138594876517,0.2950442171393501,0.027315047655328464,0.12914993338185815,0.026989913549223338,0.1220351359949005,0.03008001639014056,0.1474018099209317
50,middle,25,0,predictor,0.3333333432674408,25,1,corrector,0.35135138034820557,0.034412518099998124,0.002591973596264908,0.04723311716224998,0.00284553126791188,0.0008240980096161366,0.0010872201418086003,0.0007404673493738301,0.0005256485886693573,1.8927629664843328,0.14256415699831337,2.2374850603568754,0.13175532728177877,4.241776441938947,5.59611202904541,2.887823096911354,2.0500298041525977,3.0338738857978407,1.981155080433415,3.239630751147912,2.7972268961542905
51,middle,25,1,corrector,0.35135138034820557,26,0,predictor,0.35135138034820557,0.00016797852843808414,5.9682258063354454e-05,0.00015881621405355872,5.913925004929371e-05,2.1650921553373337e-05,0.00024408710858696622,4.9573128953206425e-06,1.0421017413459544e-05,0.009239182580834105,0.003282653349871669,0.0076995276003688174,0.0028668970850211327,0.11144107608528915,1.2563589948087088,0.019333523199678584,0.04064197402539447,0.04231219082563785,0.3788342780108938,0.059570301842828965,0.6280117157144148
52,middle,26,0,predictor,0.35135138034820557,26,1,corrector,0.36986303329467773,0.035109910313622095,0.00267987371534359,0.04586480627767742,0.0029554810423277596,0.0008930598851293325,0.002828436419130453,0.000689022207097878,0.000486164533584313,1.9311210474369167,0.14739885376936138,2.174078531479699,0.1370349457927278,4.596735264227642,14.558456433814435,2.687187011857749,1.8960419661598302,3.054808095417497,4.617881238467053,3.38540689785367,7.286411214274913
53,middle,26,1,corrector,0.36986303329467773,27,0,predictor,0.36986303329467773,0.00017155410944269534,6.0649349404316056e-05,0.00016261263758110545,6.0225925967381554e-05,2.004276029765606e-05,0.00025825073977218493,5.298937462427933e-06,2.0168024617307054e-05,0.009435847273883502,0.0033358454664747226,0.007883564943072139,0.0029195689418899263,0.10316358912409877,1.3292616791893659,0.020665859211791805,0.0786553078379319,0.040302260477996024,0.4213066268749275,0.05552357703358546,0.6646180593494586
54,middle,27,0,predictor,0.36986303329467773,27,1,corrector,0.3888888657093048,0.03593472338980064,0.002757181568651702,0.04484222141036298,0.003056328337336623,0.000693941256031394,0.0011038529309109503,0.0006424584416038215,0.0004120397802931145,1.9764875515772473,0.15165095300065842,2.1266355832077513,0.1418603423030979,3.5718368902439024,5.681723900636934,2.505588299116922,1.6069553848430496,2.6738817900913476,1.8889388578763469,2.849236236725827,2.8494792027066795
55,middle,27,1,corrector,0.3888888657093048,28,0,predictor,0.3888888657093048,0.0001758922177543809,6.208700774097667e-05,0.00016715193538630047,6.173636702127116e-05,3.8405414670705795e-06,6.693817881326706e-06,3.6624020263720247e-06,4.473446254479321e-06,0.00967445261898194,0.003414919786179587,0.008103612611485733,0.0029927793904215433,0.01977033479061206,0.03445285355133431,0.01428337005119253,0.01744644301656435,0.013457556497135668,0.013649623709831353,0.013936973701048894,0.017369989905682566
56,middle,28,0,predictor,0.3888888657093048,28,1,corrector,0.40845075249671936,0.03687645676836837,0.0028221670259397876,0.044135422896943055,0.0031370431112885022,0.0006168577820062637,0.0005763174968547919,0.0006121129054292851,0.0004017045604110386,2.0282849253723163,0.15522529378436717,2.0938146032624494,0.14571703408121292,3.1750747814081914,2.9664068505329544,2.387240690235732,1.5666480212403797,2.506220482798157,1.139385729149435,2.6344446923353204,1.4891564365356333
57,middle,28,1,corrector,0.40845075249671936,29,0,predictor,0.40845075249671936,0.00018141005888594464,6.41035495199955e-05,0.0001728950965258491,6.376010305258263e-05,3.981404006481171e-06,9.963540447694143e-06,3.639919881698317e-06,5.707295727240556e-06,0.009977945822194186,0.0035258339479565326,0.008382016998613299,0.0030908677609529293,0.020492982052462035,0.051284083514557856,0.014195689673777188,0.02225845668410138,0.013759408317317087,0.019869335430130308,0.014437499525537667,0.02579395096043103
58,middle,29,0,predictor,0.40845075249671936,29,1,corrector,0.4285714626312256,0.0379402959079016,0.0028771980574045218,0.04373108384606894,0.003192886116516811,0.000591641990467906,0.0005865687746081871,0.0005858864314376433,0.0003940175024049037,2.0867983802654986,0.15825211960575009,2.0750271497604977,0.14838061393940075,3.045284696655929,3.019171968233432,2.284957426284047,1.5366684905072743,2.429083496786192,1.1654654764097416,2.5601559232082134,1.5139056080141131
59,middle,29,1,corrector,0.4285714626312256,30,0,predictor,0.4285714626312256,0.00018793119021154325,6.643748904700688e-05,0.0001796342992577138,6.605481166128735e-05,3.4885015338659286e-06,1.1141935254802511e-05,3.3765814408670547e-06,5.314372336726244e-06,0.01033662215726525,0.0036542056727429653,0.008708703273312874,0.003202087010442268,0.017955926905967173,0.057349487475943185,0.013168669600062615,0.020726055230609216,0.012820860261134086,0.02093343625016337,0.013332315089640025,0.02890371630413213
