method,target_rr,split,stage,call_kind,call_kind_name,refresh_count,opportunities,density,refresh_share
pma_stageaware_oracle,0.3,calibration,middle,0,predictor,2.0,1280.0,0.0015625,0.0010520778537611783
pma_stageaware_oracle,0.3,calibration,middle,1,corrector,572.0,1280.0,0.446875,0.300894266175697
pma_stageaware_oracle,0.3,calibration,late,0,predictor,69.0,960.0,0.071875,0.036296685954760655
pma_stageaware_oracle,0.3,calibration,late,1,corrector,298.0,896.0,0.3325892857142857,0.15675960021041557
pma_stageaware_oracle,0.3,test,early,0,predictor,576.0,2880.0,0.2,0.09927611168562564
pma_stageaware_oracle,0.3,test,early,1,corrector,2304.0,2880.0,0.8,0.39710444674250256
pma_stageaware_oracle,0.3,test,middle,0,predictor,11.0,3840.0,0.002864583333333333,0.0018958979662185454
pma_stageaware_oracle,0.3,test,middle,1,corrector,1815.0,3840.0,0.47265625,0.31282316442605995
pma_stageaware_oracle,0.3,test,late,0,predictor,206.0,2880.0,0.07152777777777777,0.035504998276456395
pma_stageaware_oracle,0.3,test,late,1,corrector,890.0,2688.0,0.33110119047619047,0.15339538090313684
pma_stageaware_oracle,0.3,all,early,0,predictor,768.0,3840.0,0.2,0.09970141503310398
pma_stageaware_oracle,0.3,all,early,1,corrector,3072.0,3840.0,0.8,0.3988056601324159
pma_stageaware_oracle,0.3,all,middle,0,predictor,13.0,5120.0,0.0025390625,0.0016876541607166039
pma_stageaware_oracle,0.3,all,middle,1,corrector,2387.0,5120.0,0.4662109375,0.30987926781773334
pma_stageaware_oracle,0.3,all,late,0,predictor,275.0,3840.0,0.07161458333333333,0.03570037647669739
pma_stageaware_oracle,0.3,all,late,1,corrector,1188.0,3584.0,0.3314732142857143,0.15422562637933274
pma_stageaware_oracle,0.4,calibration,early,0,predictor,192.0,960.0,0.2,0.07576953433307025
pma_stageaware_oracle,0.4,calibration,early,1,corrector,960.0,960.0,1.0,0.3788476716653512
pma_stageaware_oracle,0.4,calibration,middle,0,predictor,2.0,1280.0,0.0015625,0.0007892659826361484
pma_stageaware_oracle,0.4,calibration,middle,1,corrector,834.0,1280.0,0.6515625,0.3291239147592739
pma_stageaware_oracle,0.4,calibration,late,0,predictor,74.0,960.0,0.07708333333333334,0.02920284135753749
pma_stageaware_oracle,0.4,calibration,late,1,corrector,472.0,896.0,0.5267857142857143,0.186266771902131
pma_stageaware_oracle,0.4,test,early,0,predictor,576.0,2880.0,0.2,0.07492195629552549
pma_stageaware_oracle,0.4,test,early,1,corrector,2880.0,2880.0,1.0,0.37460978147762747
pma_stageaware_oracle,0.4,test,middle,0,predictor,9.0,3840.0,0.00234375,0.0011706555671175858
pma_stageaware_oracle,0.4,test,middle,1,corrector,2568.0,3840.0,0.66875,0.3340270551508845
pma_stageaware_oracle,0.4,test,late,0,predictor,214.0,2880.0,0.07430555555555556,0.027835587929240374
pma_stageaware_oracle,0.4,test,late,1,corrector,1441.0,2688.0,0.5360863095238095,0.18743496357960457
pma_stageaware_oracle,0.4,all,early,0,predictor,768.0,3840.0,0.2,0.0751320680884367
pma_stageaware_oracle,0.4,all,early,1,corrector,3840.0,3840.0,1.0,0.37566034044218355
pma_stageaware_oracle,0.4,all,middle,0,predictor,11.0,5120.0,0.0021484375,0.001076110350225005
pma_stageaware_oracle,0.4,all,middle,1,corrector,3402.0,5120.0,0.664453125,0.33281158286049695
