sample_index,window_id,start_call,end_call,window_len,available_single_count,single_sum_lpips,window_lpips,ratio_lpips,single_sum_dino,window_dino,ratio_dino
0,16,3,6,4,4,0.1519061466678977,0.25370752811431885,1.670159614853417,0.31577789783477783,0.1757243275642395,0.5564807518332868
0,17,8,9,2,2,0.0025070381816476583,0.0032476570922881365,1.2954107208875987,0.004184365272521973,0.007856547832489014,1.8775915927238953
0,18,8,11,4,4,0.009985594129830133,0.023012835532426834,2.3046012272487624,0.014417946338653564,0.03550750017166138,2.4627276805151763
0,19,10,11,2,2,0.007478555948182475,0.008517876267433167,1.1389718732778276,0.010233581066131592,0.011372923851013184,1.1113326473101168
0,20,10,13,4,4,0.017252762154384982,0.08749889582395554,5.071584730904634,0.025982201099395752,0.23255807161331177,8.950665157928771
0,21,12,13,2,2,0.009774206206202507,0.01680750958621502,1.7195762024937955,0.01574862003326416,0.03520447015762329,2.235398893952339
0,22,12,15,4,4,0.014215323608368635,0.09585206210613251,6.742864061220761,0.021375596523284912,0.23273104429244995,10.88769312996714
0,23,14,15,2,2,0.004441117402166128,0.01039982121437788,2.3417074703385996,0.005626976490020752,0.01894986629486084,3.3676758116387364
0,24,14,17,4,4,0.005342791526345536,0.06797637045383453,12.722982524924562,0.006733715534210205,0.17795145511627197,26.426894623518955
0,25,16,17,2,2,0.000901674124179408,0.0019887476228177547,2.2055923682006116,0.0011067390441894531,0.0023995637893676758,2.168119143147793
0,26,16,19,4,4,0.0014145971399557311,0.07418017834424973,52.43871337067557,0.0018236637115478516,0.1418437957763672,77.77915253051304
0,27,16,23,8,8,0.0022639034693838767,0.13817952573299408,61.03569222131074,0.003078281879425049,0.2037210464477539,66.17989925172532
0,28,16,27,12,12,0.0030901683142019465,0.15483435988426208,50.10531566177559,0.004393577575683594,0.21431702375411987,48.779504234822156
0,29,16,31,16,16,0.0037848707149805705,0.16960516571998596,44.81123144745042,0.005531370639801025,0.22282391786575317,40.28359868464388
0,30,20,21,2,2,0.0004530801306827925,0.0006237923516891897,1.3767511350316863,0.0006541609764099121,0.0008904337882995605,1.3611637024715737
0,31,20,23,4,4,0.0008493063294281455,0.06930284202098846,81.59838639585661,0.0012546181678771973,0.1045234203338623,83.31027710840702
0,32,20,27,8,8,0.0016755711742462154,0.0840802937746048,50.17977945021347,0.002569913864135742,0.11429941654205322,44.475798733629716
0,33,24,25,2,2,0.0003942975904465129,0.0005997820990160108,1.5211020876793648,0.000621497631072998,0.00095367431640625,1.5344531084192559
0,34,24,27,4,4,0.0008262648448180698,0.06891253590583801,83.401469060832,0.001315295696258545,0.10708904266357422,81.41760730467034
0,35,24,31,8,8,0.0015209672455966938,0.0807497575879097,53.09070718952854,0.0024530887603759766,0.11415362358093262,46.5344589564901
0,36,32,33,2,2,0.0001875484304036945,0.0003111485275439918,1.6589418394805613,0.00031071901321411133,0.0005203485488891602,1.6746056105504643
0,37,32,35,4,4,0.0003036990256077843,0.06665991991758347,219.48613408568693,0.0005074143409729004,0.1066056489944458,210.09171296364593
0,38,32,39,8,8,0.00040982287976021325,0.07890631258487701,192.53289933946698,0.0006927847862243652,0.11720085144042969,169.17109333220873
0,39,32,43,12,12,0.00046159816020008293,0.09049256891012192,196.03762825791063,0.0007732510566711426,0.13106423616409302,169.49545697842228
0,40,40,41,2,2,2.755177479230042e-05,4.1696184780448675e-05,1.5128265539741947,4.482269287109375e-05,6.908178329467773e-05,1.5408796320423301
0,41,40,43,4,4,5.1775280439869675e-05,0.0004938464844599366,9.536425800249647,8.046627044677734e-05,0.0007879734039306641,9.791375762769562
0,42,40,47,8,8,0.00013369648854677507,0.06870292872190475,513.8339168773409,0.00016486644744873047,0.10786473751068115,654.2155606805059
0,43,40,55,16,16,0.00016736135538053531,0.08614350855350494,514.6848954986901,0.00018996000289916992,0.12107443809509277,637.3345067502855
0,44,50,51,2,2,8.784486212221054e-06,1.2127118679927662e-05,1.3789456697396936,6.4373016357421875e-06,1.0371208190917969e-05,1.6086122190130905
0,45,50,53,4,4,1.636526324944043e-05,0.00014173687668517232,8.655547976611349,1.1026859283447266e-05,0.00010913610458374023,9.888329802973853
0,46,50,57,8,8,2.8821381540922175e-05,0.0015196908498182893,52.70960906473723,1.811981201171875e-05,0.0010324716567993164,56.94883411543083
0,47,50,61,12,12,3.8302986407501294e-05,0.00541736651211977,141.397657037226,2.372264862060547e-05,0.00337374210357666,142.1561561673932
0,48,60,61,2,2,4.511811315666137e-06,5.9464578043844085e-06,1.315061020742392,2.682209014892578e-06,3.4570693969726562e-06,1.284101411832839
0,49,60,63,4,4,9.012870332725242e-06,7.41810945328325e-05,8.22145191024008,5.4836273193359375e-06,4.45246696472168e-05,8.104785246444216
0,50,60,67,8,8,1.913711631118531e-05,0.0008739487966522574,45.643886131391824,1.138448715209961e-05,0.0005328655242919922,46.76520471514188
0,51,70,71,2,2,6.067093064388018e-06,7.95115738583263e-06,1.308381705132458,3.159046173095703e-06,4.470348358154297e-06,1.4106289760326869
0,52,70,73,4,4,1.2685920786736915e-05,0.00010324065806344151,8.131797590553198,6.377696990966797e-06,5.4895877838134766e-05,8.594001549504638
0,53,70,77,8,8,2.9250654392853903e-05,0.0013115548063069582,44.823153600668235,1.3232231140136719e-05,0.0006192922592163086,46.76645896470244
0,54,70,81,12,12,5.295842738917145e-05,0.005618995055556297,106.08196868433008,2.1576881408691406e-05,0.002370119094848633,109.79441865532114
0,55,80,81,2,2,1.2850671197384145e-05,1.743359098327346e-05,1.3555739599982501,4.5299530029296875e-06,6.318092346191406e-06,1.39166470272143
0,56,80,83,4,4,2.8897420179418987e-05,0.000227614858886227,7.873925015566777,1.0013580322265625e-05,7.838010787963867e-05,7.819571985224782
0,57,80,87,8,8,7.768283117570718e-05,0.0030452744103968143,39.19633722073709,2.7000904083251953e-05,0.0009580254554748535,35.46810030949223
0,58,88,89,2,2,3.821296070327662e-05,5.5446376791223884e-05,1.4506039242133015,1.5139579772949219e-05,2.2351741790771484e-05,1.4754034188250091
0,59,88,91,4,4,9.450321533677197e-05,0.0007094730390235782,7.506601447168687,3.993511199951172e-05,0.0002917647361755371,7.304141146959447
0,60,88,93,6,6,0.0001811299781593334,0.003275467548519373,18.082521494168578,7.897615432739258e-05,0.0013875961303710938,17.567586904150268
0,61,90,91,2,2,5.629025463349535e-05,8.407516725128517e-05,1.4933354706581623,2.47955322265625e-05,3.713369369506836e-05,1.4969924191065933
0,62,90,93,4,4,0.00014291701745605678,0.0010582489194348454,7.404120916188616,6.383657455444336e-05,0.00048357248306274414,7.573976935135203
0,63,90,95,6,6,0.0002818620446305431,0.004864383954554796,17.25741891477982,0.0001271963119506836,0.002178668975830078,17.127050870515944
0,64,92,93,2,2,8.662676282256143e-05,0.0001358552253805101,1.5681013573735638,3.904104232788086e-05,6.133317947387695e-05,1.5705900743675554
0,65,92,95,4,4,0.00022557178999704774,0.0016469466499984264,7.300884747922164,0.0001024007797241211,0.0007697939872741699,7.516728115417895
0,66,92,97,6,6,0.00041439919732511044,0.006425327621400356,15.504790103293937,0.00019669532775878906,0.0031017065048217773,15.768289248500993
0,67,94,95,2,2,0.0001389450271744863,0.00023198878625407815,1.6695242408377857,6.335973739624023e-05,0.00010466575622558594,1.6516678232565285
0,68,94,97,4,4,0.000327772434502549,0.0021940674632787704,6.693670045524383,0.0001576542854309082,0.0010591745376586914,6.717910367359917
0,69,96,97,2,2,0.0001888274073280627,0.0003237314522266388,1.7143396364483439,9.429454803466797e-05,0.00015473365783691406,1.640786802562601
1,0,1,1,1,1,0.0018484867177903652,0.0018484867177903652,0.9999945901986713,0.0008425712585449219,0.0008425712585449219,0.9999881317084867
1,1,2,2,1,1,2.027809932769742e-05,2.027809932769742e-05,0.9995071002049783,8.64267349243164e-06,8.64267349243164e-06,0.9988442878367308
1,2,3,3,1,1,0.0016544698737561703,0.0016544698737561703,0.9999939558043839,0.0008052587509155273,0.0008052587509155273,0.9999875817855981
1,3,5,5,1,1,0.0011330759152770042,0.0011330759152770042,0.9999911745439025,0.0006204843521118164,0.0006204843521118164,0.9999838838178526
1,4,7,7,1,1,0.0006512945401482284,0.0006512945401482284,0.9999846461994603,0.0003896951675415039,0.0003896951675415039,0.9999743395755744
1,5,8,8,1,1,2.198448964918498e-05,2.198448964918498e-05,0.9995453406667077,1.0013580322265625e-05,1.0013580322265625e-05,0.9990023524849911
1,6,16,16,1,1,1.1413685570005327e-06,1.1413685570005327e-06,0.991314683782879,7.748603820800781e-07,7.748603820800781e-07,0.9872588803966669
1,7,32,32,1,1,5.916634648883701e-08,5.916634648883701e-08,0.8554210174797373,0.0,0.0,0.0
1,8,64,64,1,1,5.21689784704904e-08,5.21689784704904e-08,0.8391480727844568,0.0,0.0,0.0
1,9,90,90,1,1,1.2064934935551719e-06,1.2064934935551719e-06,0.9917796518822513,2.384185791015625e-07,2.384185791015625e-07,0.9597453618961742
1,10,98,98,1,1,0.00019260431872680783,0.00019260431872680783,0.9999480827797949,4.857778549194336e-05,4.857778549194336e-05,0.9997941869566856
1,11,1,2,2,2,0.0018687648171180626,0.007001078687608242,3.7463468704083778,0.0008512139320373535,0.0018422603607177734,2.164248785050525
1,12,3,4,2,2,0.001693176083790604,0.006201936863362789,3.6628796579040284,0.0008215904235839844,0.0018901824951171875,2.3006104194443275
1,13,5,6,2,2,0.0011712289233400952,0.004142582416534424,3.536923452578542,0.0006368160247802734,0.001568138599395752,2.4624285729164614
1,14,7,8,2,2,0.0006732790297974134,0.0023801985662430525,3.535180971178504,0.00039970874786376953,0.0011156201362609863,2.7910127864235363
1,15,1,4,4,4,0.0035619409009086667,0.03815083205699921,10.710656356118438,0.0016728043556213379,0.005709290504455566,3.4129851201180954
1,16,3,6,4,4,0.0028644050071306992,0.027644246816635132,9.650922351620595,0.0014584064483642578,0.00506824254989624,3.475168259094115
1,17,8,9,2,2,0.00042274016050214414,0.0006806855672039092,1.6101367445854744,0.0002452731132507324,0.00039446353912353516,1.6081968868370815
1,18,8,11,4,4,0.0006425205629057018,0.004675752948969603,7.277090334543073,0.0003705024719238281,0.0016646981239318848,4.492961101385332
1,19,10,11,2,2,0.00021978040240355767,0.00037059522583149374,1.6861301575445637,0.0001252293586730957,0.0002162456512451172,1.726658883726556
1,20,10,13,4,4,0.0003293196632512263,0.0026647173799574375,8.09133727478621,0.00019288063049316406,0.0012063384056091309,6.254002086700022
1,21,12,13,2,2,0.00010953926084766863,0.00017103960271924734,1.5613031196721883,6.765127182006836e-05,0.0001049041748046875,1.5504316129862177
1,22,12,15,4,4,0.0001870973552513533,0.0014678608858957887,7.845019688958337,0.0001175999641418457,0.0007987618446350098,6.791617108833127
1,23,14,15,2,2,7.755809440368466e-05,0.00010578423098195344,1.36375956886893,4.9948692321777344e-05,6.872415542602539e-05,1.3756195815411294
1,24,14,17,4,4,0.00015059229792768747,0.0010654765646904707,7.07476963732695,9.298324584960938e-05,0.0005588531494140625,6.009610099187758
1,25,16,17,2,2,7.30342035240028e-05,0.00010040856432169676,1.3746274102188252,4.303455352783203e-05,5.996227264404297e-05,1.3930281006462795
1,26,16,19,4,4,0.0001388183877679694,0.0009907411877065897,7.136445244631548,7.748603820800781e-05,0.00045740604400634766,5.9023151967926415
1,27,16,23,8,8,0.00022477847312529775,0.007082142401486635,31.505807673416726,0.00012123584747314453,0.0025396347045898438,20.946158219170044
1,28,16,27,12,12,0.0002659833082816476,0.01837698370218277,69.08814293449916,0.00013881921768188477,0.0065116286277771,46.90387755910242
1,29,16,31,16,16,0.0002878825144634334,0.03302112966775894,114.69950765931816,0.0001456141471862793,0.012407004833221436,85.19881539529746
1,30,20,21,2,2,5.087734189146431e-05,7.911745342426002e-05,1.554757047302778,2.580881118774414e-05,3.904104232788086e-05,1.5121161870695712
1,31,20,23,4,4,8.596008535732835e-05,0.0006987643428146839,8.127994056424642,4.374980926513672e-05,0.00029736757278442383,6.795449472430299
1,32,20,27,8,8,0.00012716492051367823,0.004673384130001068,36.74768665963841,6.133317947387695e-05,0.0015849471092224121,25.837381153309202
1,33,24,25,2,2,2.4933467159371503e-05,3.845110768452287e-05,1.541530190604493,1.1444091796875e-05,1.7821788787841797e-05,1.5559320724759762
1,34,24,27,4,4,4.120483515634987e-05,0.0003586754319258034,8.702580771344978,1.7583370208740234e-05,0.00014972686767578125,8.510414201447215
1,35,24,31,8,8,6.310404133813563e-05,0.0027445864398032427,43.48614637270695,2.4378299713134766e-05,0.0009772777557373047,40.07158216162867
1,36,32,33,2,2,8.673238959033824e-06,1.1198763786524069e-05,1.2896989060600659,2.384185791015625e-06,3.039836883544922e-06,1.2696745987517573
1,37,32,35,4,4,1.6588022027974603e-05,0.0001386070071021095,8.350814745787103,4.291534423828125e-06,3.6716461181640625e-05,8.535666012168056
1,38,32,39,8,8,3.1315466600290165e-05,0.0015323386760428548,48.91670715061785,7.569789886474609e-06,0.00039076805114746094,51.553942391562614
1,39,32,43,12,12,4.550337447639663e-05,0.005858499091118574,128.72038512892092,1.055002212524414e-05,0.001484990119934082,140.62376975367843
1,40,40,41,2,2,7.079866261250345e-06,8.902555237000342e-06,1.2556732255525394,1.5497207641601562e-06,2.0265579223632812e-06,1.2993081639549098
1,41,40,43,4,4,1.4187907876106465e-05,0.00011637280113063753,8.19647529383398,2.9802322387695312e-06,2.5510787963867188e-05,8.53137346093385
1,42,40,47,8,8,6.740174433517154e-05,0.0022188376169651747,32.914704089736986,1.3530254364013672e-05,0.0004756450653076172,35.12822230073852
1,43,40,55,16,16,9.725732527243736e-05,0.026654664427042007,274.03513309721023,1.8775463104248047e-05,0.00616002082824707,327.9142384759242
1,44,50,51,2,2,7.416863290643505e-06,9.55344603426056e-06,1.2863365946558034,1.1920928955078125e-06,1.6689300537109375e-06,1.3883536455025085
1,45,50,53,4,4,1.474639998733096e-05,0.00012167959357611835,8.245886102341073,2.5033950805664062e-06,2.1278858184814453e-05,8.466181202208432
1,46,50,57,8,8,2.933254441117583e-05,0.001432456891052425,48.818427978823756,4.649162292480469e-06,0.0002492666244506836,53.500309455410225
1,47,50,61,12,12,4.390860705427713e-05,0.005675020627677441,129.21677184943331,6.854534149169922e-06,0.0009885430335998535,144.00730073130904
1,48,60,61,2,2,7.2906950094875356e-06,9.480305379838683e-06,1.2985483392360124,1.0728836059570312e-06,1.4901161193847656e-06,1.3760630516405596
1,49,60,63,4,4,1.4600856577118293e-05,0.00012019024870824069,8.226091884062958,2.205371856689453e-06,1.9550323486328125e-05,8.824849619396721
1,50,60,67,8,8,2.9182088749024615e-05,0.0014249704545363784,48.81358325494918,4.470348358154297e-06,0.00024247169494628906,54.11893798503127
1,51,70,71,2,2,7.298185721538175e-06,9.65998879109975e-06,1.3218039550678775,1.1324882507324219e-06,1.3709068298339844e-06,1.1999307904962078
1,52,70,73,4,4,1.4937311156870692e-05,0.00012337097723502666,8.253723759427986,2.086162567138672e-06,1.8715858459472656e-05,8.928629273740155
1,53,70,77,8,8,3.3088372745737615e-05,0.0015516402199864388,46.87965272208912,4.649162292480469e-06,0.0002390742301940918,51.31270713191067
1,54,70,81,12,12,5.9861667466520885e-05,0.006630966439843178,110.75299420299409,8.463859558105469e-06,0.00103759765625,122.44687903253137
1,55,80,81,2,2,1.4889044706478671e-05,2.0059491362189874e-05,1.3463609081907946,2.205371856689453e-06,2.86102294921875e-06,1.2914414077165932
1,56,80,83,4,4,3.360620119963187e-05,0.000265298702288419,7.891989362894588,5.066394805908203e-06,3.981590270996094e-05,7.8433424176584685
1,57,80,87,8,8,8.73658921847209e-05,0.0035740360617637634,40.90414383647051,1.424551010131836e-05,0.0005717873573303223,40.109919130669546
1,58,88,89,2,2,4.002418540949293e-05,5.931009945925325e-05,1.4814863560378477,7.331371307373047e-06,1.0967254638671875e-05,1.493897281514327
1,59,88,91,4,4,9.312362715263589e-05,0.0007465531816706061,8.01593586006359,1.722574234008789e-05,0.00014007091522216797,8.1267700838381
1,60,88,93,6,6,0.00016746395920108625,0.0034333686344325542,20.500910415034156,3.11732292175293e-05,0.0006200075149536133,19.882723198054265
1,61,90,91,2,2,5.309944174314296e-05,8.188850188162178e-05,1.5418821812826629,9.894371032714844e-06,1.5437602996826172e-05,1.5586656584082592
1,62,90,93,4,4,0.00012743977379159332,0.0010257248068228364,8.048070830632529,2.384185791015625e-05,0.00019073486328125,7.996645963584835
1,63,90,95,6,6,0.00024231714598954568,0.00477690389379859,19.712623917110268,4.9054622650146484e-05,0.0008559823036193848,17.446018279258674
1,64,92,93,2,2,7.434033204845036e-05,0.00011848069698316976,1.5935463059662178,1.3947486877441406e-05,2.2470951080322266e-05,1.6099568122568417
1,65,92,95,4,4,0.00018921770424640272,0.0014868270372971892,7.857343316711799,3.916025161743164e-05,0.0002808570861816406,7.170162931929008
1,66,92,97,6,6,0.0003817076949417242,0.005928170867264271,15.530249044832226,0.00012320280075073242,0.0012028813362121582,9.762632850507684
1,67,94,95,2,2,0.00011487737219795235,0.00019065100059378892,1.659460016765767,2.5212764739990234e-05,3.9577484130859375e-05,1.5691176022472269
1,68,94,97,4,4,0.0003073673628932738,0.001924519194290042,6.2610960552689265,0.00010925531387329102,0.0004845857620239258,4.434945957194369
1,69,96,97,2,2,0.00019248999069532147,0.00030581315513700247,1.5886398437339508,8.404254913330078e-05,0.00011479854583740234,1.3657949344920024
2,0,1,1,1,1,0.007522427476942539,0.007522427476942539,0.9999986706436537,0.0025670528411865234,0.0025670528411865234,0.9999961044973892
2,1,2,2,1,1,0.0002191650273744017,0.0002191650273744017,0.999954374364088,6.35385513305664e-05,6.35385513305664e-05,0.9998426400005883
2,2,3,3,1,1,0.010409470647573471,0.010409470647573471,0.9999990393372793,0.0046225786209106445,0.0046225786209106445,0.9999978367099432
2,3,5,5,1,1,0.010699855163693428,0.010699855163693428,0.9999990654087835,0.004390835762023926,0.004390835762023926,0.9999977225344405
2,4,7,7,1,1,0.007669951766729355,0.007669951766729355,0.9999986962125361,0.0026076436042785645,0.0026076436042785645,0.9999961651348233
2,5,8,8,1,1,0.00035943149123340845,0.00035943149123340845,0.9999721790604482,0.00013327598571777344,0.00013327598571777344,0.9999249733575053
2,6,16,16,1,1,1.4457065844908357e-05,1.4457065844908357e-05,0.9993087748333213,7.510185241699219e-06,7.510185241699219e-06,0.9986702455220717
2,7,32,32,1,1,1.268057303605019e-07,1.268057303605019e-07,0.9269036466992382,1.1920928955078125e-07,1.1920928955078125e-07,0.922606183852827
2,8,64,64,1,1,2.8208676283725254e-08,2.8208676283725254e-08,0.7382793393379232,5.960464477539063e-08,5.960464477539063e-08,0.8563314268427157
2,9,90,90,1,1,1.119441662922327e-06,1.119441662922327e-06,0.9911460677179857,7.152557373046875e-07,7.152557373046875e-07,0.9862117602307241
2,10,98,98,1,1,0.0002111401699949056,0.0002111401699949056,0.9999526403412309,4.124641418457031e-05,4.124641418457031e-05,0.9997576134475656
2,11,1,2,2,2,0.007741592504316941,0.023650266230106354,3.0549574480113493,0.00263059139251709,0.008821964263916016,3.35359218200471
2,12,3,4,2,2,0.011131680919788778,0.021229209378361702,1.9070965526560382,0.004884958267211914,0.007813334465026855,1.599464732958501
2,13,5,6,2,2,0.011849006987176836,0.01727820374071598,1.4581972293072651,0.004789173603057861,0.007321357727050781,1.5287277193499418
2,14,7,8,2,2,0.008029383257962763,0.013715926557779312,1.708214570780576,0.002740919589996338,0.005871474742889404,2.142147235127353
2,15,1,4,4,4,0.01887327342410572,0.11089301109313965,5.875660774081451,0.007515549659729004,0.0308111310005188,4.09964558802129
2,16,3,6,4,4,0.022980687906965613,0.05799289792776108,2.5235481603969485,0.009674131870269775,0.019199252128601074,1.9845948494515597
2,17,8,9,2,2,0.0012215616879984736,0.003484649583697319,2.852595240977518,0.0004216432571411133,0.0011609792709350586,2.7533980854475355
2,18,8,11,4,4,0.0013301985891303048,0.01136870589107275,8.54655877579745,0.00046265125274658203,0.003998875617980957,8.643204059647719
2,19,10,11,2,2,0.00010863690113183111,0.00016947585390880704,1.55987747596378,4.100799560546875e-05,5.626678466796875e-05,1.3717585132430739
2,20,10,13,4,4,0.00015480242484500195,0.0013544205576181412,8.748784595126558,5.4895877838134766e-05,0.00039315223693847656,7.160476299049598
2,21,12,13,2,2,4.616552371317084e-05,6.90685337758623e-05,1.4957823587426164,1.3887882232666016e-05,2.0205974578857422e-05,1.4538887465433166
2,22,12,15,4,4,0.0002546797890090602,0.0007019672775641084,2.756165766579425,0.00011831521987915039,0.00024247169494628906,2.0491970789822638
2,23,14,15,2,2,0.00020851426529588934,0.0002736726892180741,1.3124261046058174,0.00010442733764648438,0.00013267993927001953,1.270426288719989
2,24,14,17,4,4,0.0009369002248149627,0.0034134630113840103,3.643319200682392,0.00042635202407836914,0.0015015602111816406,3.5217963289001566
2,25,16,17,2,2,0.0007283859595190734,0.0010710955830290914,1.4704853439004342,0.00032192468643188477,0.00045245885848999023,1.4054368092632414
2,26,16,19,4,4,0.0010444792969792616,0.006822098977863789,6.53151640480548,0.0004862546920776367,0.002726614475250244,5.6072639442530505
2,27,16,23,8,8,0.0010821314890563372,0.014316692017018795,13.229963144194222,0.0005112290382385254,0.007328033447265625,14.333869088938064
2,28,16,27,12,12,0.0011122238658884953,0.019905496388673782,17.896862340882333,0.0005257725715637207,0.012095808982849121,23.00534410426574
2,29,16,31,16,16,0.0011301839898862909,0.02675378881394863,23.67185549857714,0.0005336403846740723,0.018032312393188477,33.790498257022215
2,30,20,21,2,2,2.4975266569526866e-05,5.868826701771468e-05,2.348914983732592,1.8537044525146484e-05,4.029273986816406e-05,2.1724614837439082
2,31,20,23,4,4,3.76521920770756e-05,0.00032871688017621636,8.728033660480992,2.4974346160888672e-05,0.00024706125259399414,9.888641912140653
2,32,20,27,8,8,6.774456890923375e-05,0.0016190235037356615,23.89541443182317,3.9517879486083984e-05,0.0012971162796020508,32.81522551845231
2,33,24,25,2,2,1.60906934780769e-05,2.1708667190978304e-05,1.348306345968101,7.867813110351562e-06,1.0967254638671875e-05,1.39216994425277
2,34,24,27,4,4,3.0092376832158152e-05,0.00022693794744554907,7.538871389155985,1.4543533325195312e-05,0.00011807680130004883,8.113273846402121
2,35,24,31,8,8,4.8052500829953715e-05,0.0016761498991400003,34.87437961395848,2.2411346435546875e-05,0.0009322166442871094,41.57719283125522
2,36,32,33,2,2,4.768992653225723e-06,7.243323580041761e-06,1.515659074125729,1.9669532775878906e-06,2.9802322387695312e-06,1.5074874416889386
2,37,32,35,4,4,7.714001114322855e-06,6.707564170937985e-05,8.684053862317473,3.2186508178710938e-06,2.6345252990722656e-05,8.15983346508006
2,38,32,39,8,8,1.6155030348130595e-05,0.0005292905261740088,32.742934270780296,6.854534149169922e-06,0.0002288818359375,33.34266112802091
2,39,32,43,12,12,3.5162707956004624e-05,0.002076015342026949,59.02347196649484,1.4066696166992188e-05,0.0010845661163330078,77.04692233651801
2,40,40,41,2,2,8.411178370693051e-06,1.06844563561026e-05,1.268760247768423,3.337860107421875e-06,4.0531158447265625e-06,1.2106586639451289
2,41,40,43,4,4,1.900767760787403e-05,0.00013898051111027598,7.30796440953089,7.212162017822266e-06,5.257129669189453e-05,7.279163297938117
2,42,40,47,8,8,7.447312130892669e-05,0.0022570090368390083,30.302288588012075,1.8775463104248047e-05,0.00060272216796875,32.08449877567583
2,43,40,55,16,16,0.00012223470761796307,0.023791931569576263,194.6254527756766,3.6597251892089844e-05,0.00576096773147583,157.3723083190702
2,44,50,51,2,2,1.42322222131952e-05,2.033062992268242e-05,1.4274900095187675,5.125999450683594e-06,7.271766662597656e-06,1.4158425701602821
2,45,50,53,4,4,2.380122528222728e-05,0.00021194595319684595,8.901093945595592,9.059906005859375e-06,7.653236389160156e-05,8.438054798159962
2,46,50,57,8,8,3.8127646433849804e-05,0.0017823361558839679,46.73429858802249,1.519918441772461e-05,0.0006498098373413086,42.7248312265862
2,47,50,61,12,12,4.929852748247754e-05,0.005298333708196878,107.45268574649108,1.895427703857422e-05,0.0018672347068786621,98.46063222344938
2,48,60,61,2,2,5.1130882390282295e-06,6.857076186861377e-06,1.338465368334561,1.5497207641601562e-06,2.205371856689453e-06,1.4139530019509312
2,49,60,63,4,4,9.426285860314465e-06,7.912359433248639e-05,8.385035754930975,2.7418136596679688e-06,2.4318695068359375e-05,8.837333510181661
2,50,60,67,8,8,1.7679559045191695e-05,0.0008053522324189544,45.526981784085905,5.0067901611328125e-06,0.00022464990615844727,44.779609858691074
2,51,70,71,2,2,5.678778620676894e-06,7.2262532739841845e-06,1.2702644549603426,1.5497207641601562e-06,2.0265579223632812e-06,1.2993081639549098
2,52,70,73,4,4,1.2458730985542843e-05,9.702506940811872e-05,7.781471067153239,3.5762786865234375e-06,3.075599670410156e-05,8.576019710815233
2,53,70,77,8,8,3.0400289642074085e-05,0.001261436496861279,41.480581464637595,9.953975677490234e-06,0.00034415721893310547,34.54015044522802
2,54,70,81,12,12,5.656140013954314e-05,0.005385431461036205,95.19706862040019,2.0802021026611328e-05,0.0015988349914550781,76.82266846697516
2,55,80,81,2,2,1.432066494544415e-05,1.954193794517778e-05,1.3636448845585731,6.198883056640625e-06,8.463859558105469e-06,1.3631855328718205
2,56,80,83,4,4,3.1751406623925504e-05,0.0002484502037987113,7.822392967053184,1.4424324035644531e-05,0.0001087188720703125,7.53196836941162
2,57,80,87,8,8,8.277158883629454e-05,0.003133335616439581,37.850633945138895,4.124641418457031e-05,0.0012301206588745117,29.81647055828159
