index,class_id,seed,psnr_db,ssim,lpips
0,0,0,34.844764709472656,0.9700455069541931,0.08686479926109314
1,1,1,34.91716766357422,0.9728302359580994,0.05216770991683006
2,2,2,37.73822021484375,0.9798909425735474,0.03791697323322296
3,3,3,44.666099548339844,0.9942492246627808,0.020122937858104706
4,4,4,39.46936798095703,0.9857994914054871,0.03843596205115318
5,5,5,33.79343795776367,0.963301420211792,0.05043606832623482
6,6,6,34.477230072021484,0.9700374007225037,0.04888469725847244
7,7,7,35.01937484741211,0.9785434007644653,0.026388604193925858
8,8,8,31.91457748413086,0.9719926714897156,0.023068133741617203
9,9,9,39.9071044921875,0.9893490672111511,0.02106621488928795
10,10,10,37.10114288330078,0.9920095205307007,0.009499659761786461
11,11,11,29.615718841552734,0.9252249002456665,0.17512983083724976
12,12,12,39.79859924316406,0.9935161471366882,0.015899520367383957
13,13,13,29.009567260742188,0.9258878231048584,0.13986675441265106
14,14,14,40.36085510253906,0.996800422668457,0.0056890808045864105
15,15,15,30.918434143066406,0.9462112784385681,0.07327820360660553
16,16,16,34.67249298095703,0.9875569343566895,0.02110772579908371
17,17,17,35.1538200378418,0.97699373960495,0.05378786846995354
18,18,18,40.97319793701172,0.9967964887619019,0.00227908743545413
19,19,19,34.04389953613281,0.9661198854446411,0.053191035985946655
20,20,20,34.595340728759766,0.9791123270988464,0.034986235201358795
21,21,21,40.71920394897461,0.997811496257782,0.008052368648350239
22,22,22,33.12386703491211,0.9427654147148132,0.05844014883041382
23,23,23,36.026824951171875,0.9694053530693054,0.038974858820438385
24,24,24,33.60197448730469,0.9770184755325317,0.026813816279172897
25,25,25,32.99747848510742,0.9753098487854004,0.06447942554950714
26,26,26,33.86578369140625,0.9667000770568848,0.047890741378068924
27,27,27,42.110633850097656,0.9892414808273315,0.02575967088341713
28,28,28,36.699214935302734,0.9884285926818848,0.02961130440235138
29,29,29,40.97297286987305,0.9906785488128662,0.020888714119791985
30,30,30,33.21682357788086,0.9734034538269043,0.034080471843481064
31,31,31,35.848304748535156,0.9851913452148438,0.017262885347008705
32,32,32,33.95195770263672,0.9657558798789978,0.04818981885910034
33,33,33,29.534866333007812,0.9270843267440796,0.15755721926689148
34,34,34,33.393306732177734,0.967513918876648,0.03689754009246826
35,35,35,32.795013427734375,0.9775829315185547,0.047578491270542145
36,36,36,37.29241180419922,0.9861325621604919,0.03336990624666214
37,37,37,35.8359375,0.9669027328491211,0.05190495029091835
38,38,38,34.67304611206055,0.9733533263206482,0.04458371922373772
39,39,39,28.003503799438477,0.9264283180236816,0.16287623345851898
40,40,40,33.84148406982422,0.9720412492752075,0.05437222868204117
41,41,41,34.9973030090332,0.9773575663566589,0.03836694359779358
42,42,42,35.381935119628906,0.9767475128173828,0.02537478506565094
43,43,43,37.06072235107422,0.9809885025024414,0.027305684983730316
44,44,44,35.21294021606445,0.9754044413566589,0.030238807201385498
45,45,45,33.10347366333008,0.9638179540634155,0.03923213854432106
46,46,46,35.06012725830078,0.9756481647491455,0.041914328932762146
47,47,47,34.566593170166016,0.9690312743186951,0.061993781477212906
48,48,48,33.317073822021484,0.9750809073448181,0.047793567180633545
49,49,49,33.492828369140625,0.9752812385559082,0.029180370271205902
50,50,50,33.64303207397461,0.9710442423820496,0.04513666406273842
51,51,51,33.8404655456543,0.9704022407531738,0.047222163528203964
52,52,52,37.7849006652832,0.9748721122741699,0.05963361635804176
53,53,53,36.63922119140625,0.9838401675224304,0.025130609050393105
54,54,54,37.055564880371094,0.9866588115692139,0.02019176073372364
55,55,55,36.209197998046875,0.9663753509521484,0.043291784822940826
56,56,56,31.80484962463379,0.9624142646789551,0.04804300516843796
57,57,57,34.936279296875,0.9765278100967407,0.03428809344768524
58,58,58,36.23759841918945,0.9752962589263916,0.04501297324895859
59,59,59,36.79153060913086,0.9738556146621704,0.07089892029762268
60,60,60,33.44573974609375,0.9760445356369019,0.03699515014886856
61,61,61,32.90972900390625,0.9743420481681824,0.03532753884792328
62,62,62,33.583892822265625,0.9770526885986328,0.034842152148485184
63,63,63,33.39606475830078,0.9523403644561768,0.060383982956409454
