index,class_id,seed,psnr_db,ssim,lpips
64,64,64,47.00386428833008,0.9992561340332031,0.0020759946200996637
65,65,65,46.519813537597656,0.9994737505912781,0.0011572758667171001
66,66,66,48.76835632324219,0.9991577863693237,0.001379646360874176
67,67,67,42.28151321411133,0.9975196719169617,0.004372498951852322
68,68,68,44.97444152832031,0.9988553524017334,0.0026048021391034126
69,69,69,43.38349151611328,0.9988478422164917,0.0018557383446022868
70,70,70,48.90178298950195,0.9992265701293945,0.0014625281328335404
71,71,71,51.867645263671875,0.9995097517967224,0.001676012179814279
72,72,72,43.90461349487305,0.9980520009994507,0.005145158153027296
73,73,73,52.34992980957031,0.9996563792228699,0.00039942070725373924
74,74,74,49.265445709228516,0.9994120597839355,0.002517499029636383
75,75,75,44.89323425292969,0.9978293180465698,0.006845962256193161
76,76,76,49.670082092285156,0.9994734525680542,0.0011283052153885365
77,77,77,47.88559341430664,0.9991863965988159,0.0021236788015812635
78,78,78,51.63936996459961,0.999633252620697,0.0009006388718262315
79,79,79,52.161415100097656,0.9996146559715271,0.0003522757033351809
80,80,80,40.6790885925293,0.9977935552597046,0.004837485961616039
81,81,81,50.20866012573242,0.9995207786560059,0.0011445642448961735
82,82,82,41.34015655517578,0.9966182112693787,0.01043897494673729
83,83,83,48.89603042602539,0.99955153465271,0.0012592143611982465
84,84,84,44.606746673583984,0.9977675676345825,0.0023116490337997675
85,85,85,37.77528381347656,0.9895062446594238,0.03293681889772415
86,86,86,46.27593231201172,0.9991056323051453,0.002501503564417362
87,87,87,48.239105224609375,0.9992488622665405,0.0012778079835698009
88,88,88,49.47615051269531,0.9993698596954346,0.001563464873470366
89,89,89,50.53193664550781,0.9987002611160278,0.0020835259929299355
90,90,90,46.454246520996094,0.9988398551940918,0.0011971002677455544
91,91,91,47.564002990722656,0.9993809461593628,0.001553031150251627
92,92,92,52.084686279296875,0.9987480640411377,0.00728393392637372
93,93,93,47.770530700683594,0.9991466403007507,0.0014079815009608865
94,94,94,44.37018966674805,0.9990779757499695,0.002645445056259632
95,95,95,49.54774856567383,0.9993779063224792,0.0017120223492383957
96,96,96,49.81616973876953,0.9992501139640808,0.0027313577011227608
97,97,97,39.23077392578125,0.996509313583374,0.0045753829181194305
98,98,98,55.6600341796875,0.9997503161430359,0.0005605616606771946
99,99,99,42.47513198852539,0.998989462852478,0.0020951603073626757
100,100,100,45.479732513427734,0.9982417821884155,0.002695308532565832
101,101,101,48.90904235839844,0.9972825050354004,0.006440736353397369
