call_index,step,t,call_kind,selected_for_test,valid_count,mean_pis_lpips,mean_pis_dino,mean_pis_psnr,min_pis_lpips,max_pis_lpips,valid_any
44,22,0.28205129504203796,predictor,True,4,1.844960451080624e-07,1.9371509552001953e-07,95.25379180908203,3.4222047418097645e-08,5.373798330765567e-07,True
45,22,0.29870128631591797,corrector,True,4,3.964508505305275e-05,2.065300941467285e-05,69.35810089111328,2.218310874013696e-05,6.522399780806154e-05,True
46,23,0.29870128631591797,predictor,True,4,4.524017356288823e-07,4.76837158203125e-07,92.98785400390625,2.312656555147896e-08,1.5636246644135099e-06,True
47,23,0.31578946113586426,corrector,True,4,1.3439671420201194e-05,6.288290023803711e-06,73.85806274414062,2.008424644373008e-06,2.104838495142758e-05,True
48,24,0.31578946113586426,predictor,True,4,1.9523091054907127e-07,2.086162567138672e-07,94.71529388427734,2.422131828438978e-08,4.854809958487749e-07,True
49,24,0.3333333432674408,corrector,True,4,9.603466423868667e-06,4.276633262634277e-06,75.72235870361328,4.3321861085132696e-06,1.6241541743511334e-05,True
50,25,0.3333333432674408,predictor,True,4,1.1845479974681439e-07,2.9802322387695312e-08,96.36849212646484,4.5114511237898114e-08,2.107224759129167e-07,True
51,25,0.35135138034820557,corrector,True,4,8.890492608770728e-06,3.4123659133911133e-06,76.13819885253906,5.553753453568788e-06,1.4021499737282284e-05,True
52,26,0.35135138034820557,predictor,True,4,8.133349638228538e-08,0.0,97.48641967773438,4.473197279253327e-08,1.4368210088377964e-07,True
53,26,0.36986303329467773,corrector,True,4,7.5471352829481475e-06,2.6971101760864258e-06,76.67378997802734,5.96933296037605e-06,9.425320968148299e-06,True
54,27,0.36986303329467773,predictor,True,4,6.297535293242618e-08,4.470348358154297e-08,98.25971984863281,4.5251937308421475e-08,8.29287998271866e-08,True
55,27,0.3888888657093048,corrector,True,4,6.4822611420822795e-06,2.3096799850463867e-06,77.255615234375,4.576324045046931e-06,7.463946985808434e-06,True
56,28,0.3888888657093048,predictor,True,4,5.147665760318887e-08,-1.4901161193847656e-08,98.96179962158203,4.320882140973481e-08,6.427259080510339e-08,True
57,28,0.40845075249671936,corrector,True,4,5.43172427569516e-06,1.9818544387817383e-06,78.0428466796875,2.042351752606919e-06,7.241650109790498e-06,True
58,29,0.40845075249671936,predictor,True,4,4.022103894385509e-08,4.470348358154297e-08,100.1122817993164,1.7184586198482066e-08,5.7047721213621116e-08,True
59,29,0.4285714626312256,corrector,True,4,4.761627678817604e-06,1.6987323760986328e-06,78.7271728515625,8.77254308306874e-07,7.238650596264051e-06,True
60,30,0.4285714626312256,predictor,True,4,3.461042652475044e-08,1.4901161193847656e-08,101.31219482421875,3.6674061565378224e-09,4.8945342001616154e-08,True
61,30,0.4492753744125366,corrector,True,4,4.457497652765596e-06,1.4454126358032227e-06,78.95828247070312,1.0491698958503548e-06,7.242805622809101e-06,True
62,31,0.4492753744125366,predictor,True,4,3.17532631299855e-08,4.470348358154297e-08,101.60693359375,3.8080689712671756e-09,4.972266154368299e-08,True
63,31,0.4705882966518402,corrector,True,4,4.323370376368985e-06,1.341104507446289e-06,79.01699829101562,1.2922677115057013e-06,7.2604389060870744e-06,True
64,32,0.4705882966518402,predictor,True,4,3.065581211103563e-08,-1.4901161193847656e-08,101.47171020507812,6.270083119375158e-09,5.21689784704904e-08,True
65,32,0.49253737926483154,corrector,True,4,4.387102308101021e-06,1.4007091522216797e-06,78.95480346679688,1.485216216678964e-06,7.260093298100401e-06,True
66,33,0.49253737926483154,predictor,True,4,3.192913666794084e-08,1.4901161193847656e-08,101.14578247070312,9.154201840999576e-09,5.43922595852564e-08,True
67,33,0.5151515603065491,corrector,True,4,4.596650342136854e-06,1.4156103134155273e-06,78.79901123046875,1.7259606011066353e-06,7.2145776357501745e-06,True
68,34,0.5151515603065491,predictor,True,4,3.4268484938593247e-08,-2.9802322387695312e-08,100.7242660522461,1.2394203885435218e-08,5.5476888860539475e-08,True
69,34,0.5384615659713745,corrector,True,4,4.922628704662202e-06,1.475214958190918e-06,78.55397033691406,2.1208211364864837e-06,7.1671265686745755e-06,True
70,35,0.5384615659713745,predictor,True,4,3.748076693455005e-08,-2.9802322387695312e-08,100.20606994628906,1.7326406975826103e-08,5.5885323035909096e-08,True
71,35,0.5625000596046448,corrector,True,4,5.400619102147175e-06,1.6093254089355469e-06,78.22779846191406,2.6910167889582226e-06,7.242300398502266e-06,True
72,36,0.5625000596046448,predictor,True,4,4.321971402987401e-08,-1.4901161193847656e-08,99.55203247070312,2.5401330816521295e-08,5.761943810966841e-08,True
73,36,0.5873016119003296,corrector,True,4,6.0386323639249895e-06,1.6838312149047852e-06,77.88935852050781,3.264102360844845e-06,7.581505997222848e-06,True
74,37,0.5873016119003296,predictor,True,4,5.175625261699679e-08,4.470348358154297e-08,98.92621612548828,3.2697769825063006e-08,6.26600211717232e-08,True
75,37,0.6129032373428345,corrector,True,4,6.868966011097655e-06,1.9073486328125e-06,77.58177185058594,3.5701925753528485e-06,8.334982339874841e-06,True
76,38,0.6129032373428345,predictor,True,4,6.329952384476201e-08,-1.4901161193847656e-08,98.42465209960938,3.2541919381401385e-08,7.462794116008808e-08,True
77,38,0.6393442749977112,corrector,True,4,8.035104656300973e-06,2.2202730178833008e-06,77.22393035888672,3.7837210129509913e-06,9.729517842060886e-06,True
78,39,0.6393442749977112,predictor,True,4,8.19189835965517e-08,1.4901161193847656e-08,97.75299072265625,3.287932059947707e-08,1.0388936289018602e-07,True
79,39,0.6666666269302368,corrector,True,4,9.674890861788299e-06,2.6673078536987305e-06,76.71179962158203,4.412564067024505e-06,1.178939601231832e-05,True
80,40,0.6666666269302368,predictor,True,4,1.1108645026070008e-07,2.9802322387695312e-08,96.7157974243164,4.213467619251787e-08,1.4547788396157557e-07,True
81,40,0.6949153542518616,corrector,True,4,1.1855979209940415e-05,3.4123659133911133e-06,76.05642700195312,5.765746664110338e-06,1.4756830751139205e-05,True
82,41,0.6949153542518616,predictor,True,4,1.5556747712253127e-07,2.9802322387695312e-08,95.40568542480469,6.484832226760773e-08,2.0143957613072416e-07,True
83,41,0.7241379618644714,corrector,True,4,1.4989111150498502e-05,4.470348358154297e-06,75.27679443359375,8.319220796693116e-06,1.852285276982002e-05,True
84,42,0.7241379618644714,predictor,True,4,2.2887945760885486e-07,8.940696716308594e-08,93.88218688964844,1.1386484288777865e-07,2.905694884702825e-07,True
85,42,0.7543860077857971,corrector,True,4,1.974185579456389e-05,6.0498714447021484e-06,74.34880065917969,1.3389395462581888e-05,2.3218064598040655e-05,True
86,43,0.7543860077857971,predictor,True,4,3.5959806155005936e-07,1.341104507446289e-07,92.11204528808594,2.3148486150148528e-07,4.4296467649473925e-07,True
87,43,0.7857142686843872,corrector,True,4,2.7383066480979323e-05,8.89599323272705e-06,73.26289367675781,2.3553579012514092e-05,2.980809222208336e-05,True
88,44,0.7857142686843872,predictor,True,4,6.238471996766748e-07,1.7881393432617188e-07,90.0889892578125,5.367092512642557e-07,7.178507530625211e-07,True
89,44,0.8181819319725037,corrector,True,4,3.9338588976534083e-05,1.385807991027832e-05,72.1097412109375,3.76079224224668e-05,4.051902942592278e-05,True
90,45,0.8181819319725037,predictor,True,4,1.2051907560817199e-06,4.470348358154297e-07,87.82656860351562,1.0790477062982973e-06,1.4157803889247589e-06,True
91,45,0.8518519401550293,corrector,True,4,5.587928899331018e-05,2.0816922187805176e-05,70.86708068847656,5.189294824958779e-05,6.0744765505660325e-05,True
92,46,0.8518519401550293,predictor,True,4,2.4151763682311866e-06,9.387731552124023e-07,85.28202819824219,2.0351685634523164e-06,3.3046128464775393e-06,True
93,46,0.8867924809455872,corrector,True,4,8.459949458483607e-05,2.8058886528015137e-05,69.21611785888672,7.230516348499805e-05,0.00010356100392527878,True
94,47,0.8867924809455872,predictor,True,4,4.4696771510643885e-06,1.773238182067871e-06,82.56295776367188,3.997875410277629e-06,5.0755415941239335e-06,True
95,47,0.9230769872665405,corrector,True,4,0.0002048226015176624,4.278123378753662e-05,65.50796508789062,0.00011057244410039857,0.0004639689577743411,True
96,48,0.9230769872665405,predictor,True,4,2.0303603378124535e-05,4.753470420837402e-06,76.3453369140625,1.056837118085241e-05,4.6328510507009923e-05,True
97,48,0.960784375667572,corrector,True,4,0.0003504949272610247,7.289648056030273e-05,60.472389221191406,0.0001691577344899997,0.0008758220355957747,True
98,49,0.960784375667572,predictor,True,4,0.00042517451220192015,6.20037317276001e-05,60.525543212890625,0.00019260431872680783,0.0010302907321602106,True
