sample_index,class_id,seed,call_index,t,step,call_kind,selected_for_test,intervention_valid,invalid_reason,pis_lpips,pis_dino,pis_psnr,pis_ssim,suffix_denoiser_calls,elapsed_sec
0,0,0,0,0.0,0,predictor,True,False,no_previous_cache,,,,,0,
0,0,0,1,0.010101010091602802,0,corrector,True,True,,0.21497765183448792,0.14951986074447632,28.50106430053711,0.9172950983047485,98,3.7682104718405753
0,0,0,2,0.010101010091602802,1,predictor,True,True,,0.05761413276195526,0.15330100059509277,37.596946716308594,0.9811222553253174,96,3.6104760949965566
0,0,0,3,0.020408162847161293,1,corrector,True,True,,0.08986722677946091,0.22467541694641113,33.930606842041016,0.9686403274536133,96,3.733871145872399
0,0,0,4,0.020408162847161293,2,predictor,True,True,,0.020170513540506363,0.03658682107925415,42.94102478027344,0.993687629699707,94,3.661323910113424
0,0,0,5,0.030927835032343864,2,corrector,True,True,,0.037629205733537674,0.05199915170669556,37.66944885253906,0.9859890937805176,94,3.553841482149437
0,0,0,6,0.030927835032343864,3,predictor,True,True,,0.004239200614392757,0.002516508102416992,48.985023498535156,0.998609721660614,92,3.4734393041580915
0,0,0,7,0.0416666641831398,3,corrector,True,True,,0.007749596145004034,0.0168302059173584,42.61539840698242,0.9965285658836365,92,3.4971015790943056
0,0,0,8,0.0416666641831398,4,predictor,True,True,,0.000787434633821249,0.0014727115631103516,53.74176788330078,0.9997062087059021,90,3.4077304310631007
0,0,0,9,0.052631575614213943,4,corrector,True,True,,0.0017196035478264093,0.002711653709411621,49.41334533691406,0.9992990493774414,90,3.482947367010638
0,0,0,10,0.052631575614213943,5,predictor,True,True,,4.858645115746185e-05,8.33272933959961e-05,65.49405670166016,0.9999809265136719,88,3.3582774261012673
0,0,0,11,0.06382978707551956,5,corrector,True,True,,0.007429969497025013,0.010150253772735596,47.07723617553711,0.9979110956192017,88,3.3387799919582903
0,0,0,12,0.06382978707551956,6,predictor,True,True,,0.0005254428833723068,0.0006242990493774414,59.26517105102539,0.9998323321342468,86,3.2948578340001404
0,0,0,13,0.07526881992816925,6,corrector,True,True,,0.0092487633228302,0.015124320983886719,46.41120147705078,0.99748694896698,86,3.261682966025546
0,0,0,14,0.07526881992816925,7,predictor,True,True,,0.0009005342144519091,0.001119852066040039,56.94268798828125,0.9997197389602661,84,3.1882380028255284
0,0,0,15,0.08695651590824127,7,corrector,True,True,,0.003540583187714219,0.004507124423980713,50.065940856933594,0.9990354776382446,84,3.198485340923071
0,0,0,16,0.08695651590824127,8,predictor,True,True,,0.00031792346271686256,0.0004165172576904297,61.29297637939453,0.9999008178710938,82,3.1405887100845575
0,0,0,17,0.09890110045671463,8,corrector,True,True,,0.0005837506614625454,0.0006902217864990234,55.92534637451172,0.9998192191123962,82,3.12455931911245
0,0,0,18,0.09890110045671463,9,predictor,True,True,,3.1574094464303926e-05,4.1484832763671875e-05,70.73522186279297,0.9999906420707703,80,3.0430300009902567
0,0,0,19,0.1111111044883728,9,corrector,True,True,,0.00048134892131201923,0.0006754398345947266,56.886871337890625,0.9998151659965515,80,3.0780161949805915
0,0,0,20,0.1111111044883728,10,predictor,True,True,,5.360889190342277e-06,5.900859832763672e-06,76.9251708984375,0.9999983310699463,78,2.9724245010875165
0,0,0,21,0.12359550595283508,10,corrector,True,True,,0.00044771924149245024,0.0006482601165771484,57.732261657714844,0.9998229742050171,78,2.993570286082104
0,0,0,22,0.12359550595283508,11,predictor,True,True,,3.6459684906731127e-06,3.814697265625e-06,78.82598114013672,0.9999984502792358,76,2.9016871489584446
0,0,0,23,0.13636364042758942,11,corrector,True,True,,0.0003925802302546799,0.0005966424942016602,58.720787048339844,0.9998454451560974,76,2.900044141104445
0,0,0,24,0.13636364042758942,12,predictor,True,True,,3.3519477256049868e-06,4.172325134277344e-06,79.82008361816406,0.9999985694885254,74,2.824651779839769
0,0,0,25,0.14942528307437897,12,corrector,True,True,,0.0003909456427209079,0.0006173253059387207,59.04709243774414,0.9998480081558228,74,2.8289692159742117
0,0,0,26,0.14942528307437897,13,predictor,True,True,,3.824588020506781e-06,5.4836273193359375e-06,79.62801361083984,0.9999985098838806,72,2.7514575300738215
0,0,0,27,0.1627907007932663,13,corrector,True,True,,0.00042814266635105014,0.0006883144378662109,58.764923095703125,0.999833345413208,72,2.751923484960571
0,0,0,28,0.1627907007932663,14,predictor,True,True,,5.02803686686093e-06,7.331371307373047e-06,78.5412826538086,0.9999980926513672,70,2.677676491905004
0,0,0,29,0.1764705777168274,14,corrector,True,True,,0.0004042326472699642,0.000659942626953125,59.044193267822266,0.9998435974121094,70,2.6777751999907196
0,0,0,30,0.1764705777168274,15,predictor,True,True,,5.304164460540051e-06,7.987022399902344e-06,78.29781341552734,0.9999979734420776,68,2.6031623440794647
0,0,0,31,0.1904761791229248,15,corrector,True,True,,0.0002801375521812588,0.00046253204345703125,60.628746032714844,0.9998944997787476,68,2.6045110798440874
0,0,0,32,0.1904761791229248,16,predictor,True,True,,4.068293492309749e-06,6.318092346191406e-06,79.4095230102539,0.9999984502792358,66,2.5292114631738514
0,0,0,33,0.20481927692890167,16,corrector,True,True,,0.00018348013691138476,0.0003044009208679199,62.41815185546875,0.9999325275421143,66,2.528749539051205
0,0,0,34,0.20481927692890167,17,predictor,True,True,,2.77836988971103e-06,4.351139068603516e-06,81.09335327148438,0.9999990463256836,64,2.454347528051585
0,0,0,35,0.2195121943950653,17,corrector,True,True,,0.00011337222531437874,0.00019234418869018555,64.4449691772461,0.9999596476554871,64,2.4535549010615796
0,0,0,36,0.2195121943950653,18,predictor,True,True,,1.6161163785000099e-06,2.562999725341797e-06,83.45742797851562,0.9999994039535522,62,2.379097851924598
0,0,0,37,0.23456789553165436,18,corrector,True,True,,6.427147309295833e-05,0.00011289119720458984,66.72154235839844,0.9999784231185913,62,2.3799934149719775
0,0,0,38,0.23456789553165436,19,predictor,True,True,,9.025615099744755e-07,1.4901161193847656e-06,85.88998413085938,0.9999996423721313,60,2.3052518640179187
0,0,0,39,0.2499999850988388,19,corrector,True,True,,3.933370317099616e-05,6.842613220214844e-05,68.58368682861328,0.9999874830245972,60,2.3720103399828076
0,0,0,40,0.2499999850988388,20,predictor,True,True,,6.221605417522369e-07,9.5367431640625e-07,87.36697387695312,0.9999995231628418,58,2.2430506909731776
0,0,0,41,0.26582276821136475,20,corrector,True,True,,2.6929614250548184e-05,4.38690185546875e-05,69.9430160522461,0.999991774559021,58,2.226991606876254
0,0,0,42,0.26582276821136475,21,predictor,True,True,,5.246239425105159e-07,7.748603820800781e-07,88.02244567871094,0.9999998807907104,56,2.1523324369918555
0,0,0,43,0.28205129504203796,21,corrector,True,True,,2.369888170505874e-05,3.4868717193603516e-05,70.4825439453125,0.9999933242797852,56,2.154376743827015
0,0,0,44,0.28205129504203796,22,predictor,True,True,,5.373798330765567e-07,8.344650268554688e-07,88.02535247802734,0.9999997615814209,54,2.0763541529886425
0,0,0,45,0.29870128631591797,22,corrector,True,True,,6.522399780806154e-05,6.54458999633789e-05,66.52967834472656,0.9999796748161316,54,2.075918837916106
0,0,0,46,0.29870128631591797,23,predictor,True,True,,1.5636246644135099e-06,1.9073486328125e-06,83.43304443359375,0.9999995231628418,52,2.0016842940822244
0,0,0,47,0.31578946113586426,23,corrector,True,True,,1.459620580135379e-05,1.621246337890625e-05,72.04812622070312,0.9999958276748657,52,2.0005515429656953
0,0,0,48,0.31578946113586426,24,predictor,True,True,,4.854809958487749e-07,6.556510925292969e-07,88.50015258789062,0.9999997615814209,50,1.9249005359597504
0,0,0,49,0.3333333432674408,24,corrector,True,True,,1.0128835128853098e-05,9.59634780883789e-06,73.71334838867188,0.9999972581863403,50,1.9256860530003905
0,0,0,50,0.3333333432674408,25,predictor,True,True,,1.695186568895224e-07,1.1920928955078125e-07,92.883056640625,1.0,48,1.8501157788559794
0,0,0,51,0.35135138034820557,25,corrector,True,True,,8.614967555331532e-06,6.318092346191406e-06,74.42125701904297,0.9999977350234985,48,1.8481755559332669
0,0,0,52,0.35135138034820557,26,predictor,True,True,,7.169546734075993e-08,0.0,96.06231689453125,0.9999999403953552,46,1.773941261926666
