index,class_id,seed,psnr_db,ssim,lpips
0,0,0,44.42029571533203,0.996697187423706,0.009108461439609528
1,1,1,51.49833679199219,0.999699056148529,0.0005853539332747459
2,2,2,46.94842529296875,0.9988223910331726,0.005096021108329296
3,3,3,59.914527893066406,0.9999119639396667,0.0005111735081300139
4,4,4,45.15221405029297,0.9973651766777039,0.006739157252013683
5,5,5,53.91954040527344,0.9997280836105347,0.0004566341813188046
6,6,6,52.639583587646484,0.9996275305747986,0.0008367765694856644
7,7,7,42.643653869628906,0.9984635710716248,0.0031211827881634235
8,8,8,54.7327995300293,0.9999009370803833,0.00013288791524246335
9,9,9,54.5488395690918,0.999935507774353,0.0001890001876745373
10,10,10,42.940391540527344,0.997894287109375,0.001975445542484522
11,11,11,29.751407623291016,0.9366915225982666,0.1505090296268463
12,12,12,57.548057556152344,0.999910831451416,0.0002388369757682085
13,13,13,44.93516540527344,0.998527467250824,0.0024397531524300575
14,14,14,50.46695327758789,0.9996963739395142,0.0004743806493934244
15,15,15,46.56555938720703,0.9979761838912964,0.0028095701709389687
16,16,16,37.251277923583984,0.9964901804924011,0.004223965108394623
17,17,17,49.680931091308594,0.9979526996612549,0.0046020434238016605
18,18,18,43.76239776611328,0.998619019985199,0.0006960738101042807
19,19,19,41.22076416015625,0.995348334312439,0.010756037198007107
20,20,20,40.9874267578125,0.9946537017822266,0.010627226904034615
21,21,21,54.90607833862305,0.9999351501464844,0.00012507497740443796
22,22,22,50.77458953857422,0.999215304851532,0.0015254635363817215
23,23,23,59.24744415283203,0.999885082244873,0.0002251775295007974
24,24,24,43.83771896362305,0.9987390041351318,0.0014718256425112486
25,25,25,32.825828552246094,0.9693894386291504,0.06506814062595367
26,26,26,35.79052734375,0.9783140420913696,0.03738982230424881
27,27,27,50.76203155517578,0.9995352029800415,0.0015219980850815773
28,28,28,38.26877212524414,0.9872870445251465,0.021473955363035202
29,29,29,55.64307403564453,0.9998817443847656,0.00019641045946627855
30,30,30,46.95170593261719,0.9993292093276978,0.0012266116682440042
31,31,31,49.389625549316406,0.9996098279953003,0.00033817411167547107
32,32,32,57.704444885253906,0.999884307384491,0.00026069662999361753
33,33,33,29.170902252197266,0.9250342845916748,0.1631801724433899
34,34,34,54.26191711425781,0.9998902082443237,0.00020440001389943063
35,35,35,44.785709381103516,0.9988641142845154,0.0033700207713991404
36,36,36,49.964599609375,0.9997770190238953,0.0006376662640832365
37,37,37,46.924903869628906,0.9990727305412292,0.00219626072794199
38,38,38,50.79327392578125,0.999796986579895,0.0005125533789396286
39,39,39,31.099201202392578,0.9648400545120239,0.09422469139099121
40,40,40,41.754676818847656,0.9955739974975586,0.010430769063532352
41,41,41,49.149986267089844,0.9991945028305054,0.0019335573306307197
42,42,42,50.5553092956543,0.9996054172515869,0.0003994635189883411
43,43,43,52.53871536254883,0.9997879266738892,0.0004115035990253091
44,44,44,55.2822265625,0.9998297691345215,0.00018492732488084584
45,45,45,39.579654693603516,0.9954292178153992,0.009995236992835999
46,46,46,54.759727478027344,0.9998550415039062,0.0003852274385280907
47,47,47,49.80278015136719,0.9996931552886963,0.0007427652599290013
48,48,48,52.857177734375,0.9998313188552856,0.0005596526898443699
49,49,49,51.77849578857422,0.9997931718826294,0.00026501796673983335
50,50,50,51.77250289916992,0.9997534155845642,0.0005028196610510349
51,51,51,47.69576644897461,0.9993864297866821,0.0015068472130224109
52,52,52,50.396820068359375,0.9997247457504272,0.0005831275484524667
53,53,53,56.117835998535156,0.9998791217803955,0.0003329764003865421
54,54,54,49.68387985229492,0.9997202157974243,0.0008870919700711966
55,55,55,48.98996353149414,0.9993395209312439,0.001484640408307314
56,56,56,51.72547149658203,0.9997850656509399,0.000523917842656374
57,57,57,52.9892578125,0.9997384548187256,0.00044689379865303636
58,58,58,47.90364074707031,0.9990891218185425,0.002254280960187316
59,59,59,39.6009635925293,0.9847730994224548,0.04351671040058136
60,60,60,36.48188018798828,0.9888085126876831,0.02266126498579979
61,61,61,52.54944610595703,0.9998067617416382,0.00047091368469409645
62,62,62,52.81843566894531,0.9999184012413025,0.00015910396177787334
63,63,63,48.442474365234375,0.9992436170578003,0.0018304422264918685
