distance_index,prev_call_step,prev_call_kind,prev_timestep,cur_call_step,cur_call_kind,cur_timestep,raw_mean,raw_std,sea_mean,sea_std,dino_mean,dino_std,lpips_mean,lpips_std
22,11,0,0.12359550595283508,11,1,0.13636364042758942,0.03797594830393791,0.0017234933329746127,0.11680244654417038,0.0013950923457741737,0.004558924585580826,0.00597416190430522,0.004325759597122669,0.003058936446905136
23,11,1,0.13636364042758942,12,0,0.13636364042758942,0.00021727125567849725,7.961626397445798e-05,0.00019049461116082966,7.026860112091526e-05,6.998423486948013e-05,0.00023007790150586516,4.1268864151788875e-05,8.522119605913758e-05
24,12,0,0.13636364042758942,12,1,0.14942528307437897,0.03709465265274048,0.0017267577350139618,0.10662362724542618,0.0014519758988171816,0.0034915280994027853,0.0039033417124301195,0.00369087141007185,0.0035167797468602657
25,12,1,0.14942528307437897,13,0,0.14942528307437897,0.00020165153546258807,7.427950913552195e-05,0.0001772831892594695,6.602919165743515e-05,3.79693228751421e-05,0.00011228329094592482,5.535542004508898e-05,0.00043415717664174736
26,13,0,0.14942528307437897,13,1,0.1627907007932663,0.036258697509765625,0.001738120336085558,0.09790477156639099,0.0015682935481891036,0.0029887540731579065,0.003861399833112955,0.0031484970822930336,0.003033859422430396
27,13,1,0.1627907007932663,14,0,0.1627907007932663,0.00019068404799327254,7.296411058632657e-05,0.00016853061970323324,6.566637603100389e-05,4.2534200474619865e-05,0.00029160614940337837,2.7549682272365317e-05,6.911456875968724e-05
28,14,0,0.1627907007932663,14,1,0.1764705777168274,0.03548603877425194,0.0017593385418877006,0.09032364934682846,0.0017066695727407932,0.0029050116427242756,0.006475039757788181,0.002649860456585884,0.0020452365279197693
29,14,1,0.1764705777168274,15,0,0.1764705777168274,0.00018263682432007045,7.049730629660189e-05,0.00016235915245488286,6.41373626422137e-05,3.208150155842304e-05,0.0001109829536289908,2.3890957891126163e-05,4.8851212341105565e-05
30,15,0,0.1764705777168274,15,1,0.1904761791229248,0.0347992442548275,0.0017913953633978963,0.083648681640625,0.0018399531254544854,0.0026211393997073174,0.004002091474831104,0.002322098705917597,0.0017629199428483844
31,15,1,0.1904761791229248,16,0,0.1904761791229248,0.00017657011630944908,6.794984801672399e-05,0.00015764593263156712,6.202694203238934e-05,2.9987888410687447e-05,0.00011401607480365783,2.194286025769543e-05,4.938056372338906e-05
32,16,0,0.1904761791229248,16,1,0.20481927692890167,0.0342005118727684,0.0018332493491470814,0.07770003378391266,0.0019556826446205378,0.0021997548174113035,0.002614539349451661,0.0020895791240036488,0.0021076658740639687
33,16,1,0.20481927692890167,17,0,0.20481927692890167,0.00017069611931219697,6.466006743721664e-05,0.00015318569785449654,5.980469359201379e-05,1.6454141587018967e-05,3.5435186873655766e-05,1.5356912626884878e-05,2.421777207928244e-05
34,17,0,0.20481927692890167,17,1,0.2195121943950653,0.03370525687932968,0.0018819421529769897,0.07237178087234497,0.0020493788179010153,0.0021185562945902348,0.004145778249949217,0.0017524571157991886,0.001355547457933426
35,17,1,0.2195121943950653,18,0,0.2195121943950653,0.00016612376202829182,6.311600736808032e-05,0.00014986697351559997,5.8831225032918155e-05,2.5443732738494873e-05,0.0001349375379504636,1.3340390069060959e-05,2.9864468160667457e-05
36,18,0,0.2195121943950653,18,1,0.23456789553165436,0.03332415968179703,0.0019389232620596886,0.06760845333337784,0.0021347554866224527,0.0020110756158828735,0.004375380463898182,0.0014983218861743808,0.0011250459356233478
37,18,1,0.23456789553165436,19,0,0.23456789553165436,0.00016250330372713506,6.107679655542597e-05,0.00014724100765306503,5.718550892197527e-05,1.3397308066487312e-05,5.4092539357952774e-05,9.64464015851263e-06,1.8037630070466548e-05
38,19,0,0.23456789553165436,19,1,0.2499999850988388,0.03306720405817032,0.0020051507744938135,0.06336018443107605,0.0022137442138046026,0.0016048068646341562,0.0019894528668373823,0.0013311023358255625,0.0010030424455180764
39,19,1,0.2499999850988388,20,0,0.2499999850988388,0.00016017835878301412,5.951163620920852e-05,0.00014581510913558304,5.619380681309849e-05,8.385395631194115e-06,1.6144838809850626e-05,7.965010809130035e-06,1.2595753105415497e-05
40,20,0,0.2499999850988388,20,1,0.26582276821136475,0.032951489090919495,0.002082083374261856,0.05961722135543823,0.002307058311998844,0.0016472600400447845,0.0039603556506335735,0.0011846177512779832,0.0008644848130643368
41,20,1,0.26582276821136475,21,0,0.26582276821136475,0.00015896596596576273,5.828630310134031e-05,0.00014542823191732168,5.541902646655217e-05,2.0378734916448593e-05,0.00017269326781388372,7.507639566028956e-06,1.7392872905475087e-05
42,21,0,0.26582276821136475,21,1,0.28205129504203796,0.032979629933834076,0.0021676132455468178,0.056335292756557465,0.002407483058050275,0.001465603243559599,0.0025242555420845747,0.0010783860925585032,0.0008074576035141945
43,21,1,0.28205129504203796,22,0,0.28205129504203796,0.00015892402734607458,5.710961704608053e-05,0.0001458841288695112,5.4637028370052576e-05,1.7402926459908485e-05,0.00010964470129692927,6.804899840062717e-06,1.485024858993711e-05
44,22,0,0.28205129504203796,22,1,0.29870128631591797,0.03314798325300217,0.0022609783336520195,0.05346577614545822,0.0025129022542387247,0.025630898773670197,0.014967492781579494,0.018111005425453186,0.01437522005289793
45,22,1,0.29870128631591797,23,0,0.29870128631591797,0.000471463892608881,0.00012225915270391852,0.0004735574475489557,0.0001389330136589706,1.740199513733387e-05,5.275586590869352e-05,1.3694327208213508e-05,1.957544191100169e-05
46,23,0,0.29870128631591797,23,1,0.31578946113586426,0.03341543301939964,0.00239566876552999,0.051028572022914886,0.002619233215227723,0.0022488702088594437,0.0022816958371549845,0.0021635459270328283,0.0018551001558080316
47,23,1,0.31578946113586426,24,0,0.31578946113586426,0.00022406707284972072,8.448153675999492e-05,0.00021465956524480134,8.726533269509673e-05,1.3156561180949211e-05,6.757109804311767e-05,9.037345989781898e-06,2.9463302780641243e-05
48,24,0,0.31578946113586426,24,1,0.3333333432674408,0.03384748473763466,0.0024967887438833714,0.04895268380641937,0.002730974229052663,0.0009499075822532177,0.0011644165497273207,0.0008016786305233836,0.0005977711989544332
49,24,1,0.3333333432674408,25,0,0.3333333432674408,0.00016397515719290823,5.8264817198505625e-05,0.00015416170936077833,5.7435481721768156e-05,1.023593358695507e-05,5.732158388127573e-05,7.003857263043756e-06,3.311536420369521e-05
50,25,0,0.3333333432674408,25,1,0.35135138034820557,0.03441251814365387,0.0025919736362993717,0.04723311960697174,0.0028455310966819525,0.0008240980096161366,0.0010872201528400183,0.0007404673378914595,0.000525648589245975
51,25,1,0.35135138034820557,26,0,0.35135138034820557,0.000167978520039469,5.968225377728231e-05,0.00015881622675806284,5.913925269851461e-05,2.1650921553373337e-05,0.0002440871176077053,4.9573127398616634e-06,1.0421016668260563e-05
52,26,0,0.35135138034820557,26,1,0.36986303329467773,0.03510991111397743,0.00267987372353673,0.045864805579185486,0.0029554811771959066,0.0008930598851293325,0.0028284364379942417,0.0006890221848152578,0.00048616452841088176
53,26,1,0.36986303329467773,27,0,0.36986303329467773,0.00017155412933789194,6.0649348597507924e-05,0.000162612646818161,6.0225927882129326e-05,2.004276029765606e-05,0.0002582507149782032,5.298937594488962e-06,2.0168025002931245e-05
54,27,0,0.36986303329467773,27,1,0.3888888657093048,0.035934723913669586,0.0027571816463023424,0.04484222084283829,0.0030563282780349255,0.000693941256031394,0.0011038529919460416,0.0006424584425985813,0.0004120397788938135
55,27,1,0.3888888657093048,28,0,0.3888888657093048,0.00017589222989045084,6.208700506249443e-05,0.0001671519421506673,6.17363621131517e-05,3.8405414670705795e-06,6.693817795166979e-06,3.6624019230657723e-06,4.4734460971085355e-06
56,28,0,0.3888888657093048,28,1,0.40845075249671936,0.03687645494937897,0.002822167007252574,0.04413542151451111,0.0031370429787784815,0.0006168577820062637,0.0005763174849562347,0.0006121129263192415,0.0004017045721411705
57,28,1,0.40845075249671936,29,0,0.40845075249671936,0.00018141005421057343,6.410355126718059e-05,0.00017289508832618594,6.376010423991829e-05,3.981404006481171e-06,9.96354083326878e-06,3.6399196687852964e-06,5.707295713364147e-06
58,29,0,0.40845075249671936,29,1,0.4285714626312256,0.03794029355049133,0.0028771981596946716,0.04373108595609665,0.003192886244505644,0.000591641990467906,0.0005865687853656709,0.0005858864169567823,0.00039401749381795526
59,29,1,0.4285714626312256,30,0,0.4285714626312256,0.00018793118942994624,6.643748929491267e-05,0.00017963428399525583,6.605481030419469e-05,3.4885015338659286e-06,1.1141934919578489e-05,3.376581616976182e-06,5.314372174325399e-06
60,30,0,0.4285714626312256,30,1,0.4492753744125366,0.039117924869060516,0.0029164126608520746,0.04361502453684807,0.0032201458234339952,0.0005390506703406572,0.000515039952006191,0.0005519140977412462,0.00033835909562185407
61,30,1,0.4492753744125366,31,0,0.4492753744125366,0.00019536432228051126,6.908980867592618e-05,0.0001872801803983748,6.864496390335262e-05,2.716667950153351e-06,3.4737456644506892e-06,2.9957768674648833e-06,2.9721677492489107e-06
62,31,0,0.4492753744125366,31,1,0.4705882966518402,0.04038954898715019,0.0029386270325630903,0.043770335614681244,0.0032199155539274216,0.0004916440229862928,0.00039955961983650923,0.0005336679751053452,0.00032912081223912537
63,31,1,0.4705882966518402,32,0,0.4705882966518402,0.00020386805408634245,7.222568092402071e-05,0.0001959947549039498,7.17019138392061e-05,2.5795307010412216e-06,3.150471002300037e-06,2.9893199098296463e-06,3.3923588489415124e-06
64,32,0,0.4705882966518402,32,1,0.49253737926483154,0.04174425080418587,0.002947549568489194,0.044186852872371674,0.003196270437911153,0.00046681216917932034,0.00038034070166759193,0.0005170392105355859,0.0003046299680136144
65,32,1,0.49253737926483154,33,0,0.49253737926483154,0.00021360973187256604,7.571355672553182e-05,0.00020596376270987093,7.514288881793618e-05,2.508983016014099e-06,3.258676542827743e-06,2.9184570848883595e-06,2.5879010081553133e-06
66,33,0,0.49253737926483154,33,1,0.5151515603065491,0.04318024963140488,0.002950912807136774,0.04484684765338898,0.0031521711498498917,0.0004474131856113672,0.0003513414121698588,0.0005072635249234736,0.0002903240092564374
67,33,1,0.5151515603065491,34,0,0.5151515603065491,0.00022493928554467857,7.970909064169973e-05,0.00021753714827354997,7.910257409093902e-05,3.1027011573314667e-06,8.763752703089267e-06,3.1489962566411123e-06,3.865653980028583e-06
68,34,0,0.5151515603065491,34,1,0.5384615659713745,0.04468834772706032,0.0029539901297539473,0.04571332409977913,0.0030914340168237686,0.0004974554758518934,0.0010852105915546417,0.0005040797404944897,0.0002981431025546044
69,34,1,0.5384615659713745,35,0,0.5384615659713745,0.00023809040430933237,8.450941822957247e-05,0.0002309501578565687,8.38475170894526e-05,8.633127436041832e-06,9.645370300859213e-05,3.2348750664823456e-06,3.433911842876114e-06
70,35,0,0.5384615659713745,35,1,0.5625000596046448,0.04625949263572693,0.0029590781778097153,0.04676652327179909,0.00302559114061296,0.000508445780724287,0.0010882930364459753,0.0004949711728841066,0.0002794827742036432
71,35,1,0.5625000596046448,36,0,0.5625000596046448,0.0002532167127355933,9.010196663439274e-05,0.00024637096794322133,8.93757605808787e-05,3.159279003739357e-06,6.196553385962034e-06,3.3323553907393944e-06,2.8988922622374957e-06
72,36,0,0.5625000596046448,36,1,0.5873016119003296,0.04788518324494362,0.00297458260320127,0.047983355820178986,0.002970786765217781,0.0005109149497002363,0.000753183092456311,0.0004952883464284241,0.0002802357485052198
73,36,1,0.5873016119003296,37,0,0.5873016119003296,0.0002709240943659097,9.628578118281439e-05,0.0002644005580805242,9.551670518703759e-05,4.319706931710243e-06,1.2934171536471695e-05,3.9106344047468156e-06,5.607741968560731e-06
74,37,0,0.5873016119003296,37,1,0.6129032373428345,0.04955050349235535,0.0030061963479965925,0.049328356981277466,0.002935202792286873,0.0005038429517298937,0.0007101897499524057,0.0004955729236826301,0.0002848660806193948
75,37,1,0.6129032373428345,38,0,0.6129032373428345,0.0002914832148235291,0.00010323416790924966,0.00028531596763059497,0.00010244349687127396,4.073372110724449e-06,1.0669754374248441e-05,4.042580258101225e-06,5.44762679055566e-06
76,38,0,0.6129032373428345,38,1,0.6393442749977112,0.0512249656021595,0.0030563680920749903,0.050760045647621155,0.0029303079936653376,0.0004803475458174944,0.00047744595212861896,0.0004959568032063544,0.000274327234365046
77,38,1,0.6393442749977112,39,0,0.6393442749977112,0.00031556072644889355,0.00011132240615552291,0.0003097968874499202,0.00011052544141421095,4.669418558478355e-06,1.4316996384877712e-05,4.346454261394683e-06,4.459508545551216e-06
78,39,0,0.6393442749977112,39,1,0.6666666269302368,0.05288060009479523,0.0031299423426389694,0.05224129557609558,0.0029659357387572527,0.00046815723180770874,0.0003983440692536533,0.0004985755076631904,0.00026824261294677854
79,39,1,0.6666666269302368,40,0,0.6666666269302368,0.0003448112402111292,0.00012072936078766361,0.00033946873736567795,0.00011994168744422495,4.2316969484090805e-06,6.992860107857268e-06,4.621845619112719e-06,3.7125889775779797e-06
80,40,0,0.6666666269302368,40,1,0.6949153542518616,0.0544939823448658,0.0032274413388222456,0.053739629685878754,0.00304428325034678,0.0004713113885372877,0.0003659093636088073,0.0005040906835347414,0.00026960085961036384
81,40,1,0.6949153542518616,41,0,0.6949153542518616,0.0003803735307883471,0.0001317966089118272,0.0003754831850528717,0.00013102966477163136,4.887348040938377e-06,6.685177595500136e-06,5.233565389062278e-06,3.8293828765745275e-06
82,41,0,0.6949153542518616,41,1,0.7241379618644714,0.05602622777223587,0.003342041978612542,0.0552092120051384,0.0031576487235724926,0.0004994976334273815,0.0003895855916198343,0.0005103183793835342,0.0002638028236106038
83,41,1,0.7241379618644714,42,0,0.7241379618644714,0.00042447648593224585,0.00014480743266176432,0.0004200697294436395,0.00014407416165340692,5.831709131598473e-06,7.635884685441852e-06,6.072375981602818e-06,3.865177404804854e-06
84,42,0,0.7241379618644714,42,1,0.7543860077857971,0.05745002627372742,0.0034677544608712196,0.05661584809422493,0.003295615315437317,0.0005412299651652575,0.0004268658522050828,0.0005189973162487149,0.0002684689243324101
85,42,1,0.7543860077857971,43,0,0.7543860077857971,0.00047973298933357,0.00016019336180761456,0.0004758519062306732,0.00015950748638715595,7.042894139885902e-06,7.5531952461460605e-06,7.326072591240518e-06,4.999941666028462e-06
86,43,0,0.7543860077857971,43,1,0.7857142686843872,0.05871265381574631,0.003590044565498829,0.05790210887789726,0.0034390001092106104,0.0006085862405598164,0.000564344460144639,0.0005243498599156737,0.00027895430685020983
87,43,1,0.7857142686843872,44,0,0.7857142686843872,0.0005513597279787064,0.00017877532809507102,0.0005480482359416783,0.00017815502360463142,9.226612746715546e-06,1.0060930435429327e-05,8.865985364536755e-06,6.075124019844225e-06
88,44,0,0.7857142686843872,44,1,0.8181819319725037,0.05978798121213913,0.003692975267767906,0.05903591588139534,0.003567720530554652,0.0006748288869857788,0.0005972660728730261,0.0005154443206265569,0.0002763601078186184
89,44,1,0.8181819319725037,45,0,0.8181819319725037,0.0006475221598520875,0.0002012697368627414,0.0006448242929764092,0.00020073671475984156,1.2830831110477448e-05,1.318121485383017e-05,1.108419837692054e-05,7.136448402889073e-06
90,45,0,0.8181819319725037,45,1,0.8518519401550293,0.06065782904624939,0.003756843041628599,0.0599941685795784,0.0036592050455510616,0.0007457495667040348,0.00065827980870381,0.0004915021127089858,0.00028017201111651957
91,45,1,0.8518519401550293,46,0,0.8518519401550293,0.0007871714187785983,0.00022969776182435453,0.0007851257687434554,0.00022927866666577756,2.059806138277054e-05,2.9092885597492568e-05,1.4610502148570959e-05,1.005673584586475e-05
92,46,0,0.8518519401550293,46,1,0.8867924809455872,0.06132527068257332,0.003755900077521801,0.06077594310045242,0.0036848934832960367,0.0007987990975379944,0.0006945328204892576,0.00043362221913412213,0.00026508295559324324
93,46,1,0.8867924809455872,47,0,0.8867924809455872,0.0010259062983095646,0.0002734565350692719,0.001024528406560421,0.0002731774584390223,2.9479851946234703e-05,3.329719402245246e-05,1.9589755538618192e-05,1.3110027794027701e-05
94,47,0,0.8867924809455872,47,1,0.9230769872665405,0.06186158210039139,0.003642278490588069,0.061448223888874054,0.0035957153886556625,0.0008980114944279194,0.0009451350197196007,0.0003346227458678186,0.00024496298283338547
95,47,1,0.9230769872665405,48,0,0.9230769872665405,0.0015877976547926664,0.0003936987486667931,0.0015870252391323447,0.0003935534623451531,5.3330324590206146e-05,6.389059126377106e-05,2.8727235985570587e-05,2.552598380134441e-05
96,48,0,0.9230769872665405,48,1,0.960784375667572,0.06260204315185547,0.003310058731585741,0.06234271824359894,0.0032856068573892117,0.0011281596962362528,0.001209585927426815,0.0002557429252192378,0.00019116533803753555
97,48,1,0.960784375667572,49,0,0.960784375667572,0.004294724203646183,0.0006469051586464047,0.004294464830309153,0.0006468651699833572,0.00019735842943191528,0.0002197857975261286,6.215494067873806e-05,6.632222357438877e-05
