distance_index,stage,prev_call_step,prev_call_kind,prev_call_kind_name,prev_timestep,cur_call_step,cur_call_kind,cur_call_kind_name,cur_timestep,raw_mean,raw_std,sea_mean,sea_std,dino_mean,dino_std,lpips_mean,lpips_std,raw_oracle_score_mean,raw_oracle_score_std,sea_oracle_score_mean,sea_oracle_score_std,dino_oracle_score_mean,dino_oracle_score_std,lpips_oracle_score_mean,lpips_oracle_score_std,pma_nogate_oracle_score_mean,pma_nogate_oracle_score_std,pma_stageaware_oracle_score_mean,pma_stageaware_oracle_score_std
10,early,5,0,predictor,0.052631575614213943,5,1,corrector,0.06382978707551956,0.04285119121777825,0.0019023588816873122,0.2566156566608697,0.003433143045464443,0.017579723382368684,0.022704881813597033,0.016557130958972266,0.0078328745491647,2.3379437990314464,0.10379193727356661,11.074893453525236,0.13264066935009353,93.02354624908543,87.74183200867695,77.95869274317182,36.880825656768565,55.72462907908728,32.80463652476847,11.074893453525236,0.13264066935009353
11,early,5,1,corrector,0.06382978707551956,6,0,predictor,0.06382978707551956,0.00041518109964044925,0.00014267891290448243,0.00039081069280655356,0.0001186291580770884,0.0003797945100814104,0.0012595577228460466,0.00022830119538141957,0.00030614678445881483,0.022652114207194554,0.007784504238920378,0.018944462154488875,0.0057493509193047194,2.331038789555515,7.730701291624752,1.0749484791623396,1.441481810047618,1.029373965477152,2.6397247371455372,0.018944462154488875,0.0057493509193047194
12,early,6,0,predictor,0.06382978707551956,6,1,corrector,0.07526881992816925,0.04223733897379134,0.0018511694298268659,0.21563901170156896,0.002748763791453119,0.013037604046985507,0.015685667839154607,0.01302387244959391,0.006660852119803802,2.304452266904439,0.10099906131955348,9.467559861314687,0.10973548174339152,74.94472874176881,74.70701709131609,61.32246420832655,31.362397573723214,44.66718182955448,28.896536931721727,9.467559861314687,0.10973548174339152
13,early,6,1,corrector,0.07526881992816925,7,0,predictor,0.07526881992816925,0.000361764433961298,0.00012164306214067161,0.00032815793161944384,9.802757952135735e-05,0.0002491811756044626,0.0005538137357029463,0.00018502310648571552,0.00031365482897484137,0.019737722360890532,0.0066367966617691,0.015907934999470106,0.004751199037617342,1.5293822594658861,3.399104689100143,0.8711750571188569,1.4768331844480111,0.726530368975211,1.3914918708428337,0.015907934999470106,0.004751199037617342
14,early,7,0,predictor,0.07526881992816925,7,1,corrector,0.08695651590824127,0.04149344981124159,0.0018035791615663396,0.18501922785071656,0.0022360146887852395,0.012461322825402021,0.027674405132990285,0.011335433004205697,0.009057394542847035,2.2638659726772596,0.09840255537859896,8.230699715894927,0.0915488512452069,64.3497656392903,68.31993957159068,52.60676732585925,37.262089622037045,38.37923977590283,28.714389726295842,8.230699715894927,0.0915488512452069
15,early,7,1,corrector,0.08695651590824127,8,0,predictor,0.08695651590824127,0.0003240394112822287,0.00011127035245231352,0.00028767759135917004,8.948183699593206e-05,0.0002766973339021206,0.0010873444364041193,0.00019020169166061862,0.0005602844430626669,0.017679460260483428,0.006070865783166385,0.013945883668288797,0.004337173825898463,1.6982663023596123,6.673719581470705,0.8955582507708855,2.6380804049769293,0.7837257194064648,2.6506081546895612,0.013945883668288797,0.004337173825898463
16,early,8,0,predictor,0.08695651590824127,8,1,corrector,0.09890110045671463,0.04066228662850335,0.0017661685007350084,0.16172347776591778,0.001856908435151894,0.009637332055717707,0.01302191268598876,0.00939513462344621,0.009779798411871725,2.2185180429268287,0.09636144473446848,7.268083932519158,0.07754205316262658,56.10086613430583,64.07690933480023,42.79570878733117,33.54750688857959,32.576206049498765,26.947489628387473,7.268083932519158,0.07754205316262658
17,early,8,1,corrector,0.09890110045671463,9,0,predictor,0.09890110045671463,0.0002928157425401423,0.00010425662361107178,0.0002559162931845549,8.259074740783527e-05,0.00024133478291332722,0.0009467603944918099,0.00015618362608327274,0.0004964690492912461,0.01597590942224473,0.005688199551809297,0.012406380361850655,0.0040032774065719475,1.4812239916773366,5.810866522273388,0.7353853362343687,2.3376077755317413,0.669945350518252,2.338138514241714,0.012406380361850655,0.0040032774065719475
18,early,9,0,predictor,0.09890110045671463,9,1,corrector,0.1111111044883728,0.039783962129149586,0.0017407268971830904,0.14352190325735137,0.0015887811794800795,0.007497121347114444,0.009940685365809436,0.00692413920069157,0.004418975044755785,2.1705970106650794,0.09497336105298272,6.502433159466559,0.06739221115052925,44.66850806543808,51.72946779206311,32.60207591491877,20.806594971526632,25.782148457893676,19.65584021326031,6.502433159466559,0.06739221115052925
19,early,9,1,corrector,0.1111111044883728,10,0,predictor,0.1111111044883728,0.00026155091211421677,9.103547021127641e-05,0.00022759535340810544,7.368269797621077e-05,0.00010433397255837917,0.0002410336172457014,7.065094271840877e-05,0.00010297055432142683,0.014270112819051672,0.004966858727233317,0.0110336017065571,0.0035715767434180297,0.6403634877446498,1.4793755477565236,0.33265758113818444,0.4848333824156984,0.29631976134747307,0.5234021904187225,0.0110336017065571,0.0035715767434180297
20,early,10,0,predictor,0.1111111044883728,10,1,corrector,0.12359550595283508,0.038881528802448884,0.0017275586928157756,0.12887938201311044,0.001435117721478129,0.005887619918212295,0.008319752580324248,0.005419311441528407,0.003293377402929047,2.1213606104568186,0.09425490910637337,5.877591403977309,0.06165010061432183,35.71839545797513,48.33050220568414,25.516645160116138,15.506756434943826,20.721548747018304,17.328319132027236,5.877591403977309,0.06165010061432183
21,early,10,1,corrector,0.12359550595283508,11,0,predictor,0.12359550595283508,0.00023632020113950603,8.148815121884935e-05,0.0002063105632856832,7.001359258056985e-05,9.988830424845219e-05,0.0002982926683885143,5.8808352995765034e-05,0.0001270957654743859,0.012893535351958843,0.0044459608338170125,0.010001842645570483,0.0033937737485401085,0.613077613407719,1.8308105098849374,0.2768971468118056,0.5984261255242798,0.27099316512408556,0.6812618833526005,0.010001842645570483,0.0033937737485401085
22,early,11,0,predictor,0.12359550595283508,11,1,corrector,0.13636364042758942,0.037975948536768556,0.0017234933137581596,0.11680244602030143,0.0013950923340494575,0.004558924585580826,0.005974161521263131,0.0043257599318167195,0.0030589363360352378,2.071952514520522,0.09403310365620136,5.356096472099445,0.060561271699141106,27.98099963416865,36.667202583179126,20.367694755864644,14.402898577828081,16.647046905849763,14.130103174173227,5.356096472099445,0.060561271699141106
23,early,11,1,corrector,0.13636364042758942,12,0,predictor,0.13636364042758942,0.00021727125422899007,7.961626668807302e-05,0.00019049460453857137,7.026859915906313e-05,6.998423486948013e-05,0.00023007789997681784,4.126886589617129e-05,8.522119135803936e-05,0.011854232451808822,0.004343831564901479,0.00923515517547918,0.003406159677627181,0.42953745198463505,1.4121333911605884,0.19431306330976092,0.4012611054868912,0.19084921665851046,0.5041547815968731,0.00923515517547918,0.003406159677627181
24,early,12,0,predictor,0.13636364042758942,12,1,corrector,0.14942528307437897,0.03709465419524349,0.0017267577142194449,0.10662362919538282,0.0014519758839110367,0.0034915280994027853,0.0039033416078532233,0.003690871296385012,0.003516779732995973,2.0238694488615403,0.09421120803554592,4.912160898492903,0.0635953375638871,21.42971322251692,23.9572728285132,17.37834302708999,16.558638771983528,13.607281234279233,10.255806707635523,4.912160898492903,0.0635953375638871
25,early,12,1,corrector,0.14942528307437897,13,0,predictor,0.14942528307437897,0.00020165152986351131,7.427950417274737e-05,0.00017728318672993737,6.602919283411864e-05,3.79693228751421e-05,0.00011228329028265044,5.535541520829135e-05,0.0004341572031233448,0.011002026557758888,0.004052659943412634,0.008594729718323191,0.003200733847669261,0.23304171620632885,0.6891534714698107,0.26063910568729076,2.0442145492716803,0.15154213845541517,0.7787264044691057,0.008594729718323191,0.003200733847669261
26,early,13,0,predictor,0.14942528307437897,13,1,corrector,0.1627907007932663,0.036258694250136614,0.0017381203285483794,0.09790476408670656,0.0015682935565280462,0.0029887540731579065,0.003861399876169567,0.003148496959965996,0.003033859415820034,1.9782598096809512,0.09483114771414457,4.528635818478124,0.06922640889459829,18.343871467441012,23.69984993044452,14.824591755239425,14.284824744695616,11.76199329419538,9.58338611099933,4.528635818478124,0.06922640889459829
27,early,13,1,corrector,0.1627907007932663,14,0,predictor,0.1627907007932663,0.0001906840521144204,7.29641066065766e-05,0.00016853060796506725,6.566637846776238e-05,4.2534200474619865e-05,0.00029160617273886236,2.7549683294880722e-05,6.91145689588193e-05,0.010403645372410085,0.003980892379998571,0.008170434376253824,0.003183159915069539,0.2610592532467533,1.7897712628400235,0.1297167547009977,0.3254236171042404,0.12050097613482681,0.5803954022207861,0.008170434376253824,0.003183159915069539
28,early,14,0,predictor,0.1627907007932663,14,1,corrector,0.1764705777168274,0.03548603772651404,0.0017593385187746886,0.09032365097664297,0.0017066695522334457,0.0029050116427242756,0.006475040023079397,0.002649860506267032,0.0020452364557899927,1.9361039797763877,0.09598880365920703,4.192671318609119,0.07585540643594704,16.802378118140666,26.458436030968155,12.476778829148074,9.629926877981449,10.460815611630268,9.195563544685735,4.192671318609119,0.07585540643594704
29,middle,14,1,corrector,0.1764705777168274,15,0,predictor,0.1764705777168274,0.00018263682308372609,7.049730572577056e-05,0.00016235916393725347,6.413736158850508e-05,3.208150155842304e-05,0.00011098294665977873,2.3890958497752024e-05,4.8851212365109165e-05,0.009964591785402868,0.00384630471373241,0.007871265454158637,0.0031090885893790337,0.19690443799158588,0.6811724413490348,0.11248977238153886,0.23001428594965803,0.09596676929360087,0.249713638595579,0.10238785172287225,0.34087425868336974
30,middle,15,0,predictor,0.1764705777168274,15,1,corrector,0.1904761791229248,0.03479924266866874,0.001791395412901233,0.08364868085482158,0.0018399531358882285,0.0026211393997073174,0.00400209156864772,0.002322098672152606,0.001762919926584789,1.8986327169931794,0.09773781494009452,3.8949222048837644,0.0822845865881211,16.087588028169016,24.56336370915735,10.933523286748773,8.300649021137504,9.664302276428842,8.814596789196047,9.99125511652639,12.280041039538135
31,middle,15,1,corrector,0.1904761791229248,16,0,predictor,0.1904761791229248,0.0001765701156415389,6.794984961678338e-05,0.00015764592195921523,6.202694196399066e-05,2.9987888410687447e-05,0.0001140160733379393,2.194285945145147e-05,4.938056335859378e-05,0.009633594661590942,0.003707316530579163,0.007642786343447781,0.0030068239660453818,0.18405461176147794,0.6997886555194618,0.10331721372025021,0.23250671725050465,0.08926866218189757,0.2607964017953197,0.09584869905246288,0.3503304290028887
32,middle,16,0,predictor,0.1904761791229248,16,1,corrector,0.20481927692890167,0.03420051238936139,0.0018332493294022242,0.07770003550103866,0.0019556827886617117,0.0021997548174113035,0.0026145394327279775,0.0020895791306543288,0.002107665755388079,1.8659662331914824,0.1000213478307292,3.6280219371118716,0.08794660762784313,13.501284696817269,16.047079862225992,9.83871286715585,9.923873129756501,8.453208044036685,6.549444162972682,8.56465331696457,8.022126117679795
33,middle,16,1,corrector,0.20481927692890167,17,0,predictor,0.20481927692890167,0.00017069611052988876,6.466006454822457e-05,0.00015318569315070363,5.9804693298928804e-05,1.6454141587018967e-05,3.543518792852637e-05,1.5356912076658347e-05,2.421777166768581e-05,0.00931311129961234,0.0035278271772472007,0.007426571762944713,0.0028991191161169246,0.1009894594841778,0.21748812945947665,0.07230750261230197,0.11402856117063662,0.05495971733412181,0.09114087339402607,0.05420801562356125,0.10923782114857637
34,middle,17,0,predictor,0.20481927692890167,17,1,corrector,0.2195121943950653,0.03370525490026921,0.0018819421270416421,0.07237177880597301,0.0020493788703141694,0.0021185562945902348,0.0041457782206629455,0.0017524570957334618,0.0013555474940139774,1.8389451833060229,0.10267800733221208,3.387703383848551,0.09262326430628665,13.002918076641668,25.44525944618911,8.25138513492536,6.382549660715601,7.731372317009527,8.54595445676801,8.19531073024511,12.720438401291323
35,middle,17,1,corrector,0.2195121943950653,18,0,predictor,0.2195121943950653,0.00016612376172986387,6.311600582965913e-05,0.00014986697696883766,5.883122723260181e-05,2.5443732738494873e-05,0.00013493753841726846,1.3340390953797687e-05,2.9864466788171532e-05,0.009063645783713404,0.0034435839531075448,0.007265690575312727,0.002851938542271012,0.15616425827693434,0.8281969008724387,0.06281278091101467,0.14061583471477476,0.06859938798650979,0.27328955014535833,0.08171497442612352,0.4143378322099261
36,middle,18,0,predictor,0.2195121943950653,18,1,corrector,0.23456789553165436,0.03332416090415791,0.0019389233582318463,0.06760845083044842,0.002134755319223425,0.0020110756158828735,0.004375380504984656,0.0014983218970883172,0.0011250459355280431,1.818152847790111,0.10578688044253638,3.171851008829811,0.09691828628739918,12.267398353187307,25.961025567688587,7.054798122628663,5.297240846081293,7.065399346276715,8.530358499449108,7.7196246810085585,12.97926686782834
37,middle,18,1,corrector,0.23456789553165436,19,0,predictor,0.23456789553165436,0.00016250329296951804,6.107679857233088e-05,0.00014724100869045742,5.718550912872783e-05,1.3397308066487312e-05,5.409254249608474e-05,9.644640896477874e-06,1.8037628041992053e-05,0.008866114460842598,0.0033323256233686867,0.007138393716545461,0.0027721739981447506,0.08222774144869216,0.3320000985717918,0.0454114664025958,0.08492956332988766,0.041147119842004566,0.11461471289812505,0.04468306758261881,0.16626933778258537
38,middle,19,0,predictor,0.23456789553165436,19,1,corrector,0.2499999850988388,0.03306720229011262,0.0020051508292329443,0.06336018904403318,0.002213744203938024,0.0016048068646341562,0.0019894527155855193,0.0013311024305266983,0.0010030423922696957,1.8041332889110653,0.10940022468693891,2.9785244204265315,0.10091180508866583,9.849713336839216,12.210527869458506,6.267450903677661,4.7227912771297555,6.026559040325676,4.397975320625518,6.414118878632874,6.103684827539033
39,middle,19,1,corrector,0.2499999850988388,20,0,predictor,0.2499999850988388,0.00016017835513082446,5.951163732856046e-05,0.00014581510347966287,5.619380950302083e-05,8.385395631194115e-06,1.6144839710597646e-05,7.965011255994803e-06,1.259575350448209e-05,0.008739266785232309,0.0032469310539211212,0.007069271379571319,0.00272410736824966,0.05146646927016646,0.09909107851109354,0.03750298688466416,0.0593066805932663,0.029518545398277713,0.04177527121530206,0.029267870324868887,0.050033806638230885
40,middle,20,0,predictor,0.2499999850988388,20,1,corrector,0.26582276821136475,0.032951486493402626,0.002082083282099648,0.05961722179199569,0.002307058239902096,0.0016472600400447845,0.003960355585214063,0.0011846177649204037,0.0008644848002041037,1.7978198814729105,0.11359762844661236,2.8075486208902056,0.10554237451862672,9.95730912463417,22.18000680087497,5.577732795758785,4.0703975276425135,5.783532024473969,7.064247418497442,6.382428872762188,11.090773552648553
41,middle,20,1,corrector,0.26582276821136475,21,0,predictor,0.26582276821136475,0.00015896596313780265,5.8286303064479075e-05,0.0001454282411401664,5.541902585314211e-05,2.0378734916448593e-05,0.00017269325963810225,7.5076390165795814e-06,1.739287302807576e-05,0.00867311916455882,0.0031800773081316395,0.007050519137698184,0.002686556286998504,0.1250771675507591,1.0599276088138003,0.03534946511992233,0.08189375609075475,0.0509481974562837,0.32916776647046236,0.06606384334422863,0.5300705972141825
42,middle,21,0,predictor,0.26582276821136475,21,1,corrector,0.28205129504203796,0.032979631148919,0.002167613224767887,0.05633529165061191,0.0024074830705691085,0.001465603243559599,0.00252425557949387,0.0010783860944911794,0.0008074575949766856,1.7993554425849916,0.11826410780016094,2.6571326164187106,0.11048466424033355,8.99533279220779,15.492950830939757,5.077544558128281,3.8018868550300606,5.284716251668307,5.3744988661367055,5.826232704313252,7.749226696409442
43,middle,21,1,corrector,0.28205129504203796,22,0,predictor,0.28205129504203796,0.00015892401435735337,5.710961649561156e-05,0.00014588411796978562,5.4637028346287874e-05,1.7402926459908485e-05,0.00010964470534331359,6.8048999400383e-06,1.4850248112462621e-05,0.008670830455929231,0.0031158777610733996,0.0070726212487116314,0.0026486510731890626,0.10681275150905434,0.6729588091461959,0.03204064187738982,0.06992189242375854,0.04448506651541789,0.21735708553729582,0.05694268637888298,0.3366783120786227
44,middle,22,0,predictor,0.28205129504203796,22,1,corrector,0.29870128631591797,0.03314798634528415,0.0022609783758381482,0.053465775839868,0.0025129022707630127,0.025630897842347622,0.014967492620054609,0.01811100600161808,0.014375220582704233,1.8085408345470555,0.12335807298028853,2.525232408189364,0.11564327039304827,152.3591266348089,77.5116338983762,84.31213935670912,64.44019583341718,72.01147276073114,34.2267266252759,77.44217952149911,38.75667185264176
45,middle,22,1,corrector,0.29870128631591797,23,0,predictor,0.29870128631591797,0.0004714639149483446,0.00012225915824609924,0.00047355744533206234,0.000138933021060296,1.740199513733387e-05,5.275586642863314e-05,1.3694326461921591e-05,1.9575442086223797e-05,0.0257228820272157,0.0066704106180759766,0.022954588910777646,0.0067328141126433315,0.10680703539418329,0.3237960732907725,0.06447927431479955,0.09217030889549732,0.06056772847700591,0.11358684835697785,0.06488081215248047,0.1618009585237958
46,middle,23,0,predictor,0.29870128631591797,23,1,corrector,0.31578946113586426,0.033415434205380734,0.002395668735493656,0.05102856902522035,0.00261923325236419,0.0022488702088594437,0.0022816959831671456,0.002163546040435449,0.0018551001783877288,1.8231326824819063,0.130706724959309,2.4129188609019057,0.12082328316378686,13.802736875800257,14.004209385742664,10.186983567380246,8.734676628039978,8.16208367731491,5.628327415977091,8.10782786835108,7.002083730249427
47,middle,23,1,corrector,0.31578946113586426,24,0,predictor,0.31578946113586426,0.0002240670762745367,8.448153675047079e-05,0.0002146595753913516,8.72653354875923e-05,1.3156561180949211e-05,6.75710957367512e-05,9.037345778839523e-06,2.9463301741484228e-05,0.012225009775826719,0.004609278747342396,0.010406494593265642,0.004230055597219959,0.08075012575452717,0.4147264929695094,0.04255203782177994,0.1387269626214458,0.041153246910198386,0.1436078731984259,0.045578310173896394,0.20732574037616563
48,middle,24,0,predictor,0.31578946113586426,24,1,corrector,0.3333333432674408,0.033847485050500836,0.0024967887499729707,0.04895268542168196,0.0027309741778628687,0.0009499075822532177,0.0011644165457943736,0.0008016786005669019,0.0005977712009277873,1.8467052032335758,0.1362237923754372,2.3170475514252176,0.12623520273703445,5.830182801353576,7.146759796146368,3.7746766547439594,2.8145855401713176,3.8082768573993477,2.526014815739797,4.073615176389397,3.575444744184455
49,middle,24,1,corrector,0.3333333432674408,25,0,predictor,0.3333333432674408,0.00016397515449284583,5.82648156098735e-05,0.0001541617237421633,5.743548168139274e-05,1.023593358695507e-05,5.732158576045702e-05,7.003857319720641e-06,3.3115362552973846e-05,0.008946418634978824,0.0031789049612300857,0.007473894185404608,0.002784312140867821,0.06282438951893177,0.35181877657424976,0.03297742598993181,0.15592256778926103,0.031730102326820914,0.14605699396939878,0.03514914185216819,0.17578803678750343
50,middle,25,0,predictor,0.3333333432674408,25,1,corrector,0.35135138034820557,0.034412518099998124,0.002591973596264908,0.04723311716224998,0.00284553126791188,0.0008240980096161366,0.0010872201418086003,0.0007404673493738301,0.0005256485886693573,1.8775331796976686,0.14141703939671652,2.2374850603568754,0.13175532728177877,5.0580099917687935,6.672956707032565,3.4864655428061218,2.4749986526349237,3.4583366845152255,2.3690250750495254,3.6477475260628354,3.33552407328405
51,middle,25,1,corrector,0.35135138034820557,26,0,predictor,0.35135138034820557,0.00016797852843808414,5.9682258063354454e-05,0.00015881621405355872,5.913925004929371e-05,2.1650921553373337e-05,0.00024408710858696622,4.9573128953206425e-06,1.0421017413459544e-05,0.009164841111098714,0.0032562400527508277,0.0076995276003688174,0.0028668970850211327,0.13288538046460585,1.498116752726902,0.023341340585860425,0.049067009050072996,0.04994782735528739,0.45178999414516635,0.07029245403248732,0.7488903343031431
52,middle,26,0,predictor,0.35135138034820557,26,1,corrector,0.36986303329467773,0.035109910313622095,0.00267987371534359,0.04586480627767742,0.0029554810423277596,0.0008930598851293325,0.002828436419130453,0.000689022207097878,0.000486164533584313,1.915582619048109,0.1462128346241983,2.174078531479699,0.1370349457927278,5.481272578653741,17.359900766789153,3.2442378253496518,2.289089310837913,3.487284533792897,5.509796864027618,3.82767555506672,8.687081956899112
53,middle,26,1,corrector,0.36986303329467773,27,0,predictor,0.36986303329467773,0.00017155410944269534,6.0649349404316056e-05,0.00016261263758110545,6.0225925967381554e-05,2.004276029765606e-05,0.00025825073977218493,5.298937462427933e-06,2.0168024617307054e-05,0.009359923376027608,0.003309004168273482,0.007883564943072139,0.0029195689418899263,0.12301507911102982,1.5850479031709301,0.024949868339046083,0.09496046375868976,0.047542910212251634,0.5027142409846721,0.06544932202705098,0.7925109126526847
54,middle,27,0,predictor,0.36986303329467773,27,1,corrector,0.3888888657093048,0.03593472338980064,0.002757181568651702,0.04484222141036298,0.003056328337336623,0.000693941256031394,0.0011038529309109503,0.0006424584416038215,0.0004120397802931145,1.9605840895325897,0.15043072008132757,2.1266355832077513,0.1418603423030979,4.259155786994695,6.775042639153499,3.02499390584987,1.9400754097694728,3.03589914113647,2.255479358541575,3.1928956851012233,3.395998140489377
55,middle,27,1,corrector,0.3888888657093048,28,0,predictor,0.3888888657093048,0.0001758922177543809,6.208700774097667e-05,0.00016715193538630047,6.173636702127116e-05,3.8405414670705795e-06,6.693817881326706e-06,3.6624020263720247e-06,4.473446254479321e-06,0.009596608824870491,0.0033874422302689923,0.008103612611485733,0.0029927793904215433,0.023574686756905067,0.04108252282808641,0.017244296429339175,0.021063070825508137,0.015487140000467567,0.01627896310456137,0.0158391496841954,0.020674502476895583
56,middle,28,0,predictor,0.3888888657093048,28,1,corrector,0.40845075249671936,0.03687645676836837,0.0028221670259397876,0.044135422896943055,0.0031370431112885022,0.0006168577820062637,0.0005763174968547919,0.0006121129054292851,0.0004017045604110386,2.01196468480178,0.1539763005558995,2.0938146032624494,0.14571703408121292,3.786045820376806,3.5372244848407406,2.8821129721531102,1.8914123755024606,2.8379734790639546,1.3640388918359958,2.939930211819628,1.7742793424084802
57,middle,28,1,corrector,0.40845075249671936,29,0,predictor,0.40845075249671936,0.00018141005888594464,6.41035495199955e-05,0.0001728950965258491,6.376010305258263e-05,3.981404006481171e-06,9.963540447694143e-06,3.639919881698317e-06,5.707295727240556e-06,0.009897660023004462,0.003497463940605691,0.008382016998613299,0.0030908677609529293,0.024436391073715015,0.061152540777648194,0.017138440009336932,0.02687260945733208,0.015825256124360903,0.023722764401858557,0.01640920403616416,0.03072077269195866
58,middle,29,0,predictor,0.40845075249671936,29,1,corrector,0.4285714626312256,0.0379402959079016,0.0028771980574045218,0.04373108384606894,0.003192886116516811,0.000591641990467906,0.0005865687746081871,0.0005858864314376433,0.0003940175024049037,2.070007321394967,0.15697877155170933,2.0750271497604977,0.14838061393940075,3.63128058121456,3.6001430512006114,2.7586265038321454,1.8552181221209914,2.746982985418211,1.3952475113092067,2.8531538654875295,1.8040986259911214
59,middle,29,1,corrector,0.4285714626312256,30,0,predictor,0.4285714626312256,0.00018793119021154325,6.643748904700688e-05,0.0001796342992577138,6.605481166128735e-05,3.4885015338659286e-06,1.1141935254802511e-05,3.3765814408670547e-06,5.314372336726244e-06,0.010253450331560172,0.003624802744718721,0.008708703273312874,0.003202087010442268,0.021411137278214743,0.06838509399225784,0.01589851984157952,0.025022542924149814,0.014676378445263427,0.024969238707575545,0.015059920275763812,0.034414500446876016
