sample_id,sample_index,class_id,seed,window_id,stage,start_call,end_call,window_len,start_step,end_step,start_t,end_t,start_call_kind,end_call_kind,num_predictor,num_corrector,pis_lpips,pis_dino,pis_psnr,pis_ssim,pis_total_z,pis_total_rank
0,0,0,0,27,mid,16,23,8,8,11,0.0869565159082412,0.1363636404275894,predictor,corrector,4,4,0.138179525732994,0.2037210464477539,32.853057861328125,0.95223867893219,8.034782737731877,1.9607142857142856
0,0,0,0,28,mid,16,27,12,8,13,0.0869565159082412,0.1627907007932663,predictor,corrector,6,6,0.154834359884262,0.2143170237541198,31.28064346313477,0.945666491985321,8.717519779222657,1.969642857142857
0,0,0,0,29,mid,16,31,16,8,15,0.0869565159082412,0.1904761791229248,predictor,corrector,8,8,0.1696051657199859,0.2228239178657531,29.840429306030277,0.9389804601669312,9.300033225813618,1.975
0,0,0,0,30,mid,20,21,2,10,10,0.1111111044883728,0.123595505952835,predictor,corrector,1,1,0.0006237923516891,0.0008904337882995,56.12720489501953,0.9997541308403016,-0.5815132014024529,1.0946428571428573
0,0,0,0,31,mid,20,23,4,10,11,0.1111111044883728,0.1363636404275894,predictor,corrector,2,2,0.0693028420209884,0.1045234203338623,37.977027893066406,0.9759637713432312,3.7814669782052706,1.894642857142857
0,0,0,0,32,mid,20,27,8,10,13,0.1111111044883728,0.1627907007932663,predictor,corrector,4,4,0.0840802937746048,0.1142994165420532,36.12177276611328,0.9704658389091492,4.3969115093174675,1.917857142857143
0,0,0,0,33,mid,24,25,2,12,12,0.1363636404275894,0.1494252830743789,predictor,corrector,1,1,0.000599782099016,0.0009536743164062,57.13159942626953,0.9997612833976746,-0.5804702005350806,1.0982142857142858
0,0,0,0,34,mid,24,27,4,12,13,0.1363636404275894,0.1627907007932663,predictor,corrector,2,2,0.068912535905838,0.1070890426635742,38.053688049316406,0.9756134748458862,3.8381220554137254,1.8964285714285714
0,0,0,0,35,mid,24,31,8,12,15,0.1363636404275894,0.1904761791229248,predictor,corrector,4,4,0.0807497575879097,0.1141536235809326,36.6122932434082,0.9705781936645508,4.311327312496305,1.9142857142857144
0,0,0,0,36,mid,32,33,2,16,16,0.1904761791229248,0.2048192769289016,predictor,corrector,1,1,0.0003111485275439,0.0005203485488891,60.17412567138672,0.999882698059082,-0.5987492739992362,0.9553571428571428
0,0,0,0,37,mid,32,35,4,16,17,0.1904761791229248,0.2195121943950653,predictor,corrector,2,2,0.0666599199175834,0.1066056489944458,38.34519577026367,0.9765024185180664,3.770301922314591,1.8892857142857142
0,0,0,0,38,mid,32,39,8,16,19,0.1904761791229248,0.2499999850988388,predictor,corrector,4,4,0.078906312584877,0.1172008514404296,36.96323013305664,0.9709479212760924,4.34471864696844,1.9160714285714286
0,0,0,0,39,mid,32,43,12,16,21,0.1904761791229248,0.2820512950420379,predictor,corrector,6,6,0.0904925689101219,0.131064236164093,35.71476745605469,0.966820240020752,4.987301521156368,1.9339285714285714
0,0,0,0,40,mid,40,41,2,20,20,0.2499999850988388,0.2658227682113647,predictor,corrector,1,1,4.169618478044868e-05,6.908178329467773e-05,68.23649597167969,0.999987006187439,-0.6170203612907481,0.5026785714285714
0,0,0,0,41,mid,40,43,4,20,21,0.2499999850988388,0.2820512950420379,predictor,corrector,2,2,0.0004938464844599,0.0007879734039306,57.47247695922852,0.9998444318771362,-0.5873510212566881,1.0339285714285715
0,0,0,0,42,mid,40,47,8,20,23,0.2499999850988388,0.3157894611358642,predictor,corrector,4,4,0.0687029287219047,0.1078647375106811,38.20302200317383,0.9767524600028992,3.853000921765485,1.8964285714285714
0,0,0,0,43,mid,40,55,16,20,27,0.2499999850988388,0.3888888657093048,predictor,corrector,8,8,0.0861435085535049,0.1210744380950927,36.11744689941406,0.9732653498649596,4.622526556953385,1.925
0,0,0,0,44,mid,50,51,2,25,25,0.3333333432674408,0.3513513803482055,predictor,corrector,1,1,1.2127118679927662e-05,1.0371208190917969e-05,73.07398986816406,0.9999968409538268,-0.6192626605713972,0.275
0,0,0,0,45,mid,50,53,4,25,26,0.3333333432674408,0.3698630332946777,predictor,corrector,2,2,0.0001417368766851,0.0001091361045837,62.262351989746094,0.9999620914459229,-0.6135285141073006,0.6821428571428572
0,0,0,0,46,mid,50,57,8,25,28,0.3333333432674408,0.4084507524967193,predictor,corrector,4,4,0.0015196908498182,0.0010324716567993,51.84204864501953,0.9995813369750975,-0.5558366702801476,1.2392857142857143
0,0,0,0,47,mid,50,61,12,25,30,0.3333333432674408,0.4492753744125366,predictor,corrector,6,6,0.0054173665121197,0.0033737421035766,46.151817321777344,0.99843168258667,-0.3996332604235468,1.5625
0,0,0,0,48,mid,60,61,2,30,30,0.4285714626312256,0.4492753744125366,predictor,corrector,1,1,5.9464578043844085e-06,3.457069396972656e-06,75.38005828857422,0.9999979734420776,-0.6195930191325063,0.18392857142857144
0,0,0,0,49,mid,60,63,4,30,31,0.4285714626312256,0.4705882966518402,predictor,corrector,2,2,7.41810945328325e-05,4.45246696472168e-05,64.39173889160156,0.9999729990959167,-0.6168563752580833,0.5035714285714286
0,0,0,0,50,mid,60,67,8,30,33,0.4285714626312256,0.5151515603065491,predictor,corrector,4,4,0.0008739487966522,0.0005328655242919,53.71306991577149,0.9996525645256042,-0.5846000143746546,1.0678571428571428
0,0,0,0,51,mid,70,71,2,35,35,0.5384615659713745,0.5625000596046448,predictor,corrector,1,1,7.95115738583263e-06,4.470348358154297e-06,75.50980377197266,0.999996304512024,-0.6195176079848876,0.2089285714285714
0,0,0,0,52,mid,70,73,4,35,36,0.5384615659713745,0.5873016119003296,predictor,corrector,2,2,0.0001032406580634,5.4895877838134766e-05,64.370849609375,0.999954342842102,-0.6158746999646588,0.5499999999999999
0,0,0,0,53,mid,70,77,8,35,38,0.5384615659713745,0.6393442749977112,predictor,corrector,4,4,0.0013115548063069,0.0006192922592163,53.40024566650391,0.999409794807434,-0.571618022215911,1.1464285714285714
0,0,0,0,54,mid,70,81,12,35,40,0.5384615659713745,0.6949153542518616,predictor,corrector,6,6,0.0056189950555562,0.0023701190948486,47.145782470703125,0.9974004626274108,-0.42059316811238145,1.525
0,0,0,0,55,mid,80,81,2,40,40,0.6666666269302368,0.6949153542518616,predictor,corrector,1,1,1.743359098327346e-05,6.318092346191406e-06,73.61408996582031,0.9999927282333374,-0.619236948896015,0.25982142857142854
0,0,0,0,56,mid,80,83,4,40,41,0.6666666269302368,0.7241379618644714,predictor,corrector,2,2,0.0002276148588862,7.838010787963867e-05,62.45176696777344,0.9999035596847534,-0.6122128963449547,0.6910714285714286
0,0,0,0,57,mid,80,87,8,40,43,0.6666666269302368,0.7857142686843872,predictor,corrector,4,4,0.0030452744103968,0.0009580254554748,51.27558135986328,0.9986797571182252,-0.5202804841943633,1.3339285714285714
0,0,0,0,58,tail,88,89,2,44,44,0.7857142686843872,0.8181819319725037,predictor,corrector,1,1,5.544637679122389e-05,2.2351741790771484e-05,69.95941925048828,0.9999783039093018,-0.617889121139614,0.4089285714285714
0,0,0,0,59,tail,88,91,4,44,45,0.7857142686843872,0.8518519401550293,predictor,corrector,2,2,0.0007094730390235,0.0002917647361755,58.87857437133789,0.9997211694717408,-0.5948657670163464,0.9571428571428571
0,0,0,0,60,tail,88,93,6,44,46,0.7857142686843872,0.8867924809455872,predictor,corrector,3,3,0.0032754675485193,0.001387596130371,52.20210266113281,0.998701512813568,-0.5035340473541915,1.3928571428571428
0,0,0,0,61,tail,90,91,2,45,45,0.8181819319725037,0.8518519401550293,predictor,corrector,1,1,8.407516725128517e-05,3.713369369506836e-05,68.57037353515625,0.9999684691429138,-0.6168041444495431,0.4892857142857143
0,0,0,0,62,tail,90,93,4,45,46,0.8181819319725037,0.8867924809455872,predictor,corrector,2,2,0.0010582489194348,0.0004835724830627,57.43446350097656,0.999598741531372,-0.5813451223339271,1.0750000000000002
0,0,0,0,63,tail,90,95,6,45,47,0.8181819319725037,0.9230769872665404,predictor,corrector,3,3,0.0048643839545547,0.00217866897583,50.47471618652344,0.9980974197387696,-0.4440745605090076,1.4982142857142857
0,0,0,0,64,tail,92,93,2,46,46,0.8518519401550293,0.8867924809455872,predictor,corrector,1,1,0.0001358552253805,6.133317947387695e-05,66.6441879272461,0.9999507665634156,-0.614907262632888,0.5946428571428571
0,0,0,0,65,tail,92,95,4,46,47,0.8518519401550293,0.9230769872665404,predictor,corrector,2,2,0.0016469466499984,0.0007697939872741,55.19848251342773,0.99936842918396,-0.5594926858989047,1.2035714285714287
0,0,0,0,66,tail,92,97,6,46,48,0.8518519401550293,0.960784375667572,predictor,corrector,3,3,0.0064253276214003,0.0031017065048217,47.81676864624024,0.9971412420272828,-0.38189498143674594,1.575
0,0,0,0,67,tail,94,95,2,47,47,0.8867924809455872,0.9230769872665404,predictor,corrector,1,1,0.000231988786254,0.0001046657562255,63.432411193847656,0.9999111890792848,-0.611426756753346,0.725
0,0,0,0,68,tail,94,97,4,47,48,0.8867924809455872,0.960784375667572,predictor,corrector,2,2,0.0021940674632787,0.0010591745376586,51.56800842285156,0.9989312887191772,-0.5385800863590476,1.2964285714285713
0,0,0,0,69,tail,96,97,2,48,48,0.9230769872665404,0.960784375667572,predictor,corrector,1,1,0.0003237314522266,0.0001547336578369,58.11973190307617,0.9998022317886353,-0.6078802161545014,0.8017857142857143
1,1,1,1,0,sanity,1,1,1,0,0,0.0101010100916028,0.0101010100916028,corrector,corrector,0,1,0.0018484867177903,0.0008425712585449,43.850196838378906,0.9991890788078308,-0.5526624503638272,1.2446428571428572
1,1,1,1,1,sanity,2,2,1,1,1,0.0101010100916028,0.0101010100916028,predictor,predictor,1,0,2.027809932769742e-05,8.64267349243164e-06,64.67274475097656,0.9999912977218628,-0.6191070491129914,0.2928571428571428
1,1,1,1,2,sanity,3,3,1,1,1,0.0204081628471612,0.0204081628471612,corrector,corrector,0,1,0.0016544698737561,0.0008052587509155,43.958045959472656,0.9992551803588868,-0.558392177009364,1.2160714285714285
1,1,1,1,3,sanity,5,5,1,2,2,0.0309278350323438,0.0309278350323438,corrector,corrector,0,1,0.001133075915277,0.0006204843521118,45.6562385559082,0.999486207962036,-0.575971857888938,1.1321428571428571
1,1,1,1,4,sanity,7,7,1,3,3,0.0416666641831398,0.0416666641831398,corrector,corrector,0,1,0.0006512945401482,0.0003896951675415,49.04701614379883,0.9997189044952391,-0.5937664805518499,0.9839285714285715
1,1,1,1,5,sanity,8,8,1,4,4,0.0416666641831398,0.0416666641831398,predictor,predictor,1,0,2.198448964918498e-05,1.0013580322265623e-05,65.08485412597656,0.9999911785125732,-0.6190297325631886,0.30892857142857144
1,1,1,1,6,sanity,16,16,1,8,8,0.0869565159082412,0.0869565159082412,predictor,predictor,1,0,1.1413685570005327e-06,7.748603820800781e-07,77.30952453613281,0.999999463558197,-0.6197803175132591,0.08482142857142858
1,1,1,1,7,sanity,32,32,1,16,16,0.1904761791229248,0.1904761791229248,predictor,predictor,1,0,5.9166346488837014e-08,0.0,91.79935455322266,0.9999998807907104,-0.6198269101668987,0.027678571428571427
1,1,1,1,8,sanity,64,64,1,32,32,0.4705882966518402,0.4705882966518402,predictor,predictor,1,0,5.21689784704904e-08,0.0,96.99560546875,0.9999998807907104,-0.6198270820682679,0.02589285714285714
1,1,1,1,9,sanity,90,90,1,45,45,0.8181819319725037,0.8181819319725037,predictor,predictor,1,0,1.206493493555172e-06,2.384185791015625e-07,85.14839935302734,0.9999990463256836,-0.6197925683752685,0.0732142857142857
1,1,1,1,10,sanity,98,98,1,49,49,0.960784375667572,0.960784375667572,predictor,predictor,1,0,0.0001926043187268,4.857778549194336e-05,61.02790832519531,0.999914050102234,-0.6138424720131973,0.6160714285714286
1,1,1,1,11,early,1,2,2,0,1,0.0101010100916028,0.0101010100916028,corrector,predictor,1,1,0.0070010786876082,0.0018422603607177,37.72872543334961,0.9969102144241332,-0.4002692528695635,1.5267857142857144
1,1,1,1,12,early,3,4,2,1,2,0.0204081628471612,0.0204081628471612,corrector,predictor,1,1,0.0062019368633627,0.0018901824951171,37.876346588134766,0.9971818923950196,-0.41866409632179924,1.5160714285714285
1,1,1,1,13,early,5,6,2,2,3,0.0309278350323438,0.0309278350323438,corrector,predictor,1,1,0.0041425824165344,0.0015681385993957,39.71626663208008,0.9980818033218384,-0.47757045477363314,1.4428571428571428
1,1,1,1,14,early,7,8,2,3,4,0.0416666641831398,0.0416666641831398,corrector,predictor,1,1,0.002380198566243,0.0011156201362609,43.13214874267578,0.9989410638809204,-0.5325500749734866,1.3214285714285716
1,1,1,1,15,early,1,4,4,0,2,0.0101010100916028,0.0204081628471612,corrector,predictor,2,2,0.0381508320569992,0.0057092905044555,29.402189254760746,0.9820290803909302,0.4648190148533753,1.7535714285714286
1,1,1,1,16,early,3,6,4,1,3,0.0204081628471612,0.0309278350323438,corrector,predictor,2,2,0.0276442468166351,0.0050682425498962,30.51642227172852,0.9865977168083192,0.19015653955920161,1.730357142857143
1,1,1,1,17,transition,8,9,2,4,4,0.0416666641831398,0.0526315756142139,predictor,corrector,1,1,0.0006806855672039,0.0003944635391235,49.796024322509766,0.9997217655181884,-0.5929213258142302,0.9946428571428572
1,1,1,1,18,transition,8,11,4,4,5,0.0416666641831398,0.0638297870755195,predictor,corrector,2,2,0.0046757529489696,0.0016646981239318,40.7863655090332,0.997919261455536,-0.4619791441172242,1.467857142857143
1,1,1,1,19,transition,10,11,2,5,5,0.0526315756142139,0.0638297870755195,predictor,corrector,1,1,0.0003705952258314,0.0002162456512451,52.97511672973633,0.9998527765274048,-0.6051407133978953,0.8571428571428572
1,1,1,1,20,transition,10,13,4,5,6,0.0526315756142139,0.0752688199281692,predictor,corrector,2,2,0.0026647173799574,0.0012063384056091,43.57293701171875,0.9988068342208862,-0.5232181048897215,1.35
1,1,1,1,21,transition,12,13,2,6,6,0.0638297870755195,0.0752688199281692,predictor,corrector,1,1,0.0001710396027192,0.0001049041748046,55.78269958496094,0.9999276995658876,-0.6129179135744864,0.6910714285714286
1,1,1,1,22,transition,12,15,4,6,7,0.0638297870755195,0.0869565159082412,predictor,corrector,2,2,0.0014678608858957,0.000798761844635,45.71208190917969,0.9992849230766296,-0.5631442688603256,1.1910714285714286
1,1,1,1,23,transition,14,15,2,7,7,0.0752688199281692,0.0869565159082412,predictor,corrector,1,1,0.0001057842309819,6.872415542602539e-05,57.14568328857422,0.9999491572380066,-0.6154551713095573,0.5803571428571428
1,1,1,1,24,transition,14,17,4,7,8,0.0752688199281692,0.0989011004567146,predictor,corrector,2,2,0.0010654765646904,0.000558853149414,46.68141174316406,0.9994227290153505,-0.5792238407076467,1.1071428571428572
1,1,1,1,25,mid,16,17,2,8,8,0.0869565159082412,0.0989011004567146,predictor,corrector,1,1,0.0001004085643216,5.996227264404297e-05,57.2119140625,0.9999470710754396,-0.6158134620883362,0.5508928571428572
1,1,1,1,26,mid,16,19,4,8,9,0.0869565159082412,0.1111111044883728,predictor,corrector,2,2,0.0009907411877065,0.0004574060440063,46.89215850830078,0.9994200468063354,-0.5836791653453222,1.0535714285714286
1,1,1,1,27,mid,16,23,8,8,11,0.0869565159082412,0.1363636404275894,predictor,corrector,4,4,0.0070821424014866,0.0025396347045898,37.71620559692383,0.9951597452163696,-0.38027180875183,1.5642857142857143
1,1,1,1,28,mid,16,27,12,8,13,0.0869565159082412,0.1627907007932663,predictor,corrector,6,6,0.0183769837021827,0.0065116286277771,33.18819046020508,0.9861521124839784,-0.00024060397278594103,1.725
1,1,1,1,29,mid,16,31,16,8,15,0.0869565159082412,0.1904761791229248,predictor,corrector,8,8,0.0330211296677589,0.0124070048332214,30.41942405700684,0.9734994769096376,0.5117326721908144,1.7928571428571427
1,1,1,1,30,mid,20,21,2,10,10,0.1111111044883728,0.123595505952835,predictor,corrector,1,1,7.911745342426002e-05,3.904104232788086e-05,58.08478546142578,0.9999516010284424,-0.6168766913582138,0.4875
1,1,1,1,31,mid,20,23,4,10,11,0.1111111044883728,0.1363636404275894,predictor,corrector,2,2,0.0006987643428146,0.0002973675727844,48.27034378051758,0.9995409846305848,-0.5949841795298831,0.9553571428571428
1,1,1,1,32,mid,20,27,8,10,13,0.1111111044883728,0.1627907007932663,predictor,corrector,4,4,0.004673384130001,0.0015849471092224,39.56841278076172,0.9966351985931396,-0.4640964840100442,1.4607142857142859
1,1,1,1,33,mid,24,25,2,12,12,0.1363636404275894,0.1494252830743789,predictor,corrector,1,1,3.845110768452287e-05,1.7821788787841797e-05,61.96462631225586,0.999977707862854,-0.6184235986619908,0.36250000000000004
1,1,1,1,34,mid,24,27,4,12,13,0.1363636404275894,0.1627907007932663,predictor,corrector,2,2,0.0003586754319258,0.0001497268676757,52.04403305053711,0.999788463115692,-0.6071510359894994,0.8089285714285714
1,1,1,1,35,mid,24,31,8,12,15,0.1363636404275894,0.1904761791229248,predictor,corrector,4,4,0.0027445864398032,0.0009772777557373,43.04165267944336,0.998356819152832,-0.5271702695616942,1.325
1,1,1,1,36,mid,32,33,2,16,16,0.1904761791229248,0.2048192769289016,predictor,corrector,1,1,1.1198763786524069e-05,3.039836883544922e-06,69.12202453613281,0.9999946355819702,-0.6194747607737878,0.2125
1,1,1,1,37,mid,32,35,4,16,17,0.1904761791229248,0.2195121943950653,predictor,corrector,2,2,0.0001386070071021,3.671646118164063e-05,58.27532958984375,0.9999353885650636,-0.6154752567055473,0.5446428571428572
1,1,1,1,38,mid,32,39,8,16,19,0.1904761791229248,0.2499999850988388,predictor,corrector,4,4,0.0015323386760428,0.0003907680511474,48.007694244384766,0.9992845058441162,-0.5720945418247368,1.1017857142857141
1,1,1,1,39,mid,32,43,12,16,21,0.1904761791229248,0.2820512950420379,predictor,corrector,6,6,0.0058584990911185,0.001484990119934,42.46011352539063,0.9973475337028505,-0.43756312597353386,1.4857142857142858
1,1,1,1,40,mid,40,41,2,20,20,0.2499999850988388,0.2658227682113647,predictor,corrector,1,1,8.902555237000342e-06,2.026557922363281e-06,71.62947082519531,0.999996781349182,-0.6195573332984552,0.18392857142857144
1,1,1,1,41,mid,40,43,4,20,21,0.2499999850988388,0.2820512950420379,predictor,corrector,2,2,0.0001163728011306,2.5510787963867188e-05,60.55538940429688,0.999950110912323,-0.6163108019623573,0.4928571428571429
1,1,1,1,42,mid,40,47,8,20,23,0.2499999850988388,0.3157894611358642,predictor,corrector,4,4,0.0022188376169651,0.0004756450653076,48.4990463256836,0.9990419149398804,-0.5530381160022004,1.1803571428571429
1,1,1,1,43,mid,40,55,16,20,27,0.2499999850988388,0.3888888657093048,predictor,corrector,8,8,0.026654664427042,0.006160020828247,38.38854217529297,0.9891018867492676,0.1940352610038879,1.7464285714285714
1,1,1,1,44,mid,50,51,2,25,25,0.3333333432674408,0.3513513803482055,predictor,corrector,1,1,9.55344603426056e-06,1.6689300537109375e-06,72.84521484375,0.9999959468841552,-0.6195505769797129,0.1732142857142857
1,1,1,1,45,mid,50,53,4,25,26,0.3333333432674408,0.3698630332946777,predictor,corrector,2,2,0.0001216795935761,2.1278858184814453e-05,61.75346755981445,0.9999504089355468,-0.616289699341737,0.48392857142857143
1,1,1,1,46,mid,50,57,8,25,28,0.3333333432674408,0.4084507524967193,predictor,corrector,4,4,0.0014324568910524,0.0002492666244506,51.05503845214844,0.9994069933891296,-0.5782018175722093,1.0428571428571427
1,1,1,1,47,mid,50,61,12,25,30,0.3333333432674408,0.4492753744125366,predictor,corrector,6,6,0.0056750206276774,0.0009885430335998,45.16666030883789,0.9976367950439452,-0.454888671149873,1.4321428571428572
1,1,1,1,48,mid,60,61,2,30,30,0.4285714626312256,0.4492753744125366,predictor,corrector,1,1,9.480305379838684e-06,1.4901161193847656e-06,73.6722640991211,0.9999960660934448,-0.6195569907146741,0.16696428571428573
1,1,1,1,49,mid,60,63,4,30,31,0.4285714626312256,0.4705882966518402,predictor,corrector,2,2,0.0001201902487082,1.9550323486328125e-05,62.56040573120117,0.9999500513076782,-0.6163709176671519,0.46964285714285714
1,1,1,1,50,mid,60,67,8,30,33,0.4285714626312256,0.5151515603065491,predictor,corrector,4,4,0.0014249704545363,0.0002424716949462,51.78464889526367,0.9993869066238404,-0.5785611766226971,1.0348214285714286
1,1,1,1,51,mid,70,71,2,35,35,0.5384615659713745,0.5625000596046448,predictor,corrector,1,1,9.65998879109975e-06,1.3709068298339844e-06,73.81840515136719,0.9999959468841552,-0.6195556544549723,0.16428571428571428
1,1,1,1,52,mid,70,73,4,35,36,0.5384615659713745,0.5873016119003296,predictor,corrector,2,2,0.000123370977235,1.8715858459472656e-05,62.65615081787109,0.999945342540741,-0.616314323684524,0.4714285714285714
1,1,1,1,53,mid,70,77,8,35,38,0.5384615659713745,0.6393442749977112,predictor,corrector,4,4,0.0015516402199864,0.000239074230194,51.66212463378906,0.9993066787719728,-0.5755370557483773,1.0428571428571427
1,1,1,1,54,mid,70,81,12,35,40,0.5384615659713745,0.6949153542518616,predictor,corrector,6,6,0.0066309664398431,0.00103759765625,45.41938781738281,0.997002124786377,-0.4301377813290186,1.4607142857142856
1,1,1,1,55,mid,80,81,2,40,40,0.6666666269302368,0.6949153542518616,predictor,corrector,1,1,2.0059491362189877e-05,2.86102294921875e-06,71.50416564941406,0.999991774559021,-0.6192616999611129,0.23839285714285713
1,1,1,1,56,mid,80,83,4,40,41,0.6666666269302368,0.7241379618644714,predictor,corrector,2,2,0.0002652987022884,3.981590270996094e-05,60.34526443481445,0.9998892545700072,-0.612282849015426,0.6401785714285715
1,1,1,1,57,mid,80,87,8,40,43,0.6666666269302368,0.7857142686843872,predictor,corrector,4,4,0.0035740360617637,0.0005717873573303,49.27095413208008,0.9985100626945496,-0.5172631674545075,1.2910714285714286
1,1,1,1,58,tail,88,89,2,44,44,0.7857142686843872,0.8181819319725037,predictor,corrector,1,1,5.931009945925325e-05,1.0967254638671877e-05,67.82867431640625,0.9999746680259703,-0.6180881465838434,0.3580357142857143
