index,class_id,seed,psnr_db,ssim,lpips
64,64,64,36.76422119140625,0.9922535419464111,0.019833937287330627
65,65,65,35.18244934082031,0.9854051470756531,0.024243932217359543
66,66,66,31.550207138061523,0.947067141532898,0.058508194983005524
67,67,67,31.607746124267578,0.9700820446014404,0.041468020528554916
68,68,68,31.432268142700195,0.9614405632019043,0.051958732306957245
69,69,69,30.805225372314453,0.9783331155776978,0.03032607026398182
70,70,70,33.11948776245117,0.9656778573989868,0.048843737691640854
71,71,71,46.35228729248047,0.9976810812950134,0.008294113911688328
72,72,72,36.8551139831543,0.9885176420211792,0.024120058864355087
73,73,73,35.780303955078125,0.9786095023155212,0.024560660123825073
74,74,74,39.17293167114258,0.9907823801040649,0.030868418514728546
75,75,75,35.688053131103516,0.982635498046875,0.04729384556412697
76,76,76,34.68080139160156,0.9679173231124878,0.04840121418237686
77,77,77,33.99163818359375,0.9754756689071655,0.053715746849775314
78,78,78,34.98007583618164,0.9674393534660339,0.05208622291684151
79,79,79,37.921058654785156,0.9850692749023438,0.021563002839684486
80,80,80,32.31498336791992,0.9842594861984253,0.024657174944877625
81,81,81,33.95938491821289,0.9776026010513306,0.03177737444639206
82,82,82,34.611507415771484,0.9792798757553101,0.0388014055788517
83,83,83,37.2720947265625,0.992344081401825,0.016127945855259895
84,84,84,33.161293029785156,0.9570898413658142,0.03713969141244888
85,85,85,32.82447052001953,0.9823031425476074,0.03820853680372238
86,86,86,33.81321334838867,0.9725002646446228,0.04048613831400871
87,87,87,37.362030029296875,0.9854651689529419,0.021327752619981766
88,88,88,38.3946647644043,0.991801917552948,0.01635260507464409
89,89,89,37.046905517578125,0.9654411673545837,0.05230455845594406
90,90,90,35.11956024169922,0.9728488326072693,0.028421759605407715
91,91,91,35.02293014526367,0.9762765169143677,0.05922216176986694
92,92,92,43.661048889160156,0.9943158030509949,0.016533365473151207
93,93,93,36.461669921875,0.9838433265686035,0.03393735736608505
94,94,94,40.810054779052734,0.9952082633972168,0.00963832251727581
95,95,95,38.55121994018555,0.9893908500671387,0.02648109942674637
96,96,96,42.81816864013672,0.9943866729736328,0.015085583552718163
97,97,97,29.332216262817383,0.9617966413497925,0.04205761104822159
98,98,98,42.57179641723633,0.9886240363121033,0.03191431984305382
99,99,99,34.95762252807617,0.9819128513336182,0.032412197440862656
100,100,100,33.11238479614258,0.9605960249900818,0.04236505925655365
101,101,101,37.12956237792969,0.965934157371521,0.07451703399419785
102,102,102,34.57005310058594,0.9812716245651245,0.026863811537623405
103,103,103,40.072025299072266,0.9836921095848083,0.0335836224257946
104,104,104,33.86387634277344,0.9620951414108276,0.05454295128583908
105,105,105,33.48054504394531,0.9559425115585327,0.057202503085136414
106,106,106,31.927223205566406,0.9615356922149658,0.041779302060604095
107,107,107,36.88130187988281,0.9664044380187988,0.04308442398905754
108,108,108,34.477699279785156,0.9614257216453552,0.06523445248603821
109,109,109,32.610107421875,0.9602333307266235,0.06215286999940872
110,110,110,33.401878356933594,0.97474205493927,0.041153356432914734
111,111,111,41.932735443115234,0.9952538013458252,0.020212598145008087
112,112,112,42.4320182800293,0.9936394691467285,0.01597706787288189
113,113,113,34.30486297607422,0.9702540636062622,0.04506630077958107
114,114,114,37.93938446044922,0.9741466045379639,0.056552428752183914
115,115,115,31.170547485351562,0.9535677433013916,0.0678810328245163
116,116,116,31.057579040527344,0.9681147933006287,0.05355671048164368
117,117,117,38.24369812011719,0.9837764501571655,0.03284108638763428
118,118,118,33.099578857421875,0.9523434638977051,0.07107704132795334
119,119,119,35.826683044433594,0.9831889867782593,0.03202483430504799
120,120,120,36.394012451171875,0.9799982309341431,0.05417118966579437
121,121,121,35.14667892456055,0.9803072810173035,0.03407304733991623
122,122,122,38.92356872558594,0.9880996942520142,0.03582199662923813
123,123,123,35.47053527832031,0.9806920886039734,0.029780752956867218
124,124,124,37.26375198364258,0.9830508232116699,0.02448149397969246
125,125,125,40.66501235961914,0.9917139410972595,0.01943018101155758
126,126,126,41.784217834472656,0.989632248878479,0.024878520518541336
127,127,127,39.824623107910156,0.9854639768600464,0.02455504983663559
128,128,128,39.4946403503418,0.9956569075584412,0.011611394584178925
129,129,129,34.88400650024414,0.9770748019218445,0.0269523486495018
130,130,130,34.36412811279297,0.9754253625869751,0.032745447009801865
131,131,131,30.74886131286621,0.9612600207328796,0.04416387528181076
132,132,132,42.44268798828125,0.9981924295425415,0.0066558136604726315
133,133,133,35.4677619934082,0.9788548350334167,0.03916652128100395
134,134,134,34.8345832824707,0.9494847655296326,0.047138430178165436
135,135,135,31.724876403808594,0.9568009376525879,0.055288154631853104
136,136,136,37.17237854003906,0.9902204275131226,0.0129934661090374
137,137,137,33.36992263793945,0.9607269167900085,0.04277563467621803
138,138,138,32.37163162231445,0.9654026031494141,0.04175397381186485
139,139,139,37.43822479248047,0.9831961393356323,0.027027415111660957
140,140,140,30.094139099121094,0.9632017612457275,0.04619937017560005
141,141,141,35.53715133666992,0.9779901504516602,0.020061567425727844
