sample_id,sample_index,class_id,seed,window_id,stage,start_call,end_call,window_len,pis_lpips,pis_dino,pis_total_z,pis_total_rank,pis_psnr,pis_ssim,start_step,end_step,start_t,end_t,start_call_kind,end_call_kind,mean_t,min_t,max_t,num_predictor,num_corrector,R_time_len,R_time_sum_ode,R_time_mean_t,R_time_inv_1mt,R_raw_adj,R_raw_anchor,R_sea_adj,R_sea_anchor,R_xw_adj,R_xw_anchor,R_xwp_anchor,R_xwp_ode_scalar,R_xwp_ode_vector,R_uncertainty_sum,R_uncertainty_mean,R_xwp_ode_scalar_u_eta0p03,R_xwp_ode_scalar_u_eta0p1,R_xwp_ode_scalar_u_eta0p3,R_xwp_ode_vector_u_eta0p03,R_xwp_ode_vector_u_eta0p1,R_xwp_ode_vector_u_eta0p3,R_oracle_xhat_scalar,R_oracle_xhat_vector,R_oracle_xhat_scalar_u_eta0p1,R_oracle_xhat_vector_u_eta0p1,valid_risk,invalid_reason,n_calls,risk_compute_sec
0,0,0,0,0,sanity,1,1,1,0.2149776518344879,0.1495198607444763,8.521992122553682,1.9607142857142856,28.50106430053711,0.9172950983047484,0,0,0.0101010100916028,0.0101010100916028,corrector,corrector,0.010101010091602802,0.010101010091602802,0.010101010091602802,0,1,1.0,0.010204081623052797,0.010101010091602802,1.0102040816230529,0.01276202779263258,0.01276202779263258,2.0,0.19860675930976868,2.0,1.3752052783966064,1.3830699920654297,0.01411295908943063,1.3830700109391239,0.9837292432785034,0.9837292432785034,0.04362483638778573,0.11248588341728097,0.3092317320729816,1.412581888237479,1.4814429352669742,1.6781887839226748,0.0018021415674031463,0.176609842856562,0.10017506589525349,0.27498276718441234,True,,1,0.35738848987966776
0,0,0,0,1,sanity,2,2,1,0.0576141327619552,0.1533010005950927,4.7537372054500375,1.9017857142857144,37.596946716308594,0.9811222553253174,1,1,0.0101010100916028,0.0101010100916028,predictor,predictor,0.010101010091602802,0.010101010091602802,0.010101010091602802,1,0,1.0,0.010412327783577483,0.010101010091602802,1.0102040816230529,0.0008717835880815983,0.0008717835880815983,0.018101433292031288,0.018101433292031288,0.018101442605257034,1.4138678312301636,1.422777533531189,0.014814426042236643,1.4227776369784595,0.9837292432785034,0.9837292432785034,0.04432630334059175,0.11318735037008698,0.30993319902578764,1.4522895142768146,1.5211505613063099,1.7178964099620104,0.0004015950445464571,0.03856919247472903,0.0987745193723968,0.13694211680257937,True,,1,0.015216493979096413
0,0,0,0,2,sanity,3,3,1,0.0898672267794609,0.2246754169464111,7.38895025935019,1.9571428571428573,33.930606842041016,0.9686403274536132,1,1,0.0204081628471612,0.0204081628471612,corrector,corrector,0.020408162847161293,0.020408162847161293,0.020408162847161293,0,1,1.0,0.010521885100141294,0.020408162847161293,1.0208333328975843,0.014421049505472183,0.014421049505472183,0.230849489569664,0.22080224752426147,0.5904684662818909,1.1898670196533203,1.192023754119873,0.012542336977488383,1.1920237842882577,0.9409313797950745,0.9409313797950745,0.04077027837134062,0.10663547495699584,0.2948217509160107,1.22025172568211,1.286116922267765,1.47430319822678,0.0013796306330153404,0.1311200949962184,0.0954727686125228,0.22521323297572587,True,,1,0.014744830783456564
0,0,0,0,3,sanity,5,5,1,0.0376292057335376,0.0519991517066955,1.6471941033501245,1.8482142857142856,37.66944885253906,0.9859890937805176,2,2,0.0309278350323438,0.0309278350323438,corrector,corrector,0.030927835032343864,0.030927835032343864,0.030927835032343864,0,1,1.0,0.010855406403643507,0.030927835032343864,1.0319148935965734,0.015921592712402344,0.015921592712402344,0.21102452278137207,0.20683331787586212,0.32224786281585693,1.064205288887024,1.0536223649978638,0.011437498968019827,1.0536223099371398,0.8849614262580872,0.8849614262580872,0.03798634175576244,0.09993364159382855,0.276925926845446,1.0801711527248825,1.1421184525629484,1.319110737814566,0.001092340403460138,0.10062640126472935,0.08958848302926886,0.18912254389053806,True,,1,0.015374572947621346
0,0,0,0,4,sanity,7,7,1,0.007749596145004,0.0168302059173584,0.0051032991783228,1.7089285714285714,42.61539840698242,0.9965285658836364,3,3,0.0416666641831398,0.0416666641831398,corrector,corrector,0.0416666641831398,0.0416666641831398,0.0416666641831398,0,1,1.0,0.011205734737008201,0.0416666641831398,1.0434782581653848,0.01740569993853569,0.01740569993853569,0.1800985336303711,0.18491283059120178,0.21099725365638733,0.960788905620575,0.9344959855079651,0.010471714126401317,0.934496008907133,0.8259240984916687,0.8259240984916687,0.03524943708115137,0.0930641239755682,0.2582489436739019,0.9592737318618831,1.0170884187562999,1.1822732384546337,0.0007362637157440774,0.06570418594530562,0.08332867356491096,0.14829659579447252,True,,1,0.015126299113035202
0,0,0,0,5,sanity,8,8,1,0.0007874346338212,0.0014727115631103,-0.5624588418822544,1.1910714285714286,53.74176788330078,0.999706208705902,4,4,0.0416666641831398,0.0416666641831398,predictor,predictor,0.0416666641831398,0.0416666641831398,0.0416666641831398,1,0,1.0,0.011441646681034963,0.0416666641831398,1.0434782581653848,0.0005309126572683454,0.0005309126572683454,0.00536537729203701,0.00536537729203701,0.005365388933569193,0.9476474523544312,0.9238758087158203,0.010570660580481858,0.9238758914653253,0.8259240984916687,0.8259240984916687,0.03534838353523192,0.09316307042964873,0.2583478901279824,0.9486536144200755,1.0064683013144922,1.171653121012826,0.00012812736426207495,0.011198333252908177,0.08272053721342895,0.09379074310207505,True,,1,0.015142776072025299
0,0,0,0,6,sanity,16,16,1,0.0003179234627168,0.0004165172576904,-0.6012637283335278,0.9196428571428572,61.29297637939453,0.9999008178710938,8,8,0.0869565159082412,0.0869565159082412,predictor,predictor,0.08695651590824127,0.08695651590824127,0.08695651590824127,1,0,1.0,0.013082163945734873,0.08695651590824127,1.0952380882436727,0.00021533660765271634,0.00021533660765271634,0.0008092845673672855,0.0008092845673672855,0.0008092851494438946,0.7705109119415283,0.6655437350273132,0.008706752254684041,0.6655437693595747,0.6192715167999268,0.6192715167999268,0.027284897758681842,0.07063390393467672,0.19448820729466207,0.6841219148635725,0.7274709210395673,0.8513252243995527,2.5815396685636263e-05,0.001973328007458211,0.061952967076678314,0.06390047968745088,True,,1,0.014984050299972296
0,0,0,0,7,sanity,32,32,1,4.068293492309749e-06,6.318092346191406e-06,-0.6195652884847914,0.1883928571428571,79.4095230102539,0.9999984502792358,16,16,0.1904761791229248,0.1904761791229248,predictor,predictor,0.1904761791229248,0.1904761791229248,0.1904761791229248,1,0,1.0,0.017717944100072186,0.1904761791229248,1.2352941003225257,0.00013304846652317792,0.00013304846652317792,0.0002161758893635124,0.0002161758893635124,0.00021617721358779818,0.6892048120498657,0.43043023347854614,0.0076263388157539,0.4304302538689688,0.3560805916786194,0.3560805916786194,0.01830875656611248,0.043234397983615835,0.11445051631933972,0.44111267161932743,0.46603831303683074,0.5372544313725547,7.184023573316406e-06,0.00040546600685168604,0.035615243191435254,0.03601352517471362,True,,1,0.015143149998039007
0,0,0,0,8,sanity,64,64,1,3.5975514123265384e-08,-1.1920928955078125e-07,-0.6198305578326033,0.0133928571428571,98.45295715332033,1.0,32,32,0.4705882966518402,0.4705882966518402,predictor,predictor,0.4705882966518402,0.4705882966518402,0.4705882966518402,1,0,1.0,0.04145938307403991,0.4705882966518402,1.8888891078072083,0.00014051218749955297,0.00014051218749955297,0.00013292170478962362,0.00013292170478962362,0.00013292608491610736,0.4825831949710846,0.17126482725143433,0.007100534080126485,0.1712648157575162,0.1253814548254013,0.1253814548254013,0.010861977724888524,0.019638679562666617,0.04471497052774688,0.17502625940227826,0.18380296124005632,0.2088792522051366,4.710154808856783e-06,0.00011360889128250143,0.012542855637348988,0.012651754373822634,True,,1,0.01540212333202362
0,0,0,0,9,sanity,90,90,1,1.0790477062982973e-06,4.76837158203125e-07,-0.6197895433890683,0.0678571428571428,87.69581604003906,0.999999701976776,45,45,0.8181819319725037,0.8181819319725037,predictor,predictor,0.8181819319725037,0.8181819319725037,0.8181819319725037,1,0,1.0,0.18518516090179618,0.8181819319725037,5.5000034421703905,0.00039193357224576175,0.00039193357224576175,0.00038731496897526085,0.00038731496897526085,0.0003873154637403786,0.12425711750984192,0.049356602132320404,0.00914011030743969,0.049356604817083885,0.03412139043211937,0.03412139043211937,0.010163752020403271,0.012552249350651627,0.0193765274370755,0.05038024653004747,0.05276874386029582,0.0595930219467197,4.199146727686807e-05,0.0002267539471931982,0.0034541305104888054,0.0036388929904051354,True,,1,0.015278392937034369
