sample_index,window_id,call_index,e55_lpips,e5_lpips,abs_diff_lpips,e55_dino,e5_dino,abs_diff_dino
0,0,1,nan,0.21497765183448792,nan,nan,0.14951986074447632,nan
0,1,3,nan,0.08986722677946091,nan,nan,0.22467541694641113,nan
0,2,7,nan,0.007749596145004034,nan,nan,0.0168302059173584,nan
0,3,16,nan,0.00031792346271686256,nan,nan,0.0004165172576904297,nan
0,4,64,nan,3.5975514123265384e-08,nan,nan,-1.1920928955078125e-07,nan
0,5,96,nan,1.3704042430617847e-05,nan,nan,6.258487701416016e-06,nan
