call_kind,num_calls,valid_lpips_count,mean_pis_lpips,mean_pis_dino,mean_pis_psnr
predictor,50,392,0.00037522066850215197,0.0006525756907649338,87.07035064697266
corrector,49,392,0.0019310624338686466,0.001985679380595684,68.25296783447266
