name,kind,target_rr,selected_delta,schedule_path,e3_schedule_actual_rr_all,online_calibration_actual_rr,num_samples,elapsed_sec,cache_queries,cache_hits,cache_refreshes,cache_forced_refreshes,actual_rr,cache_hit_rate,denoiser_time_sec,max_consecutive_hits,psnr_mean,psnr_min,ssim_mean,ssim_min,lpips_mean,lpips_max,per_sample_csv
full_reference,full_loaded,1.0,,,,,192,0.0,,,,,,,,,,,,,,,
pma_stageaware_oracle_rr0p30,pma_stageaware_oracle,0.30000001192092896,6.997307753389326,/mnt/iset/nfs-main/private/zhuangyifan/try/PixelGen/outputs/e4_pma_weight_candidates/e4_pma_weight_candidates_from_e2_fp32_calib64/candidate_a/matched_schedules/pma_stageaware_oracle_rr0p30.npz,0.3038983643054962,,192,232.6329003170831,19008,13207,5801,1152,0.3051872895622896,0.6948127104377104,222.35762146755587,15,36.272716015577316,26.636516571044922,0.975871459270517,0.9127828478813171,0.038623415940188956,0.18764029443264008,/mnt/iset/nfs-main/private/zhuangyifan/try/PixelGen/outputs/e4_oracle_schedule_cache/e4_candidate_a_rr030_rr040_rr050_fp32/pma_stageaware_oracle_rr0p30/per_sample_metrics.csv
pma_stageaware_oracle_rr0p40,pma_stageaware_oracle,0.4000000059604645,3.460640333567599,/mnt/iset/nfs-main/private/zhuangyifan/try/PixelGen/outputs/e4_pma_weight_candidates/e4_pma_weight_candidates_from_e2_fp32_calib64/candidate_a/matched_schedules/pma_stageaware_oracle_rr0p40.npz,0.40336963534355164,,192,301.4140116919298,19008,11319,7689,1152,0.4045138888888889,0.5954861111111112,290.759068353218,9,41.562937160333,26.666458129882812,0.9925411523630222,0.9480639696121216,0.014135326039953119,0.10153073072433472,/mnt/iset/nfs-main/private/zhuangyifan/try/PixelGen/outputs/e4_oracle_schedule_cache/e4_candidate_a_rr030_rr040_rr050_fp32/pma_stageaware_oracle_rr0p40/per_sample_metrics.csv
pma_stageaware_oracle_rr0p50,pma_stageaware_oracle,0.5,1.7957879355026332,/mnt/iset/nfs-main/private/zhuangyifan/try/PixelGen/outputs/e4_pma_weight_candidates/e4_pma_weight_candidates_from_e2_fp32_calib64/candidate_a/matched_schedules/pma_stageaware_oracle_rr0p50.npz,0.5036695003509521,,192,374.2868931699777,19008,9411,9597,1152,0.5048926767676768,0.49510732323232326,363.194841071032,5,47.33797264099121,31.8765869140625,0.9976383630807201,0.9671006202697754,0.005410399915945163,0.10757371783256531,/mnt/iset/nfs-main/private/zhuangyifan/try/PixelGen/outputs/e4_oracle_schedule_cache/e4_candidate_a_rr030_rr040_rr050_fp32/pma_stageaware_oracle_rr0p50/per_sample_metrics.csv
